NAME,TEAM,SALARY,YEAR,POS
Kris Dunn,Atlanta Hawks,4767000,2021, PG
Josh Jackson,Detroit Pistons,4767000,2021, SG
Garrett Temple,Chicago Bulls,4767000,2021, SF
Rui Hachimura,Washington Wizards,4692840,2021, PF
Denzel Valentine,Chicago Bulls,4642800,2021, SG
Kevin Knox II,New York Knicks,4588680,2021, F
D.J. Wilson,Houston Rockets,4548280,2021, F
Deni Avdija,Washington Wizards,4469160,2021, SF
Kevon Looney,Golden State Warriors,4464226,2021, C
Cam Reddish,Atlanta Hawks,4458000,2021, SF
T.J. Leaf,Portland Trail Blazers,4326825,2021, PF
Jalen Smith,Phoenix Suns,4245720,2021, F
JaVale McGee,Denver Nuggets,4200000,2021, C
Reggie Bullock,New York Knicks,4200000,2021, SF
Mikal Bridges,Phoenix Suns,4161000,2021, SF
Shai Gilgeous-Alexander,Oklahoma City Thunder,4141320,2021, PG
John Collins,Atlanta Hawks,4137302,2021, PF
Nicolo Melli,Dallas Mavericks,4102564,2021, PF
Willie Cauley-Stein,Dallas Mavericks,4100000,2021, C
Devin Vassell,San Antonio Spurs,4033440,2021, SG
Cameron Johnson,Phoenix Suns,4033440,2021, SF
P.J. Washington,Charlotte Hornets,4023600,2021, PF
Patrick McCaw,Toronto Raptors,4000000,2021, SF
Dorian Finney-Smith,Dallas Mavericks,4000000,2021, PF
Terrance Ferguson,Philadelphia 76ers,3944013,2021, SF
Miles Bridges,Charlotte Hornets,3934320,2021, SF
Jevon Carter,Phoenix Suns,3925000,2021, PG
Jarrett Allen,Cleveland Cavaliers,3909902,2021, C
OG Anunoby,Toronto Raptors,3872215,2021, SF
Gabriel Deck,Oklahoma City Thunder,3870370,2021, SF
Tyrese Haliburton,Sacramento Kings,3831840,2021, PG
Stanley Johnson,Toronto Raptors,3804150,2021, PF
Jake Layman,Minnesota Timberwolves,3761085,2021, SF
Jerome Robinson,Washington Wizards,3737520,2021, SG
Danuel House Jr.,Houston Rockets,3717000,2021, SF
Kira Lewis Jr.,New Orleans Pelicans,3640200,2021, PG
Romeo Langford,Boston Celtics,3631200,2021, SG
Maurice Harkless,Sacramento Kings,3623000,2021, SF
Bobby Portis,Milwaukee Bucks,3623000,2021, C
Wesley Matthews,Los Angeles Lakers,3623000,2021, SG
Kyle Kuzma,Los Angeles Lakers,3562178,2021, SF
Allonzo Trier,New York Knicks,3551000,2021, G
Michael Porter Jr.,Denver Nuggets,3550800,2021, SF
Tony Bradley,Oklahoma City Thunder,3542060,2021, C
Derrick White,San Antonio Spurs,3516284,2021, PG
Bismack Biyombo,Charlotte Hornets,3500000,2021, C
Luca Vildoza,New York Knicks,3500000,2021, PG
Michael Beasley,Brooklyn Nets,3500000,2021, F
T.J. McConnell,Indiana Pacers,3500000,2021, PG
Boban Marjanovic,Dallas Mavericks,3500000,2021, C
Josh Hart,New Orleans Pelicans,3491159,2021, SG
Aaron Nesmith,Boston Celtics,3458400,2021, SF
Sekou Doumbouya,Detroit Pistons,3449400,2021, SF
Michael Carter-Williams,Orlando Magic,3300000,2021, PG
James Ennis III,Orlando Magic,3300000,2021, F
Cole Anthony,Orlando Magic,3285120,2021, PG
Troy Brown Jr.,Chicago Bulls,3219480,2021, SF
Facundo Campazzo,Denver Nuggets,3200000,2021, PG
Chuma Okeke,Orlando Magic,3121080,2021, PF
Isaiah Stewart,Detroit Pistons,3121080,2021, C
Nickeil Alexander-Walker,New Orleans Pelicans,3113160,2021, SG
Patrick Patterson,Los Angeles Clippers,3077704,2021, PF
Donte DiVincenzo,Milwaukee Bucks,3044160,2021, SG
Khem Birch,Toronto Raptors,3000000,2021, C
Ryan Arcidiacono,Chicago Bulls,3000000,2021, G
Trey Burke,Dallas Mavericks,3000000,2021, PG
Aleksej Pokusevski,Oklahoma City Thunder,2964840,2021, C
Goga Bitadze,Indiana Pacers,2957520,2021, C
Lonnie Walker IV,San Antonio Spurs,2892000,2021, SG
Luka Samanic,San Antonio Spurs,2892000,2021, PF
Josh Green,Dallas Mavericks,2816760,2021, SG
Kevin Huerter,Atlanta Hawks,2761920,2021, SG
Alex Caruso,Los Angeles Lakers,2750000,2021, SG
Matisse Thybulle,Philadelphia 76ers,2711280,2021, SG
Saddiq Bey,Detroit Pistons,2689920,2021, SF
Josh Okogie,Minnesota Timberwolves,2651040,2021, SF
Marko Guduric,Memphis Grizzlies,2625000,2021, G
Vincent Poirier,Philadelphia 76ers,2619207,2021, C
Brandon Clarke,Memphis Grizzlies,2602920,2021, PF
Precious Achiuwa,Miami Heat,2582160,2021, PF
Tyler Herro,Miami Heat,2582160,2021, PG
Marc Gasol,Los Angeles Lakers,2564753,2021, C
Nene Hilario,Atlanta Hawks,2564753,2021, C
Grayson Allen,Memphis Grizzlies,2545320,2021, SG
Manu Ginobili,San Antonio Spurs,2500000,2021, G
Grant Williams,Boston Celtics,2498760,2021, PF
Tyrese Maxey,Philadelphia 76ers,2478840,2021, PG
Emeka Okafor,Philadelphia 76ers,2445085,2021, C
Kendrick Perkins,Cleveland Cavaliers,2445085,2021, C
Chandler Hutchison,Washington Wizards,2443440,2021, SF
Tyler Zeller,Atlanta Hawks,2436046,2021, C
Aaron Holiday,Indiana Pacers,2345640,2021, PG
Darius Bazley,Oklahoma City Thunder,2339160,2021, PF
Bryn Forbes,Milwaukee Bucks,2337145,2021, SG
Ty Jerome,Oklahoma City Thunder,2303040,2021, SG
Zeke Nnaji,Denver Nuggets,2284800,2021, PF
Mike Muscala,Oklahoma City Thunder,2283034,2021, C
Ben McLemore,Los Angeles Lakers,2283034,2021, SG
Anfernee Simons,Portland Trail Blazers,2252040,2021, SG
Brad Wanamaker,Charlotte Hornets,2250000,2021, PG
Luke Kornet,Boston Celtics,2250000,2021, F
Brandon Jennings,Milwaukee Bucks,2222803,2021, G
Nassir Little,Portland Trail Blazers,2210640,2021, SF
Payton Pritchard,Boston Celtics,2193480,2021, PG
R.J. Hampton,Orlando Magic,2193040,2021, PG
Edmond Sumner,Indiana Pacers,2160000,2021, PG
Dylan Windler,Cleveland Cavaliers,2137440,2021, SG
Immanuel Quickley,New York Knicks,2105520,2021, SG
John Konchar,Memphis Grizzlies,2100000,2021, SG
Landry Shamet,Brooklyn Nets,2090040,2021, SG
Jordan Poole,Golden State Warriors,2063280,2021, SG
Bol Bol,Denver Nuggets,2058240,2021, C
Sean Kilpatrick,Chicago Bulls,2054856,2021, G
Keldon Johnson,San Antonio Spurs,2048040,2021, SF
Robert Williams III,Boston Celtics,2029920,2021, C
Bruno Caboclo,Houston Rockets,2028594,2021, F
Jacob Evans,New York Knicks,2017320,2021, G
Dzanan Musa,Detroit Pistons,2002800,2021, F
Theo Maledon,Oklahoma City Thunder,2000000,2021, PG
Kenrich Williams,Oklahoma City Thunder,2000000,2021, SF
Damyean Dotson,Cleveland Cavaliers,2000000,2021, SG
Gary Clark,Philadelphia 76ers,2000000,2021, F
Omari Spellman,New York Knicks,1988280,2021, F
Cameron Payne,Phoenix Suns,1977011,2021, PG
Udoka Azubuike,Utah Jazz,1977000,2021, C
Jaden McDaniels,Minnesota Timberwolves,1964760,2021, PF
Malachi Flynn,Toronto Raptors,1950600,2021, PG
Desmond Bane,Memphis Grizzlies,1936440,2021, SG
Jontay Porter,Memphis Grizzlies,1900000,2021, PF
Jahlil Okafor,Detroit Pistons,1882867,2021, C
David Nwaba,Houston Rockets,1824003,2021, SF
Marquese Chriss,Golden State Warriors,1824003,2021, SF
DeAndre Liggins,Miami Heat,1795015,2021, G
Georges Niang,Utah Jazz,1783557,2021, SF
Furkan Korkmaz,Philadelphia 76ers,1762796,2021, SG
Damion Lee,Golden State Warriors,1762796,2021, SG
Alfonzo McKinnie,Los Angeles Lakers,1762796,2021, F
P.J. Dozier,Denver Nuggets,1762796,2021, SG
Abdel Nader,Phoenix Suns,1752950,2021, SF
Semi Ojeleye,Boston Celtics,1752950,2021, PF
Mario Hezonja,Memphis Grizzlies,1737145,2021, F
DeAndre' Bembry,Toronto Raptors,1737145,2021, SG
Kevin Porter Jr.,Houston Rockets,1717981,2021, SG
Shake Milton,Philadelphia 76ers,1701593,2021, SG
Thanasis Antetokounmpo,Milwaukee Bucks,1701593,2021, SF
Brandon Goodwin,Atlanta Hawks,1701593,2021, G
Jonah Bolden,Phoenix Suns,1698450,2021, PF
Dwayne Bacon,Orlando Magic,1678854,2021, SG
Dragan Bender,Golden State Warriors,1678854,2021, F
Wes Iwundu,New Orleans Pelicans,1678854,2021, SF
Isaac Bonga,Washington Wizards,1663861,2021, G
Gary Trent Jr.,Toronto Raptors,1663861,2021, SG
Svi Mykhailiuk,Oklahoma City Thunder,1663861,2021, SG
Keita Bates-Diop,San Antonio Spurs,1663861,2021, SF
Mitchell Robinson,New York Knicks,1663861,2021, C
Bruce Brown,Brooklyn Nets,1663861,2021, SF
Duncan Robinson,Miami Heat,1663861,2021, SG
Kendrick Nunn,Miami Heat,1663861,2021, G
Hamidou Diallo,Detroit Pistons,1663861,2021, SG
Jalen Brunson,Dallas Mavericks,1663861,2021, PG
Jarred Vanderbilt,Minnesota Timberwolves,1663361,2021, PF
Julyan Stone,Chicago Bulls,1656092,2021, G
MarShon Brooks,Chicago Bulls,1656092,2021, G
Shaquille Harrison,Denver Nuggets,1620564,2021, G
Isaiah Taylor,Toronto Raptors,1620564,2021, G
Raul Neto,Washington Wizards,1620564,2021, PG
Hassan Whiteside,Sacramento Kings,1620564,2021, C
Drew Eubanks,San Antonio Spurs,1620564,2021, PF
Tyler Johnson,Brooklyn Nets,1620564,2021, G
Tyler Lydon,Sacramento Kings,1620564,2021, F
Glenn Robinson III,Sacramento Kings,1620564,2021, F
Quinn Cook,Cleveland Cavaliers,1620564,2021, PG
Frank Kaminsky,Phoenix Suns,1620564,2021, PF
Torrey Craig,Phoenix Suns,1620564,2021, SF
E'Twaun Moore,Phoenix Suns,1620564,2021, G
Solomon Hill,Atlanta Hawks,1620564,2021, SF
Josh Gray,Brooklyn Nets,1620564,2021, G
Wilson Chandler,Brooklyn Nets,1620564,2021, F
Langston Galloway,Phoenix Suns,1620564,2021, SG
Markieff Morris,Los Angeles Lakers,1620564,2021, PF
Udonis Haslem,Miami Heat,1620564,2021, PF
Kent Bazemore,Golden State Warriors,1620564,2021, SF
Wayne Ellington,Detroit Pistons,1620564,2021, SG
Jared Dudley,Los Angeles Lakers,1620564,2021, SF
Dwight Howard,Philadelphia 76ers,1620564,2021, C
Carmelo Anthony,Portland Trail Blazers,1620564,2021, PF
Isaiah Hartenstein,Cleveland Cavaliers,1620564,2021, C
Harry Giles III,Portland Trail Blazers,1620564,2021, PF
Reggie Jackson,Los Angeles Clippers,1620564,2021, PG
Nicolas Batum,Los Angeles Clippers,1620564,2021, PF
JaKarr Sampson,Indiana Pacers,1620564,2021, SF
Ryan Anderson,Houston Rockets,1620564,2021, PF
Gerald Green,Houston Rockets,1620564,2021, G
Jeff Green,Brooklyn Nets,1620564,2021, PF
Sterling Brown,Houston Rockets,1620564,2021, SF
Isaiah Thomas,New Orleans Pelicans,1620564,2021, G
J.J. Barea,Dallas Mavericks,1620564,2021, G
Thon Maker,Cleveland Cavaliers,1620564,2021, F
Jarell Martin,Cleveland Cavaliers,1620564,2021, F
Matthew Dellavedova,Cleveland Cavaliers,1620564,2021, PG
Wenyen Gabriel,New Orleans Pelicans,1620564,2021, F
Willy Hernangomez,New Orleans Pelicans,1620564,2021, C
Joe Johnson,Boston Celtics,1620564,2021, G
Vince Carter,Atlanta Hawks,1620564,2021, G
Dwight Buycks,Detroit Pistons,1600520,2021, G
Monte Morris,Denver Nuggets,1588231,2021, PG
Antonio Blakeney,Chicago Bulls,1588231,2021, G
Tyrone Wallace,Atlanta Hawks,1588231,2021, SG
Malachi Richardson,Philadelphia 76ers,1569360,2021, G
Georgios Papagiannis,Portland Trail Blazers,1544951,2021, C
Chinanu Onuaku,Portland Trail Blazers,1544951,2021, C
Wade Baldwin IV,Indiana Pacers,1544951,2021, G
Isaiah Whitehead,Detroit Pistons,1544951,2021, G
Paul Zipser,Chicago Bulls,1544951,2021, F
Jalen McDaniels,Charlotte Hornets,1517981,2021, PF
Cody Martin,Charlotte Hornets,1517981,2021, SF
Carsen Edwards,Boston Celtics,1517981,2021, PG
Dewan Hernandez,Toronto Raptors,1517981,2021, F
Juwan Morgan,Utah Jazz,1517981,2021, F
Daniel Gafford,Washington Wizards,1517981,2021, C
Anzejs Pasecniks,Washington Wizards,1517981,2021, C
Eric Paschall,Golden State Warriors,1517981,2021, PF
Nigel Williams-Goss,Utah Jazz,1517981,2021, G
Luguentz Dort,Oklahoma City Thunder,1517981,2021, SF
KZ Okpala,Miami Heat,1517981,2021, F
Isaiah Roby,Oklahoma City Thunder,1517981,2021, PF
Terence Davis,Sacramento Kings,1517981,2021, SG
Mychal Mulder,Golden State Warriors,1517981,2021, G
Admiral Schofield,Orlando Magic,1517981,2021, SF
Nic Claxton,Brooklyn Nets,1517981,2021, PF
Naz Reid,Minnesota Timberwolves,1517981,2021, C
Jaylen Nowell,Minnesota Timberwolves,1517981,2021, SG
Jalen Lecque,Indiana Pacers,1517981,2021, G
Chris Silva,Sacramento Kings,1517981,2021, PF
Caleb Martin,Charlotte Hornets,1517981,2021, SF
Talen Horton-Tucker,Los Angeles Lakers,1517981,2021, SG
Ky Bowman,Los Angeles Clippers,1517981,2021, G
Terance Mann,Los Angeles Clippers,1517981,2021, SG
Bruno Fernando,Atlanta Hawks,1517981,2021, F
Alen Smailagic,Golden State Warriors,1517981,2021, PF
Vlatko Cancar,Denver Nuggets,1517981,2021, SF
Rayjon Tucker,Philadelphia 76ers,1517981,2021, G
Dean Wade,Cleveland Cavaliers,1517981,2021, PF
Matt Thomas,Utah Jazz,1517981,2021, SG
Javonte Green,Chicago Bulls,1517981,2021, SF
Miye Oni,Utah Jazz,1517981,2021, SG
Justin James,Sacramento Kings,1517981,2021, G
Chris Clemons,Atlanta Hawks,1517981,2021, G
Omri Casspi,Memphis Grizzlies,1512601,2021, F
Lorenzo Brown,Guangzhou Guangzhou Long-Lions,1512601,2021, G
Isaiah Canaan,Milwaukee Bucks,1512601,2021, G
Dwyane Wade,Miami Heat,1512601,2021, G
Robert Woodard II,Sacramento Kings,1500000,2021, SF
DaQuan Jeffries,Houston Rockets,1445697,2021, SG
Paul Watson,Toronto Raptors,1445697,2021, SG
Kelan Martin,Indiana Pacers,1445697,2021, SG
Jae'Sean Tate,Houston Rockets,1445697,2021, SF
Theo Pinson,New York Knicks,1445697,2021, G
Zylan Cheatham,New Orleans Pelicans,1445697,2021, F
Taj Gibson,New York Knicks,1442968,2021, C
Elie Okobo,Brooklyn Nets,1416852,2021, G
Jaylen Adams,Milwaukee Bucks,1416852,2021, G
Jemerrio Jones,Los Angeles Lakers,1416852,2021, F
Dairis Bertans,New Orleans Pelicans,1416852,2021, G
Yante Maten,Boston Celtics,1416852,2021, F
Tarik Phillip,Washington Wizards,1416842,2021, G
Dakari Johnson,Memphis Grizzlies,1378242,2021, C
Kyle Collinsworth,Utah Jazz,1378242,2021, G
Jaylen Morris,San Antonio Spurs,1378242,2021, F
Brandon Paul,San Antonio Spurs,1378242,2021, G
Rodney Purvis,Miami Heat,1378242,2021, G
David Stockton,Los Angeles Lakers,1378242,2021, G
Zhou Qi,Houston Rockets,1378242,2021, C
Aaron Jackson,Houston Rockets,1378242,2021, F
Ike Anigbogu,New Orleans Pelicans,1378242,2021, C
Vernon Carey Jr.,Charlotte Hornets,1350000,2021, C
Jabari Bird,Atlanta Hawks,1349464,2021, G
Ben Moore,San Antonio Spurs,1349383,2021, F
James Nunnally,New Orleans Pelicans,1349383,2021, SF
Xavier Tillman,Memphis Grizzlies,1300000,2021, C
Tyrell Terry,Dallas Mavericks,1289846,2021, PG
Alex Len,Washington Wizards,1265372,2021, C
Okaro White,Washington Wizards,1187862,2021, F
Noah Vonleh,Brooklyn Nets,1087776,2021, F
Nick Young,Denver Nuggets,1042584,2021, G
Nick Richards,Charlotte Hornets,1000000,2021, C
Jahmi'us Ramsey,Sacramento Kings,1000000,2021, SG
Paul Millsap,Denver Nuggets,1000000,2021, PF
Gorgui Dieng,San Antonio Spurs,1000000,2021, C
Ron Baker,Washington Wizards,948580,2021, G
Sam Merrill,Milwaukee Bucks,898310,2021, SG
Daniel Oturu,Los Angeles Clippers,898310,2021, C
Anthony Gill,Washington Wizards,898310,2021, PF
Stanton Kidd,Utah Jazz,898310,2021, SF
Tre Jones,San Antonio Spurs,898310,2021, PG
CJ Elleby,Portland Trail Blazers,898310,2021, SG
Elijah Hughes,Utah Jazz,898310,2021, F
Isaiah Joe,Philadelphia 76ers,898310,2021, SG
Jordan Nwora,Milwaukee Bucks,898310,2021, SF
Max Strus,Miami Heat,898310,2021, SG
Kenyon Martin Jr.,Houston Rockets,898310,2021, F
Deividas Sirvydis,Detroit Pistons,898310,2021, SF
Isaiah Briscoe,Orlando Magic,838464,2021, G
Andre Drummond,Los Angeles Lakers,794536,2021, C
Blake Griffin,Brooklyn Nets,776983,2021, PF
Oshae Brissett,Indiana Pacers,757453,2021, SF
Ersan Ilyasova,Utah Jazz,754783,2021, PF
Chimezie Metu,Sacramento Kings,700000,2021, PF
Timothe Luwawu-Cabarrot,Brooklyn Nets,654469,2021, SG
Lamar Stevens,Cleveland Cavaliers,652366,2021, F
Paul Reed,Philadelphia 76ers,609128,2021, SF
Jeff Teague,Milwaukee Bucks,510589,2021, PG
Norvel Pelle,New York Knicks,500000,2021, PF
Dewayne Dedmon,Miami Heat,432890,2021, C
Nemanja Bjelica,Miami Heat,432890,2021, PF
Jabari Parker,Boston Celtics,430729,2021, PF
Alize Johnson,Brooklyn Nets,399591,2021, F
Tyler Cook,Brooklyn Nets,396081,2021, F
Dion Waiters,Los Angeles Lakers,375385,2021, G
Juan Toscano-Anderson,Golden State Warriors,358295,2021, SF
Yuta Watanabe,Toronto Raptors,321893,2021, SF
Anthony Tolliver,Philadelphia 76ers,263501,2021, PF
Tim Frazier,Memphis Grizzlies,255294,2021, PG
Khyri Thomas,Houston Rockets,250000,2021, SG
Damian Jones,Sacramento Kings,237965,2021, C
DeMarcus Cousins,Los Angeles Clippers,233095,2021, C
Moritz Wagner,Orlando Magic,221995,2021, C
Yogi Ferrell,Los Angeles Clippers,214169,2021, PG
Rondae Hollis-Jefferson,Portland Trail Blazers,210895,2021, SF
Jimmer Fredette,Phoenix Suns,208509,2021, G
Austin Rivers,Denver Nuggets,188696,2021, SG
Devonte' Graham,Charlotte Hornets,163861,2021, PG
Mamadi Diakite,Milwaukee Bucks,160173,2021, PF
Mfiondu Kabengele,Cleveland Cavaliers,154433,2021, C
Didi Louzada,New Orleans Pelicans,123056,2021, SF
Naji Marshall,New Orleans Pelicans,120000,2021, SF
Freddie Gillespie,Toronto Raptors,116903,2021, SF
Ignas Brazdeikis,Orlando Magic,49510,2021, SF
Mike James,Brooklyn Nets,39608,2021, PG
Elijah Bryant,Milwaukee Bucks,24611,2021, SG
Caleb Homesley,Washington Wizards,20000,2021, SG
Charlie Brown Jr.,Oklahoma City Thunder,19804,2021, G
Omer Yurtseven,Miami Heat,18458,2021, C
Gary Payton II,Golden State Warriors,11898,2021, SG
Stephen Curry,Golden State Warriors,45780966,2022, PG
James Harden,Brooklyn Nets,44310840,2022, SG
John Wall,Houston Rockets,44310840,2022, PG
Russell Westbrook,Los Angeles Lakers,44211146,2022, PG
Kevin Durant,Brooklyn Nets,42018900,2022, PF
LeBron James,Los Angeles Lakers,41180544,2022, SF
Giannis Antetokounmpo,Milwaukee Bucks,39344970,2022, PF
Damian Lillard,Portland Trail Blazers,39344900,2022, PG
Kawhi Leonard,Los Angeles Clippers,39344900,2022, SF
Paul George,Los Angeles Clippers,39344900,2022, SG
Klay Thompson,Golden State Warriors,37980720,2022, SG
Jimmy Butler,Miami Heat,36016200,2022, SF
Tobias Harris,Philadelphia 76ers,35995950,2022, PF
Khris Middleton,Milwaukee Bucks,35500000,2022, SF
Anthony Davis,Los Angeles Lakers,35361360,2022, PF
Rudy Gobert,Utah Jazz,35344828,2022, C
Kyrie Irving,Brooklyn Nets,35328700,2022, PG
Bradley Beal,Washington Wizards,33724200,2022, SG
Pascal Siakam,Toronto Raptors,33003936,2022, PF
Ben Simmons,Brooklyn Nets,33003936,2022, PG
Jrue Holiday,Milwaukee Bucks,32413333,2022, PG
Kristaps Porzingis,Dallas Mavericks,31650600,2022, C
Devin Booker,Phoenix Suns,31650600,2022, SG
Karl-Anthony Towns,Minnesota Timberwolves,31650600,2022, C
Joel Embiid,Philadelphia 76ers,31579390,2022, C
Andrew Wiggins,Golden State Warriors,31579390,2022, SF
Nikola Jokic,Denver Nuggets,31579390,2022, C
Kevin Love,Cleveland Cavaliers,31258256,2022, PF
CJ McCollum,New Orleans Pelicans,30864198,2022, SG
D'Angelo Russell,Minnesota Timberwolves,30013500,2022, PG
Chris Paul,Phoenix Suns,30000000,2022, PG
Gordon Hayward,Charlotte Hornets,29925000,2022, SF
Jamal Murray,Denver Nuggets,29467800,2022, PG
Brandon Ingram,New Orleans Pelicans,29467800,2022, SF
De'Aaron Fox,Sacramento Kings,28103550,2022, PG
Donovan Mitchell,Utah Jazz,28103500,2022, SG
Bam Adebayo,Miami Heat,28103500,2022, C
Jayson Tatum,Boston Celtics,28103500,2022, SF
Al Horford,Boston Celtics,27000000,2022, C
Kyle Lowry,Miami Heat,26894128,2022, PG
Jaylen Brown,Boston Celtics,26758928,2022, SG
DeMar DeRozan,Chicago Bulls,26000000,2022, SF
Draymond Green,Golden State Warriors,24026712,2022, PF
Nikola Vucevic,Chicago Bulls,24000000,2022, C
John Collins,Atlanta Hawks,23000000,2022, PF
Buddy Hield,Indiana Pacers,22768890,2022, SG
Julius Randle,New York Knicks,21780000,2022, PF
Malcolm Brogdon,Indiana Pacers,21700000,2022, PG
Tim Hardaway Jr.,Dallas Mavericks,21308816,2022, SF
Mike Conley,Utah Jazz,21000000,2022, PG
Gary Harris,Orlando Magic,20482143,2022, SG
Danilo Gallinari,Atlanta Hawks,20475000,2022, PF
Harrison Barnes,Sacramento Kings,20284091,2022, SF
Jerami Grant,Detroit Pistons,20002500,2022, SF
Jarrett Allen,Cleveland Cavaliers,20000000,2022, C
Domantas Sabonis,Sacramento Kings,19800000,2022, PF
Fred VanVleet,Toronto Raptors,19675926,2022, SG
Zach LaVine,Chicago Bulls,19500000,2022, SG
Goran Dragic,Toronto Raptors,19440000,2022, PG
Bojan Bogdanovic,Utah Jazz,18700000,2022, SF
Lonzo Ball,Chicago Bulls,18604651,2022, PG
Clint Capela,Atlanta Hawks,18603448,2022, C
Eric Gordon,Houston Rockets,18218818,2022, SG
Eric Bledsoe,Los Angeles Clippers,18125000,2022, SG
Myles Turner,Indiana Pacers,18000000,2022, C
Bogdan Bogdanovic,Atlanta Hawks,18000000,2022, SG
Terry Rozier,Charlotte Hornets,17905263,2022, SG
Ricky Rubio,Cleveland Cavaliers,17800000,2022, PG
Caris LeVert,Cleveland Cavaliers,17500000,2022, SG
Jonathan Isaac,Orlando Magic,17400000,2022, PF
Joe Harris,Brooklyn Nets,17357143,2022, SF
Spencer Dinwiddie,Dallas Mavericks,17142857,2022, PG
Steven Adams,Memphis Grizzlies,17073171,2022, C
Evan Fournier,New York Knicks,17000000,2022, SG
Markelle Fultz,Orlando Magic,16500000,2022, PG
Aaron Gordon,Denver Nuggets,16409091,2022, PF
OG Anunoby,Toronto Raptors,16071429,2022, SF
Gary Trent Jr.,Toronto Raptors,16000000,2022, SG
Davis Bertans,Dallas Mavericks,16000000,2022, SF
Lauri Markkanen,Cleveland Cavaliers,15690909,2022, PF
Duncan Robinson,Miami Heat,15650000,2022, SG
Marcus Morris Sr.,Los Angeles Clippers,15627907,2022, SF
Will Barton,Denver Nuggets,15625000,2022, SF
Norman Powell,Los Angeles Clippers,15517241,2022, SF
Dejounte Murray,San Antonio Spurs,15428880,2022, PG
Derrick White,Boston Celtics,15178571,2022, PG
Malik Beasley,Minnesota Timberwolves,14491964,2022, SG
Marcus Smart,Boston Celtics,14339285,2022, PG
Patrick Beverley,Minnesota Timberwolves,14320988,2022, PG
Thaddeus Young,Toronto Raptors,14190000,2022, PF
Jonas Valanciunas,New Orleans Pelicans,14000000,2022, C
Doug McDermott,San Antonio Spurs,13750000,2022, SF
Christian Wood,Houston Rockets,13666667,2022, C
Derrick Rose,New York Knicks,13445120,2022, PG
Luke Kennard,Los Angeles Clippers,13347727,2022, SG
Brook Lopez,Milwaukee Bucks,13302325,2022, C
