iter	RMSE
269	2.421691246
270	2.420302479
271	2.418966538
272	2.417754382
273	2.41656812
274	2.41558251
275	2.413632164
276	2.412708799
277	2.410849857
278	2.410130765
279	2.409043974
280	2.407571614
281	2.406724369
282	2.405730844
283	2.404328203
284	2.40301169
285	2.401998755
286	2.400881432
287	2.399611033
288	2.398229929
289	2.397074973
290	2.395305369
291	2.394066886
292	2.39228251
293	2.391546425
294	2.390477043
295	2.389359844
296	2.387452867
297	2.386317309
298	2.384661335
299	2.384027068
300	2.38194932
301	2.380397021
302	2.379037447
303	2.377139174
304	2.375408945
305	2.374168983
306	2.37272655
307	2.371604783
308	2.370319067
309	2.368385877
310	2.366567044
311	2.364899236
312	2.363612608
313	2.362157362
314	2.360951494
315	2.36018926
316	2.358624029
317	2.357334903
318	2.355477254
319	2.354083593
320	2.353046311
321	2.351860765
322	2.350822373
323	2.349916104
324	2.348554655
325	2.347147905
326	2.34553366
327	2.344475583
328	2.342807757
329	2.341870421
330	2.340576836
331	2.339410907
332	2.338294173
333	2.337030192
334	2.336345141
335	2.335169885
336	2.333750119
337	2.332599766
338	2.331906816
339	2.330785577
340	2.330029598
341	2.3285753
342	2.32695943
343	2.325365925
344	2.323687496
345	2.323107672
346	2.322226499
347	2.32151864
348	2.319987165
349	2.3186955
350	2.317513115
351	2.316245189
352	2.314312385
353	2.313356006
354	2.312061518
355	2.310766976
356	2.30942321
357	2.307815439
358	2.306565806
359	2.305546475
360	2.30433809
361	2.303392506
362	2.302659257
363	2.301675667
364	2.300767322
365	2.299818986
366	2.298407007
367	2.297299848
368	2.296466647
369	2.295122177
370	2.294054828
371	2.292561847
372	2.291775298
373	2.290408054
374	2.289529404
375	2.287882281
376	2.286457354
377	2.285865925
378	2.284914156
379	2.283673957
380	2.282735276
381	2.281733402
382	2.280365355
383	2.279323137
384	2.278723881
385	2.277344055
386	2.276580874
387	2.274273174
388	2.272107217
389	2.270179509
390	2.2691624
391	2.268008551
392	2.267213627
393	2.265929715
394	2.264318315
395	2.262766328
396	2.261685608
397	2.259698207
398	2.258983341
399	2.257808492
400	2.256879434
401	2.255995962
402	2.254934114
403	2.253776232
404	2.252609659
405	2.25172284
406	2.250855885
407	2.24982273
408	2.248772761
409	2.248128753
410	2.246993664
411	2.246265695
412	2.244960221
413	2.244191821
414	2.243035234
415	2.24129809
416	2.239781543
417	2.23889958
418	2.237777827
419	2.237236796
420	2.236165199
421	2.2342627
422	2.233539134
423	2.231547968
424	2.230949983
425	2.23006568
426	2.229213496
427	2.228123734
428	2.227348838
429	2.226157986
430	2.225228435
431	2.224116449
432	2.223199512
433	2.222461533
434	2.220596098
435	2.219492588
436	2.218343
437	2.217180127
438	2.216197082
439	2.214960484
440	2.214136744
441	2.213074205
442	2.212006068
443	2.210593341
444	2.209345528
445	2.208198685
446	2.20751314
447	2.206788389
448	2.205524689
449	2.204392394
450	2.20317915
451	2.20245467
452	2.201479138
453	2.199765303
454	2.198603089
455	2.197655705
456	2.196839295
457	2.195601336
458	2.194665989
459	2.193960708
460	2.193165905
461	2.192203087
462	2.191350408
463	2.190219751
464	2.188809573
465	2.187928851
466	2.185785642
467	2.184756901
468	2.183946483
469	2.182603825
470	2.181465582
471	2.180344787
472	2.17902836
473	2.178221715
474	2.177510423
475	2.176641694
476	2.17601074
477	2.175034915
478	2.174338254
479	2.1734644
480	2.172655374
481	2.171934617
482	2.17072226
483	2.170002743
484	2.169370186
485	2.167606675
486	2.166852561
487	2.166132574
488	2.165157727
489	2.164156944
490	2.163467872
491	2.162930395
492	2.161692232
493	2.160713691
494	2.158890332
495	2.157871644
496	2.157083753
497	2.156059031
498	2.154734955
499	2.153873862
500	2.152210571
501	2.151294405
502	2.15049674
503	2.149803434
504	2.149141299
505	2.148278719
506	2.147558338
507	2.146632224
508	2.145313089
509	2.144052294
510	2.143354959
511	2.141874696
512	2.140880644
513	2.139492664
514	2.138511667
515	2.137322965
516	2.136633422
517	2.136126389
518	2.135039565
519	2.133585318
520	2.132505989
521	2.13186842
522	2.13048636
523	2.129869957
524	2.128754619
525	2.127227029
526	2.125330846
527	2.124788426
528	2.123704996
529	2.122317917
530	2.121185589
531	2.119961429
532	2.118608891
533	2.117598995
534	2.116286852
535	2.115587292
536	2.114812273
537	2.113732291
538	2.113164628
539	2.11183962
540	2.111198852
541	2.110548538
542	2.109957405
543	2.109403414
544	2.107622921
545	2.106651981
546	2.10573458
547	2.105309631
548	2.104303925
549	2.103571996
550	2.10289553
551	2.102066692
552	2.100918635
553	2.100123258
554	2.098866361
555	2.097615178
556	2.096862076
557	2.096068556
558	2.094828513
559	2.094205053
560	2.092923107
561	2.092091822
562	2.091557276
563	2.089972136
564	2.089182983
565	2.088254434
566	2.086968301
567	2.085256112
568	2.084298607
569	2.083342586
570	2.082162473
571	2.081311642
572	2.079859224
573	2.079353995
574	2.078450587
575	2.076756299
576	2.07538575
577	2.074503645
578	2.073599244
579	2.072945769
580	2.071686897
581	2.070651815
582	2.069654413
583	2.068435385
584	2.067456034
585	2.066823189
586	2.066152731
587	2.06474876
588	2.063505271
589	2.062665635
590	2.061764023
591	2.0609926
592	2.059693588
593	2.058733162
594	2.058002583
595	2.057079083
596	2.055819304
597	2.054607983
598	2.053934437
599	2.053454163
600	2.052461035
601	2.051600971
602	2.050399243
603	2.049081985
604	2.048336807
605	2.046790985
606	2.045776702
607	2.044788486
608	2.043858703
609	2.043203648
610	2.042232861
611	2.041405995
612	2.040552209
613	2.040014207
614	2.038370861
615	2.037616748
616	2.036683749
617	2.035475715
618	2.034762061
619	2.034053952
620	2.032976302
621	2.031609775
622	2.03044446
623	2.030071081
624	2.029298013
625	2.028176043
626	2.027714647
627	2.026995134
628	2.026059903
629	2.02535548
630	2.0240216
631	2.022869881
632	2.022391337
633	2.021765131
634	2.020949209
635	2.020002575
636	2.019137181
637	2.018271059
638	2.017808988
639	2.016808543
640	2.016147099
641	2.015374644
642	2.014349938
643	2.013260599
644	2.012500617
645	2.011984859
646	2.01151395
647	2.010897142
648	2.009944137
649	2.009618149
650	2.008970306
651	2.00775575
652	2.006891775
653	2.006063082
654	2.0053733
655	2.003759333
656	2.003034181
657	2.00255033
658	2.001751986
659	2.000974188
660	2.000303452
661	1.999343933
662	1.997794797
663	1.997138792
664	1.996093592
665	1.995190053
666	1.99414689
667	1.993439852
668	1.992747864
669	1.992240926
670	1.991643872
671	1.99057054
672	1.989917085
673	1.988885743
674	1.987434349
675	1.986691078
676	1.985974341
677	1.984454015
678	1.983824558
679	1.982734571
680	1.98214883
681	1.98083306
682	1.979916355
683	1.979068249
684	1.978342347
685	1.977642511
686	1.976663966
687	1.975484674
688	1.97497697
689	1.973828528
690	1.972763826
691	1.972165215
692	1.971802835
693	1.970533044
694	1.970052463
695	1.969369927
696	1.968349448
697	1.967726897
698	1.967193373
699	1.966660445
700	1.965474627
701	1.96462382
702	1.963779718
703	1.963095575
704	1.961662778
705	1.960592611
706	1.959754184
707	1.958807235
708	1.957915363
709	1.957257828
710	1.956441728
711	1.955843233
712	1.955371598
713	1.954368987
714	1.953884411
715	1.953031933
716	1.952137753
717	1.950879357
718	1.950382641
719	1.949739677
720	1.948645866
721	1.947643106
722	1.946231612
723	1.94574146
724	1.944897377
725	1.944347863
726	1.943340479
727	1.942631276
728	1.941919791
729	1.940944764
730	1.940278436
731	1.939475188
732	1.938738557
733	1.937710183
734	1.936782042
735	1.935683121
736	1.935139898
737	1.934233095
738	1.933525239
739	1.932802512
740	1.932009364
741	1.930931152
742	1.930228637
743	1.929274192
744	1.928501531
745	1.927715784
746	1.927346573
747	1.926958004
748	1.925744852
749	1.92523067
750	1.924573888
751	1.924306372
752	1.923835876
753	1.923187566
754	1.922028656
755	1.921234817
756	1.920531811
757	1.920131099
758	1.918825568
759	1.917999949
760	1.917313835
761	1.91635465
762	1.915693163
763	1.915232082
764	1.91445651
765	1.914054094
766	1.91313544
767	1.912121675
768	1.911637075
769	1.910705147
770	1.910065073
771	1.909569056
772	1.908619532
773	1.907960808
774	1.906808549
775	1.905424563
776	1.90496271
777	1.904113561
778	1.903718459
779	1.903286951
780	1.902074003
781	1.901456558
782	1.901007759
783	1.900221838
784	1.899705701
785	1.899059131
786	1.898335753
787	1.897773538
788	1.897330019
789	1.896468429
790	1.895407278
791	1.894492937
792	1.89399871
793	1.893559604
794	1.892783872
795	1.892126259
796	1.891324261
797	1.890728774
798	1.890271107
799	1.889457106
800	1.888932327
801	1.888499572
802	1.887873227
803	1.887568474
804	1.887062576
805	1.886564992
806	1.885870904
807	1.884900025
808	1.884436675
809	1.883675027
810	1.882918126
811	1.882052701
812	1.88121749
813	1.880746411
814	1.879616465
815	1.87904572
816	1.878107492
817	1.877187258
818	1.875920042
819	1.875214666
820	1.874360151
821	1.873840273
822	1.872962344
823	1.872270256
824	1.87165875
825	1.871066155
826	1.870250886
827	1.869352826
828	1.868936143
829	1.868331973
830	1.867689572
831	1.866848713
832	1.865834883
833	1.865252316
834	1.864566647
835	1.86390732
836	1.863127338
837	1.86228388
838	1.861517036
839	1.86040612
840	1.85953802
841	1.858807103
842	1.858179743
843	1.85683784
844	1.856068352
845	1.854999475
846	1.854390495
847	1.853311901
848	1.852738399
849	1.851960428
850	1.851517282
851	1.850524708
852	1.849648878
853	1.849058827
854	1.848352355
855	1.84787241
856	1.847016511
857	1.846315145
858	1.845674133
859	1.84501605
860	1.844484948
861	1.843852149
862	1.843398117
863	1.842720614
864	1.842044595
865	1.841287828
866	1.840263638
867	1.839265093
868	1.83885607
869	1.838128095
870	1.837115783
871	1.836507741
872	1.835979372
873	1.835639375
874	1.835186839
875	1.834332487
876	1.833542715
877	1.832652439
878	1.832174037
879	1.831552272
880	1.830844491
881	1.830008358
882	1.829514899
883	1.828946838
884	1.82804243
885	1.827614716
886	1.827125616
887	1.826592563
888	1.826222467
889	1.825423357
890	1.824683246
891	1.824066766
892	1.82322447
893	1.822627624
894	1.822006245
895	1.820840178
896	1.820126632
897	1.819646506
898	1.819020329
899	1.818617147
900	1.817665444
901	1.817212824
902	1.816813251
903	1.816132279
904	1.815664238
905	1.814737879
906	1.814120735
907	1.813137187
908	1.812435002
909	1.811895615
910	1.811104428
911	1.810578377
912	1.810032653
913	1.809221983
914	1.808223863
915	1.807840178
916	1.807435719
917	1.806847411
918	1.80634182
919	1.805673559
920	1.80477402
921	1.804242877
922	1.803423511
923	1.802657711
924	1.801736986
925	1.801049961
926	1.800067015
927	1.799606213
928	1.798855558
929	1.798308304
930	1.797631416
931	1.796901324
932	1.796436855
933	1.795530606
934	1.794982573
935	1.794096652
936	1.793629069
937	1.792879937
938	1.792348428
939	1.791504595
940	1.790861692
941	1.790141334
942	1.7896562
943	1.788774312
944	1.78773844
945	1.786760203
946	1.786176214
947	1.785298029
948	1.784832756
949	1.78439148
950	1.78398485
951	1.783235874
952	1.782180465
953	1.781436976
954	1.780721621
955	1.779997066
956	1.779418872
957	1.778698743
958	1.777756176
959	1.776906395
960	1.775894481
961	1.775516308
962	1.774577388
963	1.774115085
964	1.773620504
965	1.772931788
966	1.772380452
967	1.7714933
968	1.771096855
969	1.770273625
970	1.769583843
971	1.769199953
972	1.768803497
973	1.768238107
974	1.767565969
975	1.766884156
976	1.765987419
977	1.765018465
978	1.764512454
979	1.763710692
980	1.763298003
981	1.762568174
982	1.761788446
983	1.761247131
984	1.760734306
985	1.760395951
986	1.759676025
987	1.759164816
988	1.758566614
989	1.757864489
990	1.757264629
991	1.756522885
992	1.755545057
993	1.754672921
994	1.753626492
995	1.753342629
996	1.752475411
997	1.751569533
998	1.750784386
999	1.750106733
