iter	Passed	Remaining
886	3587	457
887	3592	453
888	3596	449
889	3599	444
890	3603	440
891	3607	436
892	3610	432
893	3613	428
894	3617	424
895	3621	420
896	3624	416
897	3628	412
898	3632	408
899	3635	403
900	3639	399
901	3642	395
902	3646	391
903	3650	387
904	3655	383
905	3658	379
906	3662	375
907	3666	371
908	3669	367
909	3673	363
910	3677	359
911	3680	355
912	3684	351
913	3688	347
914	3691	342
915	3695	338
916	3699	334
917	3702	330
918	3706	326
919	3709	322
920	3715	318
921	3719	314
922	3723	310
923	3727	306
924	3730	302
925	3734	298
926	3738	294
927	3743	290
928	3747	286
929	3751	282
930	3755	278
931	3762	274
932	3766	270
933	3771	266
934	3776	262
935	3780	258
936	3785	254
937	3789	250
938	3793	246
939	3799	242
940	3803	238
941	3808	234
942	3813	230
943	3817	226
944	3825	222
945	3830	218
946	3834	214
947	3839	210
948	3845	206
949	3850	202
950	3854	198
951	3859	194
952	3863	190
953	3868	186
954	3874	182
955	3878	178
956	3883	174
957	3890	170
958	3894	166
959	3899	162
960	3903	158
961	3907	154
962	3910	150
963	3913	146
964	3917	142
965	3921	138
966	3924	133
967	3928	129
968	3931	125
969	3936	121
970	3941	117
971	3946	113
972	3953	109
973	3957	105
974	3962	101
975	3966	97
976	3971	93
977	3974	89
978	3979	85
979	3983	81
980	3987	77
981	3991	73
982	3997	69
983	4002	65
984	4006	61
985	4011	56
986	4015	52
987	4019	48
988	4023	44
989	4028	40
990	4032	36
991	4037	32
992	4042	28
993	4046	24
994	4051	20
995	4058	16
996	4063	12
997	4068	8
998	4073	4
999	4077	0
