FIRST_NAME,LAST_NAME,P_ID,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,GS,MIN,FGM,FGA,FG%,FG3M,FG3A,FG3%,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,TEAM,MPG,PER
Chucky,Atkins,1088,2003-04,1610612738,BOS,29,24,24.0,793,104,249,0.418,39.0,111.0,0.351,42,54,0.778,3.0,42.0,45.0,128,26.0,1.0,44.0,42,289,Boston Celtics,24.12,14.27
Stacey,Augmon,278,2003-04,1610612740,NOP,35,69,24.0,1416,143,347,0.412,1.0,7.0,0.143,110,139,0.791,52.0,122.0,174.0,85,55.0,15.0,76.0,114,397,New Orleans Pelicans,20.52,10.65
Vin,Baker,452,2003-04,1610612738,BOS,32,37,33.0,1000,168,333,0.505,0.0,1.0,0.0,82,112,0.732,76.0,134.0,210.0,54,22.0,23.0,52.0,98,418,Boston Celtics,24.31,16.78
Marcus,Banks,2556,2003-04,1610612738,BOS,22,81,2.0,1383,177,442,0.4,27.0,86.0,0.314,99,131,0.756,30.0,103.0,133.0,175,88.0,13.0,125.0,171,480,Boston Celtics,17.07,11.61
Leandro,Barbosa,2571,2003-04,1610612756,PHX,21,70,46.0,1499,210,470,0.447,83.0,210.0,0.395,47,61,0.77,23.0,100.0,123.0,165,93.0,7.0,120.0,184,550,Phoenix Suns,21.41,13.04
Matt,Barnes,2440,2003-04,1610612746,LAC,24,38,9.0,724,63,138,0.457,2.0,13.0,0.154,43,61,0.705,53.0,98.0,151.0,48,27.0,3.0,44.0,76,171,Los Angeles Clippers,19.05,10.97
Brent,Barry,699,2003-04,1610612760,OKC,32,59,53.0,1801,215,427,0.504,114.0,252.0,0.452,91,110,0.827,21.0,183.0,204.0,342,85.0,16.0,139.0,121,635,Oklahoma City Thunder,30.53,17.86
Jon,Barry,468,2003-04,1610612743,DEN,34,57,9.0,1101,120,297,0.404,51.0,138.0,0.37,60,71,0.845,25.0,98.0,123.0,147,57.0,8.0,53.0,66,351,Denver Nuggets,19.32,14.8
Tony,Battie,1499,2003-04,1610612739,CLE,28,50,1.0,975,114,267,0.427,1.0,8.0,0.125,43,56,0.768,79.0,162.0,241.0,37,18.0,47.0,39.0,104,272,Cleveland Cavaliers,20.18,13.13
Shane,Battier,2203,2003-04,1610612763,MEM,25,79,1.0,1946,242,543,0.446,65.0,186.0,0.349,120,164,0.732,102.0,201.0,303.0,101,101.0,58.0,56.0,187,669,Memphis Grizzlies,24.63,15.91
Raja,Bell,1952,2003-04,1610612762,UTA,27,82,4.0,2019,329,805,0.409,62.0,166.0,0.373,195,248,0.786,60.0,181.0,241.0,107,63.0,13.0,111.0,262,915,Utah Jazz,24.62,12.63
Travis,Best,696,2003-04,1610612742,DAL,31,61,1.0,764,64,172,0.372,3.0,20.0,0.15,40,46,0.87,17.0,51.0,68.0,112,31.0,4.0,33.0,66,171,Dallas Mavericks,12.52,10.98
Mike,Bibby,1710,2003-04,1610612758,SAC,26,82,82.0,2980,527,1170,0.45,148.0,378.0,0.392,304,373,0.815,67.0,210.0,277.0,444,112.0,18.0,175.0,146,1506,Sacramento Kings,36.34,20.8
Chauncey,Billups,1497,2003-04,1610612765,DET,27,78,78.0,2758,392,996,0.394,130.0,335.0,0.388,404,460,0.878,35.0,241.0,276.0,446,84.0,8.0,189.0,177,1318,Detroit Pistons,35.36,18.58
Steve,Blake,2581,2003-04,1610612764,WAS,24,75,14.0,1389,157,407,0.386,75.0,202.0,0.371,55,67,0.821,18.0,99.0,117.0,209,57.0,7.0,128.0,100,444,Washington Wizards,18.52,11.99
Corie,Blount,916,2003-04,1610612741,CHI,35,46,3.0,753,97,206,0.471,0.0,3.0,0.0,13,24,0.542,76.0,130.0,206.0,45,38.0,19.0,35.0,86,207,Chicago Bulls,16.89,14.93
Mark,Blount,1548,2003-04,1610612738,BOS,28,82,73.0,2402,342,604,0.566,0.0,0.0,0.0,159,221,0.719,207.0,382.0,589.0,75,80.0,106.0,150.0,253,843,Boston Celtics,29.29,16.33
Keith,Bogans,2586,2003-04,1610612753,ORL,24,73,36.0,1787,183,454,0.403,67.0,187.0,0.358,65,103,0.631,106.0,211.0,317.0,98,46.0,10.0,75.0,128,498,Orlando Magic,24.48,11.06
Calvin,Booth,1916,2003-04,1610612760,OKC,28,71,35.0,1206,135,290,0.466,0.0,2.0,0.0,75,94,0.798,86.0,194.0,280.0,28,17.0,101.0,45.0,150,345,Oklahoma City Thunder,16.99,13.64
Carlos,Boozer,2430,2003-04,1610612739,CLE,22,75,75.0,2595,471,900,0.523,1.0,6.0,0.167,219,285,0.768,230.0,627.0,857.0,148,74.0,55.0,134.0,199,1162,Cleveland Cavaliers,34.6,22.35
Chris,Bosh,2547,2003-04,1610612761,TOR,20,75,63.0,2512,327,712,0.459,5.0,14.0,0.357,202,288,0.701,191.0,366.0,557.0,78,59.0,106.0,107.0,215,861,Toronto Raptors,33.49,13.97
Bruce,Bowen,1477,2003-04,1610612759,SAS,33,82,82.0,2624,211,502,0.42,77.0,212.0,0.363,66,114,0.579,45.0,208.0,253.0,113,84.0,33.0,90.0,166,565,San Antonio Spurs,32.0,8.68
Earl,Boykins,1863,2003-04,1610612743,DEN,28,82,3.0,1847,321,766,0.419,55.0,171.0,0.322,142,162,0.877,42.0,101.0,143.0,295,51.0,3.0,100.0,84,839,Denver Nuggets,22.52,17.24
Shawn,Bradley,762,2003-04,1610612742,DAL,32,66,5.0,771,89,188,0.473,0.0,1.0,0.0,41,49,0.837,72.0,101.0,173.0,20,33.0,74.0,17.0,130,219,Dallas Mavericks,11.68,16.98
Elton,Brand,1882,2003-04,1610612746,LAC,25,69,68.0,2669,484,982,0.493,0.0,1.0,0.0,411,532,0.773,269.0,445.0,714.0,227,64.0,154.0,193.0,229,1379,Los Angeles Clippers,38.68,24.0
Devin,Brown,2484,2003-04,1610612759,SAS,25,58,0.0,626,85,196,0.434,4.0,14.0,0.286,60,74,0.811,38.0,92.0,130.0,33,15.0,4.0,38.0,61,234,San Antonio Spurs,10.79,14.06
Kedrick,Brown,2208,2003-04,1610612739,CLE,23,34,16.0,563,72,155,0.465,26.0,67.0,0.388,9,14,0.643,23.0,55.0,78.0,39,13.0,5.0,17.0,42,179,Cleveland Cavaliers,17.64,14.14
Kwame,Brown,2198,2003-04,1610612764,WAS,22,74,57.0,2236,288,589,0.489,1.0,2.0,0.5,228,334,0.683,178.0,372.0,550.0,112,66.0,52.0,140.0,144,805,Washington Wizards,30.22,16.85
P.J.,Brown,136,2003-04,1610612740,NOP,34,80,80.0,2755,339,712,0.476,0.0,1.0,0.0,158,185,0.854,237.0,453.0,690.0,155,78.0,73.0,101.0,203,836,New Orleans Pelicans,34.44,16.22
Kobe,Bryant,977,2003-04,1610612747,LAL,25,65,64.0,2452,516,1178,0.438,71.0,217.0,0.327,454,533,0.852,103.0,256.0,359.0,330,112.0,28.0,171.0,176,1557,Los Angeles Lakers,37.72,25.86
Greg,Buckner,1761,2003-04,1610612755,PHI,27,53,3.0,699,66,175,0.377,12.0,44.0,0.273,20,27,0.741,28.0,75.0,103.0,45,21.0,4.0,34.0,77,164,Philadelphia 76ers,13.19,7.99
Caron,Butler,2406,2003-04,1610612748,MIA,24,68,56.0,2028,240,631,0.38,10.0,42.0,0.238,133,176,0.756,92.0,234.0,326.0,126,75.0,13.0,91.0,162,623,Miami Heat,29.82,11.18
Mitchell,Butler,348,2003-04,1610612764,WAS,33,41,4.0,551,54,124,0.435,11.0,30.0,0.367,15,24,0.625,24.0,47.0,71.0,32,22.0,4.0,24.0,54,134,Washington Wizards,13.44,10.23
Rasual,Butler,2446,2003-04,1610612748,MIA,25,45,0.0,674,119,250,0.476,50.0,108.0,0.463,16,21,0.762,4.0,57.0,61.0,23,10.0,13.0,28.0,72,304,Miami Heat,14.98,14.89
Zarko,Cabarkapa,2560,2003-04,1610612756,PHX,23,49,4.0,572,81,197,0.411,6.0,32.0,0.188,35,53,0.66,26.0,73.0,99.0,40,10.0,13.0,54.0,75,203,Phoenix Suns,11.67,9.19
Marcus,Camby,948,2003-04,1610612743,DEN,30,72,72.0,2162,262,549,0.477,0.0,2.0,0.0,98,136,0.721,211.0,516.0,727.0,132,86.0,187.0,98.0,239,622,Denver Nuggets,30.03,17.95
Elden,Campbell,922,2003-04,1610612765,DET,35,65,27.0,892,138,314,0.439,0.0,0.0,0.0,85,124,0.685,52.0,157.0,209.0,45,21.0,50.0,63.0,137,361,Detroit Pistons,13.72,14.62
Brian,Cardinal,2073,2003-04,1610612744,GSW,27,76,11.0,1634,220,466,0.472,55.0,124.0,0.444,238,271,0.878,100.0,217.0,317.0,103,66.0,20.0,84.0,206,733,Golden State Warriors,21.5,19.97
Vince,Carter,1713,2003-04,1610612761,TOR,27,73,73.0,2786,608,1457,0.417,93.0,243.0,0.383,336,417,0.806,95.0,254.0,349.0,348,88.0,65.0,223.0,212,1645,Toronto Raptors,38.16,19.0
Sam,Cassell,208,2003-04,1610612750,MIN,34,81,81.0,2838,620,1270,0.488,74.0,186.0,0.398,289,331,0.873,44.0,227.0,271.0,592,102.0,18.0,220.0,247,1603,Minnesota Timberwolves,35.04,24.66
Kelvin,Cato,1509,2003-04,1610612745,HOU,29,69,67.0,1738,161,360,0.447,0.0,0.0,0.0,96,142,0.676,153.0,319.0,472.0,72,52.0,96.0,84.0,203,418,Houston Rockets,25.19,13.42
Tyson,Chandler,2199,2003-04,1610612741,CHI,21,35,8.0,783,67,158,0.424,0.0,1.0,0.0,79,118,0.669,82.0,188.0,270.0,23,17.0,43.0,38.0,87,213,Chicago Bulls,22.37,14.47
Calbert,Cheaney,384,2003-04,1610612744,GSW,32,79,7.0,2067,278,578,0.481,0.0,10.0,0.0,47,77,0.61,77.0,183.0,260.0,136,60.0,12.0,85.0,184,603,Golden State Warriors,26.16,11.82
Doug,Christie,57,2003-04,1610612758,SAC,34,82,82.0,2779,317,688,0.461,49.0,142.0,0.345,148,172,0.86,69.0,260.0,329.0,347,151.0,41.0,155.0,186,831,Sacramento Kings,33.89,14.84
Speedy,Claxton,2049,2003-04,1610612744,GSW,26,60,29.0,1593,224,524,0.427,4.0,22.0,0.182,182,224,0.813,38.0,118.0,156.0,267,97.0,9.0,102.0,146,634,Golden State Warriors,26.55,18.13
Derrick,Coleman,934,2003-04,1610612755,PHI,37,34,30.0,844,107,259,0.413,8.0,36.0,0.222,49,65,0.754,45.0,147.0,192.0,46,23.0,26.0,57.0,79,271,Philadelphia 76ers,24.82,12.27
Jason,Collier,2044,2003-04,1610612737,ATL,26,20,16.0,545,79,165,0.479,1.0,4.0,0.25,67,85,0.788,36.0,75.0,111.0,17,11.0,11.0,31.0,71,226,Atlanta Hawks,27.25,15.15
Jarron,Collins,2260,2003-04,1610612762,UTA,25,81,31.0,1732,147,295,0.498,0.0,1.0,0.0,188,262,0.718,117.0,199.0,316.0,77,26.0,18.0,79.0,255,482,Utah Jazz,21.38,10.22
Jason,Collins,2215,2003-04,1610612751,BKN,25,78,78.0,2220,163,384,0.424,0.0,2.0,0.0,136,184,0.739,143.0,257.0,400.0,153,67.0,56.0,97.0,251,462,Brooklyn Nets,28.46,10.52
Chris,Crawford,1544,2003-04,1610612737,ATL,29,56,25.0,1206,211,471,0.448,44.0,113.0,0.389,103,119,0.866,58.0,117.0,175.0,45,37.0,20.0,55.0,131,569,Atlanta Hawks,21.54,16.73
Jamal,Crawford,2037,2003-04,1610612741,CHI,24,80,73.0,2811,509,1318,0.386,165.0,521.0,0.317,200,240,0.833,46.0,237.0,283.0,405,111.0,29.0,193.0,161,1383,Chicago Bulls,35.14,17.5
Austin,Croshere,1506,2003-04,1610612754,IND,29,77,0.0,1053,119,307,0.388,56.0,144.0,0.389,93,104,0.894,60.0,183.0,243.0,52,24.0,14.0,55.0,101,387,Indiana Pacers,13.68,14.94
Eddy,Curry,2201,2003-04,1610612741,CHI,21,73,63.0,2152,417,840,0.496,1.0,1.0,1.0,235,350,0.671,143.0,308.0,451.0,68,24.0,83.0,177.0,258,1070,Chicago Bulls,29.48,16.81
Michael,Curry,688,2003-04,1610612761,TOR,35,70,15.0,1227,76,196,0.388,3.0,15.0,0.2,49,58,0.845,22.0,65.0,87.0,53,23.0,5.0,48.0,153,204,Toronto Raptors,17.53,3.72
Samuel,Dalembert,2223,2003-04,1610612755,PHI,24,82,53.0,2197,270,499,0.541,0.0,1.0,0.0,112,174,0.644,194.0,432.0,626.0,21,44.0,189.0,86.0,273,652,Philadelphia 76ers,26.79,16.27
Erick,Dampier,956,2003-04,1610612744,GSW,28,74,74.0,2406,348,650,0.535,0.0,2.0,0.0,217,332,0.654,344.0,543.0,887.0,60,33.0,137.0,131.0,227,913,Golden State Warriors,32.51,20.9
Antonio,Daniels,1498,2003-04,1610612760,OKC,29,71,32.0,1517,187,398,0.47,42.0,116.0,0.362,155,184,0.842,23.0,119.0,142.0,298,45.0,6.0,61.0,64,571,Oklahoma City Thunder,21.37,19.07
Marquis,Daniels,2605,2003-04,1610612742,DAL,23,56,15.0,1037,203,411,0.494,11.0,36.0,0.306,60,78,0.769,66.0,80.0,146.0,116,53.0,12.0,44.0,51,477,Dallas Mavericks,18.52,22.53
Antonio,Davis,213,2003-04,1610612761,TOR,35,15,15.0,538,46,120,0.383,0.0,0.0,0.0,37,49,0.755,49.0,94.0,143.0,14,8.0,8.0,21.0,45,129,Toronto Raptors,32.12,9.72
Antonio,Davis,213,2003-04,1610612741,CHI,35,65,64.0,2032,220,540,0.407,0.0,0.0,0.0,139,181,0.768,158.0,370.0,528.0,123,29.0,57.0,93.0,161,579,Chicago Bulls,32.12,12.91
Baron,Davis,1884,2003-04,1610612740,NOP,25,67,66.0,2685,554,1402,0.395,187.0,582.0,0.321,237,352,0.673,66.0,221.0,287.0,501,158.0,27.0,215.0,178,1532,New Orleans Pelicans,40.07,21.98
Dale,Davis,905,2003-04,1610612757,POR,35,76,37.0,1681,133,281,0.473,0.0,0.0,0.0,65,106,0.613,158.0,240.0,398.0,72,43.0,62.0,40.0,154,331,Portland Trail Blazers,22.12,11.88
Ricky,Davis,1729,2003-04,1610612739,CLE,24,22,22.0,796,134,311,0.431,17.0,48.0,0.354,51,75,0.68,18.0,103.0,121.0,111,25.0,8.0,68.0,51,336,Cleveland Cavaliers,31.32,15.94
Ricky,Davis,1729,2003-04,1610612738,BOS,24,57,5.0,1678,312,639,0.488,35.0,92.0,0.38,145,198,0.732,59.0,178.0,237.0,148,71.0,14.0,121.0,120,804,Boston Celtics,31.32,17.83
Andrew,DeClercq,692,2003-04,1610612753,ORL,31,71,53.0,1209,93,195,0.477,0.0,0.0,0.0,44,54,0.815,131.0,186.0,317.0,44,47.0,32.0,54.0,217,230,Orlando Magic,17.03,10.4
Tony,Delk,960,2003-04,1610612742,DAL,30,33,11.0,511,70,184,0.38,20.0,66.0,0.303,37,44,0.841,16.0,43.0,59.0,28,27.0,7.0,17.0,46,197,Dallas Mavericks,15.48,14.8
Boris,Diaw,2564,2003-04,1610612737,ATL,22,76,37.0,1920,140,313,0.447,6.0,26.0,0.231,56,93,0.602,111.0,231.0,342.0,182,59.0,37.0,126.0,191,342,Atlanta Hawks,25.26,8.95
DeSagana,Diop,2205,2003-04,1610612739,CLE,22,56,3.0,729,57,147,0.388,0.0,0.0,0.0,12,20,0.6,72.0,127.0,199.0,34,26.0,51.0,29.0,116,126,Cleveland Cavaliers,13.02,11.03
Vlade,Divac,124,2003-04,1610612758,SAC,36,81,81.0,2317,314,668,0.47,2.0,13.0,0.154,170,260,0.654,136.0,327.0,463.0,432,57.0,77.0,173.0,222,800,Sacramento Kings,28.6,17.34
Juan,Dixon,2413,2003-04,1610612764,WAS,25,71,16.0,1478,247,637,0.388,59.0,198.0,0.298,111,139,0.799,30.0,118.0,148.0,137,82.0,4.0,104.0,111,664,Washington Wizards,20.82,15.21
Michael,Doleac,1720,2003-04,1610612752,NYK,27,46,0.0,681,100,225,0.444,0.0,0.0,0.0,31,36,0.861,60.0,129.0,189.0,30,17.0,30.0,37.0,84,231,New York Knicks,14.24,14.47
Keyon,Dooling,2039,2003-04,1610612746,LAC,24,58,24.0,1137,137,352,0.389,8.0,46.0,0.174,78,94,0.83,17.0,62.0,79.0,130,45.0,6.0,65.0,108,360,Los Angeles Clippers,19.6,10.85
Predrag,Drobnjak,1542,2003-04,1610612746,LAC,28,61,14.0,952,149,379,0.393,11.0,36.0,0.306,73,86,0.849,54.0,142.0,196.0,39,22.0,24.0,48.0,85,382,Los Angeles Clippers,15.61,13.83
Tim,Duncan,1495,2003-04,1610612759,SAS,28,69,68.0,2527,592,1181,0.501,2.0,12.0,0.167,352,588,0.599,227.0,632.0,859.0,213,62.0,185.0,183.0,164,1538,San Antonio Spurs,36.62,28.33
Mike,Dunleavy,2399,2003-04,1610612744,GSW,23,75,69.0,2337,323,720,0.449,94.0,254.0,0.37,137,185,0.741,87.0,355.0,442.0,220,68.0,13.0,143.0,169,877,Golden State Warriors,31.16,16.04
Ronald,Dupree,2648,2003-04,1610612741,CHI,23,47,8.0,893,111,282,0.394,4.0,9.0,0.444,66,105,0.629,55.0,112.0,167.0,55,32.0,18.0,51.0,134,292,Chicago Bulls,19.0,10.91
Howard,Eisley,458,2003-04,1610612752,NYK,31,33,23.0,730,80,202,0.396,28.0,85.0,0.329,32,36,0.889,7.0,59.0,66.0,156,30.0,3.0,50.0,85,220,New York Knicks,21.75,13.35
Howard,Eisley,458,2003-04,1610612756,PHX,31,34,0.0,727,86,249,0.345,24.0,78.0,0.308,44,53,0.83,13.0,50.0,63.0,117,26.0,2.0,48.0,52,240,Phoenix Suns,21.75,11.35
Francisco,Elson,1922,2003-04,1610612743,DEN,28,62,14.0,878,94,199,0.472,0.0,1.0,0.0,30,45,0.667,65.0,138.0,203.0,32,35.0,39.0,35.0,145,218,Denver Nuggets,14.16,11.73
Melvin,Ely,2408,2003-04,1610612746,LAC,26,42,2.0,507,66,153,0.431,0.0,1.0,0.0,25,42,0.595,48.0,53.0,101.0,22,9.0,17.0,20.0,68,157,Los Angeles Clippers,12.07,12.19
Reggie,Evans,2501,2003-04,1610612760,OKC,24,75,27.0,1281,67,165,0.406,0.0,3.0,0.0,83,148,0.561,156.0,252.0,408.0,33,54.0,10.0,65.0,176,217,Oklahoma City Thunder,17.08,9.46
Michael,Finley,714,2003-04,1610612742,DAL,31,72,72.0,2778,514,1159,0.443,150.0,370.0,0.405,164,193,0.85,78.0,247.0,325.0,212,84.0,39.0,83.0,118,1342,Dallas Mavericks,38.58,20.11
Derek,Fisher,965,2003-04,1610612747,LAL,29,82,3.0,1766,203,576,0.352,52.0,179.0,0.291,122,153,0.797,30.0,122.0,152.0,187,103.0,4.0,79.0,115,580,Los Angeles Lakers,21.54,12.83
Marcus,Fizer,2033,2003-04,1610612741,CHI,25,46,2.0,741,134,350,0.383,2.0,17.0,0.118,90,120,0.75,61.0,141.0,202.0,43,16.0,8.0,51.0,97,360,Chicago Bulls,16.11,15.16
T.J.,Ford,2551,2003-04,1610612749,MIL,21,55,55.0,1475,153,398,0.384,5.0,21.0,0.238,80,98,0.816,37.0,140.0,177.0,356,60.0,3.0,139.0,123,391,Milwaukee Bucks,26.82,13.09
Danny,Fortson,1504,2003-04,1610612742,DAL,28,56,20.0,626,71,139,0.511,0.0,0.0,0.0,75,92,0.815,114.0,136.0,250.0,9,12.0,11.0,37.0,148,217,Dallas Mavericks,11.18,17.13
Jeff,Foster,1902,2003-04,1610612754,IND,27,82,79.0,1953,197,362,0.544,0.0,4.0,0.0,103,154,0.669,248.0,362.0,610.0,64,71.0,27.0,60.0,189,497,Indiana Pacers,23.82,16.59
Rick,Fox,296,2003-04,1610612747,LAL,34,38,34.0,846,73,186,0.392,15.0,61.0,0.246,22,30,0.733,29.0,73.0,102.0,98,29.0,4.0,48.0,99,183,Los Angeles Lakers,22.26,8.94
Adonal,Foyle,1502,2003-04,1610612744,GSW,29,44,8.0,572,59,130,0.454,0.0,0.0,0.0,19,35,0.543,54.0,113.0,167.0,17,6.0,46.0,21.0,68,137,Golden State Warriors,13.0,13.64
Steve,Francis,1883,2003-04,1610612745,HOU,27,79,79.0,3195,450,1117,0.403,73.0,250.0,0.292,337,435,0.775,116.0,317.0,433.0,493,139.0,35.0,294.0,257,1310,Houston Rockets,40.44,16.36
Dan,Gadzuric,2429,2003-04,1610612749,MIL,26,75,0.0,1258,183,349,0.524,0.0,1.0,0.0,58,118,0.492,126.0,220.0,346.0,28,51.0,105.0,45.0,186,424,Milwaukee Bucks,16.77,18.68
Kevin,Garnett,708,2003-04,1610612750,MIN,28,82,82.0,3232,804,1611,0.499,11.0,43.0,0.256,368,465,0.791,245.0,894.0,1139.0,409,120.0,178.0,212.0,202,1987,Minnesota Timberwolves,39.41,31.33
Pau,Gasol,2200,2003-04,1610612763,MEM,23,78,78.0,2458,506,1049,0.482,4.0,15.0,0.267,365,511,0.714,206.0,394.0,600.0,198,44.0,132.0,187.0,185,1381,Memphis Grizzlies,31.51,23.0
Devean,George,1904,2003-04,1610612747,LAL,26,82,48.0,1955,233,571,0.408,65.0,186.0,0.349,73,96,0.76,87.0,245.0,332.0,112,81.0,38.0,88.0,189,604,Los Angeles Lakers,23.84,12.89
Kendall,Gill,383,2003-04,1610612741,CHI,36,56,35.0,1411,215,548,0.392,9.0,38.0,0.237,100,136,0.735,61.0,129.0,190.0,89,65.0,16.0,83.0,107,539,Chicago Bulls,25.2,12.68
Manu,Ginobili,1938,2003-04,1610612759,SAS,26,77,38.0,2258,330,789,0.418,88.0,245.0,0.359,239,298,0.802,86.0,258.0,344.0,291,136.0,16.0,161.0,181,987,San Antonio Spurs,29.32,19.11
Gordan,Giricek,1921,2003-04,1610612753,ORL,27,48,25.0,1435,188,427,0.44,46.0,113.0,0.407,67,81,0.827,37.0,127.0,164.0,80,41.0,10.0,63.0,98,489,Orlando Magic,27.96,12.25
Gordan,Giricek,1921,2003-04,1610612762,UTA,27,25,18.0,606,128,297,0.431,14.0,39.0,0.359,68,77,0.883,14.0,48.0,62.0,42,15.0,5.0,40.0,46,338,Utah Jazz,27.96,16.35
Dion,Glover,1901,2003-04,1610612737,ATL,25,55,26.0,1467,205,524,0.391,36.0,105.0,0.343,110,142,0.775,54.0,183.0,237.0,115,40.0,17.0,83.0,106,556,Atlanta Hawks,23.84,13.15
Drew,Gooden,2400,2003-04,1610612753,ORL,22,79,17.0,2134,369,829,0.445,9.0,42.0,0.214,167,262,0.637,160.0,356.0,516.0,89,62.0,72.0,126.0,196,914,Orlando Magic,27.01,16.09
Brian,Grant,258,2003-04,1610612748,MIA,32,76,76.0,2303,289,613,0.471,0.0,1.0,0.0,86,110,0.782,174.0,350.0,524.0,69,51.0,35.0,82.0,254,664,Miami Heat,30.3,12.48
Horace,Grant,270,2003-04,1610612747,LAL,38,55,10.0,1110,92,224,0.411,0.0,1.0,0.0,39,54,0.722,79.0,154.0,233.0,71,24.0,21.0,29.0,70,223,Los Angeles Lakers,20.18,11.37
Willie,Green,2584,2003-04,1610612755,PHI,22,53,0.0,767,143,357,0.401,19.0,61.0,0.311,59,81,0.728,16.0,49.0,65.0,53,26.0,5.0,59.0,83,364,Philadelphia 76ers,14.47,12.43
Tom,Gugliotta,339,2003-04,1610612762,UTA,34,25,24.0,515,39,104,0.375,1.0,3.0,0.333,14,20,0.7,50.0,81.0,131.0,42,17.0,8.0,19.0,47,93,Utah Jazz,14.85,10.33
Richard,Hamilton,1888,2003-04,1610612765,DET,26,78,78.0,2777,530,1166,0.455,18.0,68.0,0.265,297,342,0.868,78.0,201.0,279.0,310,103.0,17.0,210.0,222,1375,Detroit Pistons,35.6,17.77
Travis,Hansen,2580,2003-04,1610612737,ATL,26,41,4.0,508,46,130,0.354,9.0,30.0,0.3,22,27,0.815,30.0,40.0,70.0,19,10.0,9.0,15.0,67,123,Atlanta Hawks,12.39,7.69
Anfernee,Hardaway,358,2003-04,1610612756,PHX,32,34,10.0,873,120,271,0.443,14.0,35.0,0.4,42,49,0.857,27.0,71.0,98.0,97,28.0,8.0,42.0,65,296,Phoenix Suns,27.53,13.53
