FIRST_NAME,LAST_NAME,P_ID,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,GS,MIN,FGM,FGA,FG%,FG3M,FG3A,FG3%,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,TEAM,MPG,PER
Tony,Battie,1499,2008-09,1610612753,ORL,33,77,3.0,1202,158,323,0.489,2.0,9.0,0.222,54,82,0.659,92.0,186.0,278.0,31,26.0,25.0,46.0,112,372,Orlando Magic,15.61,13.96
Shane,Battier,2203,2008-09,1610612745,HOU,30,60,59.0,2031,145,354,0.41,91.0,237.0,0.384,55,67,0.821,52.0,233.0,285.0,137,48.0,54.0,49.0,114,436,Houston Rockets,33.85,11.08
Nicolas,Batum,201587,2008-09,1610612757,POR,20,79,76.0,1454,161,361,0.446,62.0,168.0,0.369,42,52,0.808,84.0,136.0,220.0,74,50.0,40.0,50.0,139,426,Portland Trail Blazers,18.41,12.53
Jerryd,Bayless,201573,2008-09,1610612757,POR,20,53,0.0,655,69,189,0.365,7.0,27.0,0.259,83,103,0.806,8.0,49.0,57.0,78,16.0,2.0,56.0,81,228,Portland Trail Blazers,12.36,8.37
Michael,Beasley,201563,2008-09,1610612748,MIA,20,81,19.0,2009,452,957,0.472,33.0,81.0,0.407,186,241,0.772,110.0,329.0,439.0,83,41.0,37.0,121.0,184,1123,Miami Heat,24.8,18.46
Marco,Belinelli,201158,2008-09,1610612744,GSW,23,42,23.0,882,140,317,0.442,52.0,131.0,0.397,40,52,0.769,10.0,61.0,71.0,88,36.0,1.0,59.0,73,372,Golden State Warriors,21.0,13.74
Charlie,Bell,2294,2008-09,1610612749,MIL,30,70,23.0,1783,217,524,0.414,87.0,240.0,0.362,66,80,0.825,32.0,102.0,134.0,151,50.0,7.0,76.0,138,587,Milwaukee Bucks,25.47,10.51
Raja,Bell,1952,2008-09,1610612756,PHX,32,22,22.0,712,76,177,0.429,44.0,94.0,0.468,16,21,0.762,8.0,56.0,64.0,29,13.0,2.0,18.0,57,212,Phoenix Suns,34.55,9.77
Raja,Bell,1952,2008-09,1610612766,CHA,32,45,44.0,1603,223,507,0.44,70.0,177.0,0.395,71,81,0.877,33.0,146.0,179.0,113,37.0,6.0,68.0,109,587,Charlotte Hornets,34.55,11.11
Mike,Bibby,1710,2008-09,1610612737,ATL,31,79,79.0,2740,437,1005,0.435,167.0,428.0,0.39,135,171,0.789,38.0,240.0,278.0,392,98.0,11.0,128.0,145,1176,Atlanta Hawks,34.68,16.97
Andris,Biedrins,2740,2008-09,1610612744,GSW,23,62,58.0,1863,308,533,0.578,0.0,1.0,0.0,119,216,0.551,223.0,470.0,693.0,121,63.0,96.0,110.0,236,735,Golden State Warriors,30.05,21.14
Chauncey,Billups,1497,2008-09,1610612743,DEN,32,77,77.0,2719,403,959,0.42,160.0,390.0,0.41,409,448,0.913,31.0,198.0,229.0,491,90.0,17.0,173.0,158,1375,Denver Nuggets,35.3,19.87
Steve,Blake,2581,2008-09,1610612757,POR,29,69,69.0,2188,277,647,0.428,140.0,328.0,0.427,63,75,0.84,28.0,145.0,173.0,348,69.0,4.0,108.0,126,757,Portland Trail Blazers,31.71,14.05
Andray,Blatche,101154,2008-09,1610612764,WAS,22,71,36.0,1703,297,630,0.471,5.0,21.0,0.238,114,162,0.704,126.0,252.0,378.0,118,53.0,74.0,117.0,211,713,Washington Wizards,23.99,15.35
Keith,Bogans,2586,2008-09,1610612753,ORL,29,36,15.0,787,63,175,0.36,42.0,126.0,0.333,21,24,0.875,15.0,96.0,111.0,31,23.0,2.0,19.0,61,189,Orlando Magic,19.57,9.15
Andrew,Bogut,101106,2008-09,1610612749,MIL,24,36,33.0,1124,183,317,0.577,0.0,0.0,0.0,56,98,0.571,117.0,252.0,369.0,72,23.0,37.0,86.0,130,422,Milwaukee Bucks,31.22,16.85
Matt,Bonner,2588,2008-09,1610612759,SAS,29,81,67.0,1928,266,536,0.496,118.0,268.0,0.44,17,23,0.739,97.0,289.0,386.0,82,47.0,26.0,37.0,190,667,San Antonio Spurs,23.8,15.47
Josh,Boone,200767,2008-09,1610612751,BKN,24,62,7.0,995,113,214,0.528,0.0,0.0,0.0,32,85,0.376,104.0,154.0,258.0,31,22.0,48.0,31.0,106,258,Brooklyn Nets,16.05,13.42
Carlos,Boozer,2430,2008-09,1610612762,UTA,27,37,37.0,1197,251,512,0.49,0.0,0.0,0.0,97,139,0.698,111.0,274.0,385.0,79,39.0,7.0,79.0,132,599,Utah Jazz,32.35,18.93
Chris,Bosh,2547,2008-09,1610612761,TOR,25,77,77.0,2928,615,1263,0.487,12.0,49.0,0.245,504,617,0.817,215.0,556.0,771.0,191,67.0,77.0,174.0,189,1746,Toronto Raptors,38.03,23.22
Bruce,Bowen,1477,2008-09,1610612759,SAS,38,80,10.0,1506,79,187,0.422,42.0,98.0,0.429,14,26,0.538,16.0,129.0,145.0,40,36.0,13.0,25.0,123,214,San Antonio Spurs,18.82,5.55
Elton,Brand,1882,2008-09,1610612755,PHI,30,29,23.0,920,163,365,0.447,0.0,0.0,0.0,73,108,0.676,77.0,177.0,254.0,37,17.0,45.0,68.0,78,399,Philadelphia 76ers,31.72,15.39
Ronnie,Brewer,200758,2008-09,1610612762,UTA,24,81,80.0,2605,421,828,0.508,22.0,85.0,0.259,247,352,0.702,101.0,199.0,300.0,179,138.0,30.0,110.0,128,1111,Utah Jazz,32.16,17.23
Aaron,Brooks,201166,2008-09,1610612745,HOU,24,80,35.0,1998,316,783,0.404,113.0,309.0,0.366,149,172,0.866,33.0,124.0,157.0,238,46.0,8.0,125.0,152,894,Houston Rockets,24.98,14.39
Bobby,Brown,201628,2008-09,1610612758,SAC,24,47,1.0,675,94,247,0.381,31.0,94.0,0.33,26,34,0.765,8.0,28.0,36.0,87,15.0,1.0,47.0,74,245,Sacramento Kings,13.69,8.5
Devin,Brown,2484,2008-09,1610612740,NOP,30,63,5.0,869,111,313,0.355,28.0,97.0,0.289,78,100,0.78,31.0,88.0,119.0,54,32.0,5.0,54.0,81,328,New Orleans Pelicans,13.79,10.17
Kwame,Brown,2198,2008-09,1610612765,DET,27,58,30.0,999,90,169,0.533,0.0,0.0,0.0,63,122,0.516,91.0,199.0,290.0,32,24.0,24.0,50.0,138,243,Detroit Pistons,17.22,11.61
Kobe,Bryant,977,2008-09,1610612747,LAL,30,82,82.0,2960,800,1712,0.467,118.0,336.0,0.351,483,564,0.856,90.0,339.0,429.0,399,120.0,37.0,210.0,189,2201,Los Angeles Lakers,36.1,27.89
Greg,Buckner,1761,2008-09,1610612763,MEM,32,63,0.0,878,61,159,0.384,13.0,51.0,0.255,20,25,0.8,32.0,98.0,130.0,57,29.0,8.0,38.0,108,155,Memphis Grizzlies,13.94,6.29
Caron,Butler,2406,2008-09,1610612764,WAS,29,67,67.0,2585,491,1085,0.453,65.0,210.0,0.31,345,402,0.858,118.0,296.0,414.0,290,106.0,20.0,210.0,165,1392,Washington Wizards,38.58,18.87
Rasual,Butler,2446,2008-09,1610612740,NOP,30,82,74.0,2614,348,803,0.433,140.0,359.0,0.39,86,110,0.782,49.0,222.0,271.0,75,51.0,61.0,59.0,159,922,New Orleans Pelicans,31.88,12.16
Andrew,Bynum,101115,2008-09,1610612747,LAL,21,50,50.0,1446,281,502,0.56,0.0,0.0,0.0,152,215,0.707,137.0,261.0,398.0,71,18.0,90.0,85.0,157,714,Los Angeles Lakers,28.92,22.5
Will,Bynum,101198,2008-09,1610612765,DET,26,57,1.0,803,156,342,0.456,3.0,19.0,0.158,95,119,0.798,19.0,56.0,75.0,157,34.0,2.0,76.0,85,410,Detroit Pistons,14.09,18.35
Jose,Calderon,101181,2008-09,1610612761,TOR,27,68,68.0,2333,320,644,0.497,82.0,202.0,0.406,151,154,0.981,16.0,178.0,194.0,607,74.0,7.0,143.0,114,873,Toronto Raptors,34.31,19.07
Marcus,Camby,948,2008-09,1610612746,LAC,35,62,55.0,1925,254,496,0.512,1.0,4.0,0.25,132,182,0.725,161.0,529.0,690.0,127,51.0,132.0,93.0,129,641,Los Angeles Clippers,31.05,18.54
Brian,Cardinal,2073,2008-09,1610612750,MIN,32,64,4.0,909,65,169,0.385,30.0,92.0,0.326,30,35,0.857,39.0,103.0,142.0,76,37.0,13.0,48.0,135,190,Minnesota Timberwolves,14.2,8.13
Rodney,Carney,200760,2008-09,1610612750,MIN,25,67,6.0,1199,176,423,0.416,79.0,226.0,0.35,50,66,0.758,36.0,90.0,126.0,26,45.0,29.0,43.0,94,481,Minnesota Timberwolves,17.9,12.75
Anthony,Carter,1853,2008-09,1610612743,DEN,34,78,5.0,1787,167,386,0.433,21.0,88.0,0.239,57,78,0.731,40.0,165.0,205.0,364,96.0,13.0,155.0,142,412,Denver Nuggets,22.91,11.53
Vince,Carter,1713,2008-09,1610612751,BKN,32,80,80.0,2946,588,1345,0.437,151.0,392.0,0.385,335,410,0.817,74.0,336.0,410.0,376,82.0,38.0,166.0,234,1662,Brooklyn Nets,36.83,19.8
Mario,Chalmers,201596,2008-09,1610612748,MIA,23,82,82.0,2626,278,662,0.42,114.0,311.0,0.367,148,193,0.767,37.0,191.0,228.0,403,160.0,8.0,165.0,240,818,Miami Heat,32.02,13.33
Tyson,Chandler,2199,2008-09,1610612740,NOP,26,45,45.0,1445,160,283,0.565,0.0,0.0,0.0,77,133,0.579,163.0,230.0,393.0,22,15.0,56.0,70.0,144,397,New Orleans Pelicans,32.11,13.32
Wilson,Chandler,201163,2008-09,1610612752,NYK,22,82,70.0,2735,455,1054,0.432,103.0,314.0,0.328,171,215,0.795,91.0,354.0,445.0,170,71.0,75.0,139.0,250,1184,New York Knicks,33.35,14.59
Mardy,Collins,200776,2008-09,1610612746,LAC,24,39,14.0,815,97,224,0.433,13.0,28.0,0.464,24,37,0.649,29.0,70.0,99.0,101,29.0,10.0,53.0,73,231,Los Angeles Clippers,18.54,10.43
Nick,Collison,2555,2008-09,1610612760,OKC,28,71,40.0,1831,243,428,0.568,0.0,2.0,0.0,98,136,0.721,181.0,308.0,489.0,66,51.0,50.0,73.0,239,584,Oklahoma City Thunder,25.79,15.1
Mike,Conley,201144,2008-09,1610612763,MEM,21,82,61.0,2508,323,730,0.442,88.0,217.0,0.406,161,197,0.817,25.0,251.0,276.0,354,90.0,8.0,143.0,146,895,Memphis Grizzlies,30.59,13.95
Daequan,Cook,201161,2008-09,1610612748,MIA,22,75,4.0,1833,242,645,0.375,153.0,395.0,0.387,49,56,0.875,19.0,170.0,189.0,71,39.0,10.0,42.0,125,686,Miami Heat,24.44,10.94
Jamal,Crawford,2037,2008-09,1610612744,GSW,29,54,54.0,2087,346,853,0.406,107.0,317.0,0.338,265,298,0.889,21.0,155.0,176.0,240,48.0,13.0,122.0,79,1064,Golden State Warriors,38.14,16.97
Javaris,Crittenton,201159,2008-09,1610612764,WAS,21,56,10.0,1130,124,270,0.459,2.0,14.0,0.143,48,81,0.593,53.0,107.0,160.0,145,39.0,6.0,79.0,96,298,Washington Wizards,18.63,10.37
Samuel,Dalembert,2223,2008-09,1610612755,PHI,29,82,82.0,2036,216,434,0.498,0.0,2.0,0.0,91,124,0.734,214.0,487.0,701.0,18,33.0,146.0,117.0,248,523,Philadelphia 76ers,24.83,13.21
Erick,Dampier,956,2008-09,1610612742,DAL,33,80,80.0,1836,182,280,0.65,0.0,0.0,0.0,90,141,0.638,216.0,349.0,565.0,77,24.0,95.0,74.0,191,454,Dallas Mavericks,22.95,15.75
Antonio,Daniels,1498,2008-09,1610612740,NOP,34,61,4.0,733,81,191,0.424,17.0,49.0,0.347,55,67,0.821,5.0,50.0,55.0,130,19.0,1.0,49.0,41,234,New Orleans Pelicans,13.8,12.56
Marquis,Daniels,2605,2008-09,1610612754,IND,28,54,43.0,1700,311,689,0.451,18.0,90.0,0.2,93,129,0.721,80.0,168.0,248.0,114,62.0,26.0,94.0,120,733,Indiana Pacers,31.48,15.63
Baron,Davis,1884,2008-09,1610612746,LAC,30,65,60.0,2248,355,959,0.37,99.0,328.0,0.302,159,210,0.757,46.0,192.0,238.0,501,108.0,35.0,193.0,193,968,Los Angeles Clippers,34.58,14.99
Glen,Davis,201175,2008-09,1610612738,BOS,23,76,16.0,1637,199,450,0.442,2.0,5.0,0.4,130,178,0.73,121.0,180.0,301.0,69,53.0,19.0,71.0,230,530,Boston Celtics,21.54,11.43
Ricky,Davis,1729,2008-09,1610612746,LAC,29,36,9.0,785,83,245,0.339,35.0,111.0,0.315,31,36,0.861,9.0,51.0,60.0,82,19.0,5.0,39.0,63,232,Los Angeles Clippers,21.81,7.74
Luol,Deng,2736,2008-09,1610612741,CHI,24,49,46.0,1665,265,591,0.448,8.0,20.0,0.4,152,191,0.796,80.0,215.0,295.0,94,60.0,25.0,72.0,85,690,Chicago Bulls,33.98,16.28
Boris,Diaw,2564,2008-09,1610612756,PHX,27,22,0.0,538,80,141,0.567,5.0,14.0,0.357,18,26,0.692,24.0,60.0,84.0,46,11.0,9.0,37.0,39,183,Phoenix Suns,34.0,14.34
Boris,Diaw,2564,2008-09,1610612766,CHA,27,59,59.0,2216,368,743,0.495,70.0,167.0,0.419,83,121,0.686,94.0,254.0,348.0,287,50.0,44.0,178.0,163,889,Charlotte Hornets,34.0,14.06
Yakhouba,Diawara,200821,2008-09,1610612748,MIA,26,63,21.0,851,76,217,0.35,51.0,163.0,0.313,10,19,0.526,26.0,56.0,82.0,27,13.0,6.0,16.0,75,213,Miami Heat,13.51,6.87
Travis,Diener,101143,2008-09,1610612754,IND,27,55,0.0,719,74,179,0.413,46.0,118.0,0.39,12,15,0.8,6.0,80.0,86.0,122,26.0,5.0,21.0,42,206,Indiana Pacers,13.07,15.36
DeSagana,Diop,2205,2008-09,1610612766,CHA,27,41,1.0,584,52,113,0.46,0.0,0.0,0.0,10,37,0.27,69.0,86.0,155.0,19,17.0,31.0,28.0,73,114,Charlotte Hornets,13.81,9.39
Juan,Dixon,2413,2008-09,1610612764,WAS,30,50,6.0,816,101,256,0.395,25.0,75.0,0.333,34,39,0.872,8.0,59.0,67.0,118,35.0,6.0,70.0,74,261,Washington Wizards,16.32,9.67
Keyon,Dooling,2039,2008-09,1610612751,BKN,29,77,18.0,2074,261,598,0.436,99.0,235.0,0.421,127,154,0.825,24.0,131.0,155.0,270,71.0,8.0,105.0,135,748,Brooklyn Nets,26.94,13.74
Chris,Douglas-Roberts,201604,2008-09,1610612751,BKN,22,44,3.0,585,81,176,0.46,3.0,12.0,0.25,51,62,0.823,14.0,36.0,50.0,52,12.0,7.0,31.0,34,216,Brooklyn Nets,13.3,12.67
Goran,Dragic,201609,2008-09,1610612756,PHX,23,55,1.0,728,88,224,0.393,20.0,54.0,0.37,50,65,0.769,33.0,70.0,103.0,111,29.0,3.0,73.0,87,246,Phoenix Suns,13.24,11.25
Jared,Dudley,201162,2008-09,1610612756,PHX,23,48,0.0,728,91,189,0.481,26.0,66.0,0.394,56,81,0.691,57.0,89.0,146.0,37,39.0,6.0,33.0,65,264,Phoenix Suns,16.99,16.67
Chris,Duhon,2768,2008-09,1610612752,NYK,26,79,78.0,2906,287,681,0.421,127.0,325.0,0.391,179,209,0.856,45.0,201.0,246.0,566,72.0,7.0,221.0,126,880,New York Knicks,36.78,13.04
Tim,Duncan,1495,2008-09,1610612759,SAS,33,75,75.0,2523,558,1107,0.504,0.0,2.0,0.0,334,483,0.692,201.0,599.0,800.0,264,38.0,126.0,165.0,173,1450,San Antonio Spurs,33.64,25.19
Kevin,Durant,201142,2008-09,1610612760,OKC,20,74,74.0,2885,661,1390,0.476,97.0,230.0,0.422,452,524,0.863,77.0,405.0,482.0,205,96.0,53.0,225.0,134,1871,Oklahoma City Thunder,38.99,21.7
Monta,Ellis,101145,2008-09,1610612744,GSW,23,25,25.0,892,194,430,0.451,8.0,26.0,0.308,78,94,0.83,14.0,94.0,108.0,93,39.0,8.0,67.0,67,474,Golden State Warriors,35.68,17.19
Francisco,Elson,1922,2008-09,1610612749,MIL,33,59,23.0,977,83,169,0.491,1.0,4.0,0.25,33,39,0.846,100.0,129.0,229.0,32,36.0,36.0,48.0,144,200,Milwaukee Bucks,16.56,10.43
Maurice,Evans,2230,2008-09,1610612737,ATL,30,80,25.0,1840,208,482,0.432,98.0,248.0,0.395,60,73,0.822,88.0,155.0,243.0,54,50.0,10.0,43.0,163,574,Atlanta Hawks,23.0,11.58
Reggie,Evans,2501,2008-09,1610612755,PHI,29,79,7.0,1137,79,178,0.444,0.0,1.0,0.0,104,175,0.594,135.0,226.0,361.0,26,41.0,8.0,69.0,161,262,Philadelphia 76ers,14.39,10.2
Jordan,Farmar,200770,2008-09,1610612747,LAL,22,65,0.0,1192,161,412,0.391,49.0,146.0,0.336,45,77,0.584,22.0,95.0,117.0,155,57.0,10.0,87.0,105,416,Los Angeles Lakers,18.34,11.63
Raymond,Felton,101109,2008-09,1610612766,CHA,25,82,81.0,3086,442,1083,0.408,59.0,207.0,0.285,219,272,0.805,54.0,256.0,310.0,553,126.0,30.0,228.0,191,1162,Charlotte Hornets,37.63,12.77
Rudy,Fernandez,201164,2008-09,1610612757,POR,24,78,4.0,1993,268,630,0.425,159.0,398.0,0.399,120,143,0.839,47.0,160.0,207.0,159,69.0,12.0,86.0,111,815,Portland Trail Blazers,25.55,15.03
Michael,Finley,714,2008-09,1610612759,SAS,36,81,77.0,2336,301,689,0.437,131.0,319.0,0.411,51,62,0.823,26.0,244.0,270.0,114,37.0,17.0,61.0,82,784,San Antonio Spurs,28.84,12.11
Derek,Fisher,965,2008-09,1610612747,LAL,34,82,82.0,2441,292,688,0.424,120.0,302.0,0.397,110,130,0.846,25.0,163.0,188.0,261,95.0,6.0,72.0,187,814,Los Angeles Lakers,29.77,13.61
T.J.,Ford,2551,2008-09,1610612754,IND,26,74,49.0,2258,413,913,0.452,35.0,104.0,0.337,245,281,0.872,59.0,200.0,259.0,392,89.0,16.0,180.0,180,1106,Indiana Pacers,30.51,19.39
Jeff,Foster,1902,2008-09,1610612754,IND,32,74,26.0,1828,177,353,0.501,2.0,7.0,0.286,96,146,0.658,215.0,293.0,508.0,130,53.0,49.0,88.0,229,452,Indiana Pacers,24.7,14.56
Randy,Foye,200751,2008-09,1610612750,MIN,25,70,61.0,2494,399,981,0.407,111.0,308.0,0.36,230,272,0.846,34.0,180.0,214.0,303,72.0,26.0,150.0,201,1139,Minnesota Timberwolves,35.63,14.31
Channing,Frye,101112,2008-09,1610612757,POR,26,63,1.0,746,113,267,0.423,11.0,33.0,0.333,26,36,0.722,41.0,99.0,140.0,24,17.0,16.0,29.0,106,263,Portland Trail Blazers,11.84,10.6
Dan,Gadzuric,2429,2008-09,1610612749,MIL,31,67,26.0,941,117,244,0.48,0.0,2.0,0.0,37,68,0.544,95.0,160.0,255.0,39,32.0,43.0,41.0,162,271,Milwaukee Bucks,14.04,12.72
Francisco,Garcia,101128,2008-09,1610612758,SAC,27,65,36.0,1975,295,665,0.444,88.0,221.0,0.398,146,178,0.82,56.0,162.0,218.0,150,80.0,67.0,112.0,196,824,Sacramento Kings,30.38,14.37
Kevin,Garnett,708,2008-09,1610612738,BOS,33,57,57.0,1772,393,740,0.531,2.0,8.0,0.25,111,132,0.841,78.0,407.0,485.0,144,63.0,68.0,90.0,128,899,Boston Celtics,31.09,22.43
Marc,Gasol,201188,2008-09,1610612763,MEM,24,82,75.0,2521,350,661,0.53,0.0,1.0,0.0,275,375,0.733,201.0,404.0,605.0,143,63.0,90.0,164.0,265,975,Memphis Grizzlies,30.74,16.22
Pau,Gasol,2200,2008-09,1610612747,LAL,28,81,81.0,2999,592,1045,0.567,1.0,2.0,0.5,343,439,0.781,262.0,518.0,780.0,284,52.0,81.0,157.0,172,1528,Los Angeles Lakers,37.02,24.79
Rudy,Gay,200752,2008-09,1610612763,MEM,22,79,78.0,2945,572,1262,0.453,85.0,242.0,0.351,264,344,0.767,109.0,328.0,437.0,135,98.0,59.0,203.0,221,1493,Memphis Grizzlies,37.28,15.66
Devean,George,1904,2008-09,1610612742,DAL,31,43,17.0,708,54,142,0.38,22.0,76.0,0.289,17,22,0.773,25.0,53.0,78.0,15,23.0,11.0,17.0,57,147,Dallas Mavericks,16.47,7.42
Daniel,Gibson,200789,2008-09,1610612739,CLE,23,75,0.0,1795,206,527,0.391,108.0,283.0,0.382,66,86,0.767,31.0,124.0,155.0,132,44.0,16.0,61.0,163,586,Cleveland Cavaliers,23.93,10.47
Manu,Ginobili,1938,2008-09,1610612759,SAS,31,44,7.0,1181,223,491,0.454,69.0,209.0,0.33,168,190,0.884,24.0,174.0,198.0,157,64.0,16.0,88.0,90,683,San Antonio Spurs,26.84,23.26
Ryan,Gomes,101155,2008-09,1610612750,MIN,26,82,76.0,2614,420,974,0.431,106.0,285.0,0.372,146,181,0.807,106.0,286.0,392.0,135,63.0,22.0,128.0,183,1092,Minnesota Timberwolves,31.88,13.24
Drew,Gooden,2400,2008-09,1610612741,CHI,27,31,27.0,918,161,352,0.457,0.0,3.0,0.0,84,97,0.866,82.0,184.0,266.0,43,26.0,14.0,57.0,103,406,Chicago Bulls,24.78,17.09
Ben,Gordon,2732,2008-09,1610612741,CHI,26,82,76.0,2999,598,1315,0.455,173.0,422.0,0.41,330,382,0.864,52.0,231.0,283.0,279,71.0,22.0,200.0,184,1699,Chicago Bulls,36.57,18.97
Eric,Gordon,201569,2008-09,1610612746,LAC,20,78,65.0,2677,411,901,0.456,131.0,337.0,0.389,299,350,0.854,45.0,156.0,201.0,215,78.0,35.0,164.0,172,1252,Los Angeles Clippers,34.32,15.36
Marcin,Gortat,101162,2008-09,1610612753,ORL,25,63,3.0,794,106,187,0.567,1.0,1.0,1.0,26,45,0.578,96.0,190.0,286.0,14,18.0,53.0,25.0,111,239,Orlando Magic,12.6,19.14
