FIRST_NAME,LAST_NAME,P_ID,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,GS,MIN,FGM,FGA,FG%,FG3M,FG3A,FG3%,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,TEAM,MPG,PER
T.J.,Ford,2551,2010-11,1610612754,IND,28,41,3.0,773,91,236,0.386,6.0,32.0,0.188,35,48,0.729,17.0,64.0,81.0,141,35.0,8.0,63.0,69,223,Indiana Pacers,18.85,11.52
Jeff,Foster,1902,2010-11,1610612754,IND,34,56,3.0,940,80,167,0.479,0.0,3.0,0.0,27,48,0.563,160.0,190.0,350.0,46,24.0,31.0,26.0,127,187,Indiana Pacers,16.79,15.64
Randy,Foye,200751,2010-11,1610612746,LAC,27,63,24.0,1551,206,531,0.388,71.0,217.0,0.327,133,149,0.893,13.0,90.0,103.0,170,47.0,21.0,95.0,122,616,Los Angeles Clippers,24.62,12.03
Channing,Frye,101112,2010-11,1610612756,PHX,28,77,64.0,2541,358,829,0.432,171.0,439.0,0.39,89,107,0.832,65.0,448.0,513.0,96,46.0,79.0,73.0,272,976,Phoenix Suns,33.0,14.11
Danilo,Gallinari,201568,2010-11,1610612752,NYK,22,48,48.0,1671,211,509,0.415,83.0,239.0,0.347,259,290,0.893,48.0,181.0,229.0,82,38.0,18.0,58.0,117,764,New York Knicks,33.94,16.23
Francisco,Garcia,101128,2010-11,1610612758,SAC,29,58,34.0,1386,207,475,0.436,81.0,224.0,0.362,65,76,0.855,24.0,109.0,133.0,71,51.0,49.0,45.0,126,560,Sacramento Kings,23.9,14.98
Kevin,Garnett,708,2010-11,1610612738,BOS,35,71,71.0,2220,434,822,0.528,1.0,5.0,0.2,187,217,0.862,83.0,548.0,631.0,171,95.0,57.0,115.0,148,1056,Boston Celtics,31.27,20.65
Marc,Gasol,201188,2010-11,1610612763,MEM,26,81,81.0,2586,364,691,0.527,3.0,7.0,0.429,220,294,0.748,154.0,415.0,569.0,200,74.0,136.0,146.0,265,951,Memphis Grizzlies,31.93,16.69
Pau,Gasol,2200,2010-11,1610612747,LAL,30,82,82.0,3037,593,1120,0.529,1.0,3.0,0.333,354,430,0.823,268.0,568.0,836.0,273,48.0,130.0,142.0,203,1541,Los Angeles Lakers,37.04,24.55
Rudy,Gay,200752,2010-11,1610612763,MEM,24,54,54.0,2152,409,869,0.471,57.0,144.0,0.396,194,241,0.805,82.0,254.0,336.0,153,91.0,58.0,135.0,131,1069,Memphis Grizzlies,39.85,18.19
Alonzo,Gee,202087,2010-11,1610612739,CLE,24,40,29.0,973,108,234,0.462,17.0,49.0,0.347,64,80,0.8,49.0,108.0,157.0,33,33.0,16.0,44.0,81,297,Cleveland Cavaliers,19.96,11.55
Paul,George,202331,2010-11,1610612754,IND,21,61,19.0,1265,179,395,0.453,41.0,138.0,0.297,77,101,0.762,37.0,187.0,224.0,65,62.0,26.0,70.0,127,476,Indiana Pacers,20.74,15.07
Daniel,Gibson,200789,2010-11,1610612739,CLE,25,67,15.0,1865,264,660,0.4,118.0,293.0,0.403,134,163,0.822,24.0,153.0,177.0,201,48.0,21.0,80.0,154,780,Cleveland Cavaliers,27.84,13.83
Taj,Gibson,201959,2010-11,1610612741,CHI,26,80,19.0,1742,234,502,0.466,1.0,8.0,0.125,100,148,0.676,162.0,296.0,458.0,58,39.0,106.0,71.0,203,569,Chicago Bulls,21.78,15.74
Manu,Ginobili,1938,2010-11,1610612759,SAS,33,80,79.0,2426,441,1018,0.433,154.0,441.0,0.349,357,410,0.871,42.0,253.0,295.0,393,123.0,28.0,174.0,163,1393,San Antonio Spurs,30.32,22.92
Ryan,Gomes,101155,2010-11,1610612746,LAC,28,76,62.0,2095,207,505,0.41,72.0,211.0,0.341,61,85,0.718,61.0,193.0,254.0,118,62.0,12.0,55.0,159,547,Los Angeles Clippers,27.57,9.45
Drew,Gooden,2400,2010-11,1610612749,MIL,29,35,18.0,860,156,362,0.431,3.0,20.0,0.15,81,102,0.794,73.0,165.0,238.0,47,21.0,18.0,46.0,98,396,Milwaukee Bucks,24.57,16.89
Ben,Gordon,2732,2010-11,1610612765,DET,28,82,27.0,2131,339,770,0.44,107.0,266.0,0.402,136,160,0.85,41.0,154.0,195.0,171,48.0,16.0,141.0,178,921,Detroit Pistons,25.99,12.73
Eric,Gordon,201569,2010-11,1610612746,LAC,22,56,56.0,2112,427,949,0.45,106.0,291.0,0.364,287,348,0.825,45.0,119.0,164.0,244,71.0,18.0,151.0,115,1247,Los Angeles Clippers,37.71,19.43
Marcin,Gortat,101162,2010-11,1610612756,PHX,27,55,12.0,1636,294,522,0.563,1.0,4.0,0.25,128,175,0.731,110.0,403.0,513.0,53,29.0,70.0,64.0,136,717,Phoenix Suns,25.4,20.35
Joey,Graham,101121,2010-11,1610612739,CLE,29,39,8.0,586,82,179,0.458,9.0,30.0,0.3,29,36,0.806,8.0,76.0,84.0,18,6.0,7.0,28.0,73,202,Cleveland Cavaliers,15.03,8.87
Stephen,Graham,101211,2010-11,1610612751,BKN,29,59,28.0,959,81,200,0.405,5.0,21.0,0.238,31,38,0.816,17.0,106.0,123.0,40,14.0,1.0,38.0,106,198,Brooklyn Nets,16.25,4.79
Danny,Granger,101122,2010-11,1610612754,IND,28,79,79.0,2763,535,1260,0.425,157.0,407.0,0.386,395,466,0.848,87.0,338.0,425.0,203,89.0,62.0,206.0,213,1622,Indiana Pacers,34.97,20.64
Aaron,Gray,201189,2010-11,1610612740,NOP,26,41,6.0,531,56,99,0.566,0.0,0.0,0.0,17,34,0.5,59.0,112.0,171.0,16,11.0,12.0,32.0,96,129,New Orleans Pelicans,12.95,11.01
Jeff,Green,201145,2010-11,1610612760,OKC,24,49,49.0,1815,270,618,0.437,56.0,184.0,0.304,148,181,0.818,57.0,217.0,274.0,89,40.0,21.0,76.0,142,744,Oklahoma City Thunder,32.36,13.75
Jeff,Green,201145,2010-11,1610612738,BOS,24,26,2.0,612,98,202,0.485,8.0,27.0,0.296,50,63,0.794,16.0,70.0,86.0,19,13.0,16.0,23.0,68,254,Boston Celtics,32.36,13.43
Willie,Green,2584,2010-11,1610612740,NOP,29,77,13.0,1674,270,609,0.443,54.0,155.0,0.348,78,100,0.78,22.0,139.0,161.0,74,36.0,13.0,67.0,143,672,New Orleans Pelicans,21.74,11.58
Donte,Greene,201590,2010-11,1610612758,SAC,23,69,21.0,1127,156,386,0.404,45.0,154.0,0.292,43,65,0.662,49.0,98.0,147.0,48,36.0,20.0,60.0,88,400,Sacramento Kings,16.33,11.1
Blake,Griffin,201933,2010-11,1610612746,LAC,22,82,82.0,3112,696,1376,0.506,7.0,24.0,0.292,446,695,0.642,270.0,719.0,989.0,312,63.0,45.0,223.0,252,1845,Los Angeles Clippers,37.95,22.77
Richard,Hamilton,1888,2010-11,1610612765,DET,33,55,39.0,1498,288,671,0.429,55.0,144.0,0.382,146,172,0.849,24.0,102.0,126.0,171,39.0,4.0,88.0,95,777,Detroit Pistons,27.24,16.07
Tyler,Hansbrough,201946,2010-11,1610612754,IND,25,70,29.0,1535,285,613,0.465,0.0,2.0,0.0,197,253,0.779,145.0,221.0,366.0,41,37.0,15.0,76.0,160,767,Indiana Pacers,21.93,19.1
James,Harden,201935,2010-11,1610612760,OKC,21,82,5.0,2189,298,684,0.436,113.0,324.0,0.349,289,343,0.843,42.0,213.0,255.0,176,92.0,24.0,106.0,207,998,Oklahoma City Thunder,26.7,16.77
Al,Harrington,1733,2010-11,1610612743,DEN,31,73,3.0,1665,281,675,0.416,117.0,328.0,0.357,86,117,0.735,76.0,256.0,332.0,101,39.0,10.0,106.0,202,765,Denver Nuggets,22.81,14.28
Devin,Harris,2734,2010-11,1610612751,BKN,28,54,54.0,1724,260,612,0.425,33.0,110.0,0.3,258,307,0.84,11.0,118.0,129.0,411,57.0,5.0,158.0,130,811,Brooklyn Nets,31.75,16.92
Devin,Harris,2734,2010-11,1610612762,UTA,28,17,16.0,530,83,201,0.413,25.0,70.0,0.357,77,95,0.811,6.0,34.0,40.0,92,13.0,2.0,49.0,33,268,Utah Jazz,31.75,15.4
Manny,Harris,202412,2010-11,1610612739,CLE,21,54,15.0,933,108,289,0.374,34.0,92.0,0.37,71,93,0.763,36.0,104.0,140.0,85,31.0,7.0,63.0,65,321,Cleveland Cavaliers,17.28,10.97
Spencer,Hawes,201150,2010-11,1610612755,PHI,23,81,81.0,1718,264,568,0.465,9.0,37.0,0.243,47,88,0.534,129.0,336.0,465.0,121,29.0,71.0,97.0,201,584,Philadelphia 76ers,21.21,14.44
Chuck,Hayes,101236,2010-11,1610612745,HOU,28,74,63.0,2079,244,463,0.527,0.0,2.0,0.0,94,142,0.662,219.0,380.0,599.0,202,79.0,49.0,86.0,200,582,Houston Rockets,28.09,17.19
Gordon,Hayward,202330,2010-11,1610612762,UTA,21,72,17.0,1218,142,293,0.485,35.0,74.0,0.473,69,97,0.711,41.0,98.0,139.0,81,30.0,19.0,70.0,106,388,Utah Jazz,16.92,10.65
Brendan,Haywood,2217,2010-11,1610612742,DAL,31,72,8.0,1331,128,223,0.574,0.0,1.0,0.0,64,177,0.362,129.0,247.0,376.0,19,16.0,74.0,51.0,146,320,Dallas Mavericks,18.49,12.11
Luther,Head,101129,2010-11,1610612758,SAC,28,36,14.0,586,68,164,0.415,25.0,64.0,0.391,39,50,0.78,16.0,44.0,60.0,70,10.0,9.0,32.0,43,200,Sacramento Kings,16.28,12.76
Gerald,Henderson,201945,2010-11,1610612766,CHA,23,68,30.0,1661,259,570,0.454,7.0,36.0,0.194,128,163,0.785,49.0,158.0,207.0,101,50.0,32.0,64.0,118,653,Charlotte Hornets,24.43,13.57
Xavier,Henry,202333,2010-11,1610612763,MEM,20,38,16.0,527,65,160,0.406,2.0,17.0,0.118,33,52,0.635,9.0,28.0,37.0,18,11.0,3.0,13.0,48,165,Memphis Grizzlies,13.87,7.68
Roy,Hibbert,201579,2010-11,1610612754,IND,24,81,80.0,2244,410,890,0.461,0.0,4.0,0.0,205,275,0.745,182.0,428.0,610.0,166,33.0,142.0,185.0,256,1025,Indiana Pacers,27.7,18.58
JJ,Hickson,201581,2010-11,1610612739,CLE,22,80,66.0,2256,429,936,0.458,0.0,5.0,0.0,247,367,0.673,217.0,478.0,695.0,91,48.0,54.0,173.0,215,1105,Cleveland Cavaliers,28.2,16.71
George,Hill,201588,2010-11,1610612759,SAS,25,76,5.0,2148,287,633,0.453,77.0,204.0,0.377,233,270,0.863,24.0,175.0,199.0,193,66.0,21.0,99.0,153,884,San Antonio Spurs,28.26,15.55
Grant,Hill,255,2010-11,1610612756,PHX,38,80,80.0,2409,399,825,0.484,45.0,114.0,0.395,213,257,0.829,77.0,261.0,338.0,200,64.0,35.0,134.0,184,1056,Phoenix Suns,30.11,16.3
Jordan,Hill,201941,2010-11,1610612745,HOU,23,72,11.0,1125,173,352,0.491,0.0,2.0,0.0,60,85,0.706,128.0,178.0,306.0,29,14.0,52.0,62.0,157,406,Houston Rockets,15.62,14.77
Kirk,Hinrich,2550,2010-11,1610612764,WAS,30,48,29.0,1471,198,438,0.452,43.0,112.0,0.384,92,105,0.876,14.0,115.0,129.0,210,56.0,10.0,84.0,119,531,Washington Wizards,29.96,13.66
Kirk,Hinrich,2550,2010-11,1610612737,ATL,30,24,22.0,686,80,185,0.432,32.0,76.0,0.421,14,21,0.667,7.0,46.0,53.0,78,19.0,7.0,37.0,66,206,Atlanta Hawks,29.96,10.41
Jrue,Holiday,201950,2010-11,1610612755,PHI,21,82,82.0,2901,446,999,0.446,81.0,222.0,0.365,172,209,0.823,68.0,264.0,332.0,531,120.0,29.0,218.0,203,1145,Philadelphia 76ers,35.38,16.94
Ryan,Hollins,200797,2010-11,1610612739,CLE,26,70,16.0,1182,131,219,0.598,0.0,0.0,0.0,111,163,0.681,70.0,116.0,186.0,26,22.0,42.0,67.0,199,373,Cleveland Cavaliers,16.89,11.09
Al,Horford,201143,2010-11,1610612737,ATL,25,77,77.0,2704,513,921,0.557,2.0,4.0,0.5,150,188,0.798,182.0,536.0,718.0,266,59.0,80.0,119.0,193,1178,Atlanta Hawks,35.12,21.34
Eddie,House,2067,2010-11,1610612748,MIA,33,56,1.0,978,128,321,0.399,68.0,175.0,0.389,38,40,0.95,9.0,83.0,92.0,62,32.0,3.0,29.0,68,362,Miami Heat,17.46,13.09
Dwight,Howard,2730,2010-11,1610612753,ORL,25,78,78.0,2935,619,1044,0.593,0.0,7.0,0.0,546,916,0.596,309.0,789.0,1098.0,107,107.0,186.0,279.0,258,1784,Orlando Magic,37.63,26.93
Juwan,Howard,436,2010-11,1610612748,MIA,38,57,0.0,592,55,125,0.44,0.0,0.0,0.0,29,35,0.829,36.0,86.0,122.0,23,10.0,4.0,25.0,61,139,Miami Heat,10.39,9.29
Kris,Humphries,2743,2010-11,1610612751,BKN,26,74,44.0,2061,307,583,0.527,0.0,1.0,0.0,127,191,0.665,225.0,546.0,771.0,84,33.0,80.0,103.0,168,741,Brooklyn Nets,27.85,17.14
Serge,Ibaka,201586,2010-11,1610612760,OKC,21,82,44.0,2216,335,617,0.543,0.0,1.0,0.0,138,184,0.75,214.0,408.0,622.0,22,31.0,198.0,71.0,267,808,Oklahoma City Thunder,27.02,18.25
Andre,Iguodala,2738,2010-11,1610612755,PHI,27,67,67.0,2469,338,759,0.445,61.0,181.0,0.337,208,300,0.693,61.0,326.0,387.0,422,101.0,38.0,138.0,109,945,Philadelphia 76ers,36.85,18.42
Zydrunas,Ilgauskas,980,2010-11,1610612748,MIA,36,72,51.0,1145,162,319,0.508,0.0,1.0,0.0,36,46,0.783,108.0,179.0,287.0,26,23.0,58.0,52.0,185,360,Miami Heat,15.9,14.14
Ersan,Ilyasova,101141,2010-11,1610612749,MIL,24,60,34.0,1505,221,507,0.436,36.0,121.0,0.298,93,104,0.894,105.0,260.0,365.0,56,51.0,24.0,63.0,159,571,Milwaukee Bucks,25.08,15.0
Jarrett,Jack,101127,2010-11,1610612740,NOP,27,70,2.0,1375,212,515,0.412,29.0,84.0,0.345,142,168,0.845,14.0,117.0,131.0,183,40.0,6.0,76.0,77,595,New Orleans Pelicans,20.75,14.75
Stephen,Jackson,1536,2010-11,1610612766,CHA,33,67,67.0,2405,435,1059,0.411,121.0,359.0,0.337,249,305,0.816,53.0,251.0,304.0,241,80.0,28.0,209.0,161,1240,Charlotte Hornets,35.9,15.07
LeBron,James,2544,2010-11,1610612748,MIA,26,79,79.0,3063,758,1485,0.51,92.0,279.0,0.33,503,663,0.759,80.0,510.0,590.0,554,124.0,50.0,284.0,163,2111,Miami Heat,38.77,29.42
Antawn,Jamison,1712,2010-11,1610612739,CLE,35,56,38.0,1842,374,876,0.427,91.0,263.0,0.346,171,234,0.731,86.0,289.0,375.0,93,50.0,30.0,77.0,137,1010,Cleveland Cavaliers,32.89,18.0
Al,Jefferson,2744,2010-11,1610612762,UTA,26,82,82.0,2940,654,1319,0.496,0.0,0.0,0.0,220,289,0.761,235.0,559.0,794.0,149,46.0,153.0,105.0,238,1528,Utah Jazz,35.85,20.2
Richard,Jefferson,2210,2010-11,1610612759,SAS,31,81,81.0,2459,304,642,0.474,135.0,307.0,0.44,148,195,0.759,54.0,256.0,310.0,107,38.0,34.0,93.0,164,891,San Antonio Spurs,30.36,13.35
Brandon,Jennings,201943,2010-11,1610612749,MIL,21,63,61.0,2169,361,926,0.39,98.0,303.0,0.323,199,246,0.809,42.0,192.0,234.0,305,95.0,21.0,146.0,131,1019,Milwaukee Bucks,34.43,16.38
Pooh,Jeter,200817,2010-11,1610612758,SAC,27,62,1.0,858,106,259,0.409,6.0,30.0,0.2,37,41,0.902,9.0,61.0,70.0,162,29.0,2.0,51.0,54,255,Sacramento Kings,13.84,12.29
Amir,Johnson,101161,2010-11,1610612761,TOR,24,72,54.0,1853,281,495,0.568,0.0,1.0,0.0,126,160,0.788,189.0,272.0,461.0,81,53.0,88.0,69.0,263,688,Toronto Raptors,25.74,17.71
James,Johnson,201949,2010-11,1610612761,TOR,24,25,25.0,699,91,196,0.464,6.0,25.0,0.24,41,58,0.707,31.0,87.0,118.0,75,25.0,28.0,46.0,70,229,Toronto Raptors,21.63,13.45
Joe,Johnson,2207,2010-11,1610612737,ATL,30,72,72.0,2554,514,1161,0.443,89.0,300.0,0.297,195,243,0.802,59.0,232.0,291.0,338,47.0,7.0,146.0,131,1312,Atlanta Hawks,35.47,17.58
Wesley,Johnson,202325,2010-11,1610612750,MIN,23,79,63.0,2069,271,682,0.397,103.0,289.0,0.356,64,92,0.696,51.0,189.0,240.0,148,58.0,54.0,95.0,163,709,Minnesota Timberwolves,26.19,11.25
Dahntay,Jones,2563,2010-11,1610612754,IND,30,45,2.0,589,100,214,0.467,14.0,39.0,0.359,69,90,0.767,4.0,61.0,65.0,33,20.0,7.0,31.0,70,283,Indiana Pacers,13.09,16.13
James,Jones,2592,2010-11,1610612748,MIA,30,81,8.0,1549,146,346,0.422,123.0,287.0,0.429,60,72,0.833,23.0,137.0,160.0,43,29.0,19.0,21.0,129,475,Miami Heat,19.12,11.81
Solomon,Jones,200780,2010-11,1610612754,IND,26,39,0.0,528,49,121,0.405,0.0,1.0,0.0,41,62,0.661,45.0,68.0,113.0,30,12.0,22.0,35.0,94,139,Indiana Pacers,13.54,9.76
DeAndre,Jordan,201599,2010-11,1610612746,LAC,22,80,66.0,2047,234,341,0.686,0.0,1.0,0.0,98,217,0.452,207.0,368.0,575.0,42,41.0,142.0,101.0,255,566,Los Angeles Clippers,25.59,14.9
Chris,Kaman,2549,2010-11,1610612746,LAC,29,32,15.0,838,177,376,0.471,0.0,0.0,0.0,43,57,0.754,51.0,174.0,225.0,46,16.0,48.0,58.0,75,397,Los Angeles Clippers,26.19,17.05
Jason,Kidd,467,2010-11,1610612742,DAL,38,80,80.0,2653,215,596,0.361,133.0,391.0,0.34,67,77,0.87,35.0,316.0,351.0,655,134.0,29.0,179.0,119,630,Dallas Mavericks,33.16,14.32
Andrei,Kirilenko,1905,2010-11,1610612762,UTA,30,64,62.0,1999,253,542,0.467,36.0,98.0,0.367,208,270,0.77,100.0,227.0,327.0,192,81.0,74.0,117.0,113,750,Utah Jazz,31.23,15.84
Linas,Kleiza,101132,2010-11,1610612761,TOR,26,39,23.0,1032,178,406,0.438,39.0,131.0,0.298,41,65,0.631,37.0,140.0,177.0,40,19.0,7.0,65.0,99,436,Toronto Raptors,26.46,11.25
Kyle,Korver,2594,2010-11,1610612741,CHI,30,82,0.0,1649,242,557,0.434,120.0,289.0,0.415,77,87,0.885,12.0,138.0,150.0,124,35.0,20.0,60.0,156,681,Chicago Bulls,20.11,14.6
Nenad,Krstic,2420,2010-11,1610612760,OKC,27,47,47.0,1018,152,305,0.498,0.0,0.0,0.0,53,66,0.803,77.0,130.0,207.0,19,18.0,17.0,33.0,107,357,Oklahoma City Thunder,22.13,13.46
Nenad,Krstic,2420,2010-11,1610612738,BOS,27,24,20.0,553,79,147,0.537,0.0,0.0,0.0,60,80,0.75,47.0,81.0,128.0,8,8.0,8.0,23.0,77,218,Boston Celtics,22.13,14.36
Carl,Landry,201171,2010-11,1610612758,SAC,27,53,16.0,1406,238,484,0.492,0.0,3.0,0.0,155,215,0.721,127.0,126.0,253.0,50,30.0,20.0,82.0,125,631,Sacramento Kings,26.42,16.39
Carl,Landry,201171,2010-11,1610612740,NOP,27,23,10.0,602,107,203,0.527,0.0,1.0,0.0,58,73,0.795,38.0,56.0,94.0,13,10.0,12.0,27.0,71,272,New Orleans Pelicans,26.42,15.7
Acie,Law,201151,2010-11,1610612744,GSW,26,40,0.0,632,78,167,0.467,6.0,30.0,0.2,41,54,0.759,9.0,43.0,52.0,70,28.0,0.0,33.0,51,203,Golden State Warriors,14.24,11.63
Ty,Lawson,201951,2010-11,1610612743,DEN,23,80,31.0,2103,346,688,0.503,69.0,171.0,0.404,172,225,0.764,67.0,142.0,209.0,377,80.0,4.0,137.0,133,933,Denver Nuggets,26.29,19.8
Courtney,Lee,201584,2010-11,1610612745,HOU,25,81,1.0,1723,253,576,0.439,71.0,174.0,0.408,95,120,0.792,51.0,158.0,209.0,100,58.0,18.0,68.0,102,672,Houston Rockets,21.27,14.21
David,Lee,101135,2010-11,1610612744,GSW,28,73,73.0,2634,496,978,0.507,1.0,3.0,0.333,210,267,0.787,217.0,497.0,714.0,233,74.0,31.0,170.0,211,1203,Golden State Warriors,36.08,18.36
Rashard,Lewis,1740,2010-11,1610612753,ORL,31,25,25.0,810,113,270,0.419,44.0,120.0,0.367,34,45,0.756,23.0,83.0,106.0,29,22.0,10.0,35.0,63,304,Orlando Magic,32.0,12.03
Rashard,Lewis,1740,2010-11,1610612764,WAS,31,32,27.0,1014,139,312,0.446,43.0,124.0,0.347,43,51,0.843,48.0,136.0,184.0,63,30.0,20.0,52.0,96,364,Washington Wizards,32.0,13.09
Shaun,Livingston,2733,2010-11,1610612766,CHA,25,73,0.0,1261,185,397,0.466,1.0,4.0,0.25,108,125,0.864,29.0,120.0,149.0,164,47.0,29.0,88.0,109,479,Charlotte Hornets,17.27,14.35
Brook,Lopez,201572,2010-11,1610612751,BKN,23,82,82.0,2889,644,1309,0.492,0.0,1.0,0.0,385,489,0.787,197.0,291.0,488.0,129,47.0,120.0,176.0,240,1673,Brooklyn Nets,35.23,19.38
Robin,Lopez,201577,2010-11,1610612756,PHX,23,67,56.0,991,179,357,0.501,0.0,0.0,0.0,74,100,0.74,82.0,134.0,216.0,8,18.0,45.0,48.0,143,432,Phoenix Suns,14.79,15.72
Kevin,Love,201567,2010-11,1610612750,MIN,22,73,73.0,2611,482,1026,0.47,88.0,211.0,0.417,424,499,0.85,330.0,782.0,1112.0,184,45.0,28.0,155.0,148,1476,Minnesota Timberwolves,35.77,25.41
Kyle,Lowry,200768,2010-11,1610612745,HOU,25,75,71.0,2563,345,809,0.426,129.0,343.0,0.376,192,251,0.765,89.0,220.0,309.0,500,102.0,23.0,158.0,207,1011,Houston Rockets,34.17,17.68
Corey,Maggette,1894,2010-11,1610612749,MIL,31,67,18.0,1401,253,559,0.453,28.0,78.0,0.359,271,325,0.834,44.0,197.0,241.0,84,21.0,5.0,127.0,175,805,Milwaukee Bucks,20.91,16.73
Shawn,Marion,1890,2010-11,1610612742,DAL,33,80,27.0,2253,434,834,0.52,5.0,33.0,0.152,126,164,0.768,168.0,383.0,551.0,110,68.0,50.0,130.0,144,999,Dallas Mavericks,28.16,18.51
Cartier,Martin,201858,2010-11,1610612764,WAS,26,52,1.0,542,71,182,0.39,39.0,99.0,0.394,28,40,0.7,20.0,54.0,74.0,18,18.0,6.0,16.0,52,209,Washington Wizards,10.42,12.02
Kenyon,Martin,2030,2010-11,1610612743,DEN,33,48,48.0,1233,185,362,0.511,2.0,9.0,0.222,42,72,0.583,67.0,230.0,297.0,109,43.0,35.0,59.0,136,414,Denver Nuggets,25.69,15.91
Kevin,Martin,2755,2010-11,1610612745,HOU,28,80,80.0,2603,553,1267,0.436,176.0,459.0,0.383,594,669,0.888,28.0,230.0,258.0,198,80.0,15.0,184.0,155,1876,Houston Rockets,32.54,23.58
Wesley,Matthews,202083,2010-11,1610612757,POR,24,82,69.0,2758,440,979,0.449,154.0,378.0,0.407,266,315,0.844,48.0,210.0,258.0,164,102.0,9.0,138.0,195,1300,Portland Trail Blazers,33.63,14.86
Jason,Maxiell,101131,2010-11,1610612765,DET,28,57,14.0,930,93,189,0.492,0.0,0.0,0.0,51,99,0.515,66.0,107.0,173.0,17,24.0,21.0,44.0,92,237,Detroit Pistons,16.32,9.36
Eric,Maynor,201953,2010-11,1610612760,OKC,24,82,0.0,1200,134,333,0.402,37.0,96.0,0.385,43,59,0.729,25.0,96.0,121.0,238,35.0,6.0,77.0,96,348,Oklahoma City Thunder,14.63,12.14
O.J.,Mayo,201564,2010-11,1610612763,MEM,23,71,17.0,1869,304,747,0.407,96.0,264.0,0.364,99,131,0.756,35.0,135.0,170.0,145,73.0,26.0,99.0,127,803,Memphis Grizzlies,26.32,13.18
Luc,Mbah a Moute,201601,2010-11,1610612749,MIL,24,79,52.0,2093,198,428,0.463,0.0,7.0,0.0,133,188,0.707,169.0,251.0,420.0,68,72.0,28.0,77.0,180,529,Milwaukee Bucks,26.49,11.7
Antonio,McDyess,686,2010-11,1610612759,SAS,36,73,16.0,1387,169,344,0.491,0.0,1.0,0.0,52,77,0.675,122.0,273.0,395.0,84,36.0,39.0,72.0,163,390,San Antonio Spurs,19.0,13.7
JaVale,McGee,201580,2010-11,1610612764,WAS,23,79,75.0,2193,332,604,0.55,0.0,3.0,0.0,134,230,0.583,223.0,411.0,634.0,38,41.0,193.0,102.0,232,798,Washington Wizards,27.76,17.41
Tracy,McGrady,1503,2010-11,1610612765,DET,32,72,39.0,1686,227,514,0.442,30.0,88.0,0.341,90,129,0.698,49.0,202.0,251.0,252,66.0,34.0,102.0,101,574,Detroit Pistons,23.42,14.54
Dominic,McGuire,201187,2010-11,1610612766,CHA,25,52,8.0,760,72,182,0.396,0.0,2.0,0.0,30,39,0.769,63.0,136.0,199.0,43,10.0,33.0,25.0,94,174,Charlotte Hornets,14.62,10.25
Josh,McRoberts,201177,2010-11,1610612754,IND,24,72,51.0,1597,211,386,0.547,23.0,60.0,0.383,88,119,0.739,109.0,273.0,382.0,150,47.0,57.0,93.0,165,533,Indiana Pacers,22.18,18.02
Jodie,Meeks,201975,2010-11,1610612755,PHI,23,74,64.0,2062,242,570,0.425,138.0,348.0,0.397,152,170,0.894,21.0,150.0,171.0,78,63.0,4.0,60.0,97,774,Philadelphia 76ers,27.86,13.66
CJ,Miles,101139,2010-11,1610612762,UTA,24,78,19.0,1969,366,899,0.407,109.0,339.0,0.322,159,196,0.811,54.0,201.0,255.0,135,74.0,38.0,93.0,221,1000,Utah Jazz,25.24,14.73
Darko,Milicic,2545,2010-11,1610612750,MIN,26,69,69.0,1686,271,578,0.469,0.0,0.0,0.0,64,115,0.557,133.0,227.0,360.0,104,54.0,140.0,151.0,229,606,Minnesota Timberwolves,24.43,13.62
Andre,Miller,1889,2010-11,1610612757,POR,35,81,81.0,2650,388,844,0.46,4.0,37.0,0.108,249,292,0.853,97.0,205.0,302.0,566,114.0,12.0,197.0,171,1029,Portland Trail Blazers,32.72,16.57
Brad,Miller,1802,2010-11,1610612745,HOU,35,60,5.0,1015,132,296,0.446,40.0,107.0,0.374,78,94,0.83,44.0,178.0,222.0,145,28.0,21.0,54.0,98,382,Houston Rockets,16.92,17.48
Mike,Miller,2034,2010-11,1610612748,MIA,31,41,2.0,838,81,202,0.401,43.0,118.0,0.364,23,34,0.676,38.0,146.0,184.0,51,20.0,2.0,41.0,88,228,Miami Heat,20.44,10.51
Patty,Mills,201988,2010-11,1610612757,POR,22,64,0.0,783,135,328,0.412,47.0,133.0,0.353,36,47,0.766,19.0,32.0,51.0,109,27.0,1.0,62.0,63,353,Portland Trail Blazers,12.23,12.9
Paul,Millsap,200794,2010-11,1610612762,UTA,26,76,76.0,2605,525,988,0.531,9.0,23.0,0.391,256,338,0.757,164.0,415.0,579.0,187,103.0,69.0,145.0,272,1315,Utah Jazz,34.28,19.57
Nazr,Mohammed,1737,2010-11,1610612766,CHA,33,51,30.0,851,159,317,0.502,0.0,1.0,0.0,52,88,0.591,94.0,158.0,252.0,17,14.0,46.0,51.0,121,370,Charlotte Hornets,17.07,16.31
Greg,Monroe,202328,2010-11,1610612765,DET,21,80,48.0,2222,303,550,0.551,0.0,1.0,0.0,145,233,0.622,248.0,353.0,601.0,105,93.0,45.0,81.0,196,751,Detroit Pistons,27.78,17.34
