FIRST_NAME,LAST_NAME,P_ID,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,GS,MIN,FGM,FGA,FG%,FG3M,FG3A,FG3%,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,TEAM,MPG,factor,vop,drbp,uPER,T_PACE,L_PACE,adjustment,aPER,PER
Jeff,Adrien,202399,2012-13,1610612766,CHA,27,52,5.0,713,72,168,0.429,0.0,2.0,0.0,65,100,0.65,68.0,128.0,196.0,36,18.0,27.0,32.0,80,209,Charlotte Hornets,13.71,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.2857271259037403,8284349.667170592,7838524.083985833,0.9461846009528683,0.27035060660464044,12.57
Arron,Afflalo,201167,2012-13,1610612753,ORL,27,64,64.0,2307,397,905,0.439,72.0,240.0,0.3,191,223,0.857,29.0,210.0,239.0,206,40.0,11.0,138.0,137,1057,Orlando Magic,36.05,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.30408468282769613,7593542.080693209,7838524.083985833,1.0322618878896448,0.31389502877404146,14.59
LaMarcus,Aldridge,200746,2012-13,1610612757,POR,27,74,74.0,2790,638,1318,0.484,2.0,14.0,0.143,282,348,0.81,175.0,495.0,670.0,192,62.0,91.0,143.0,187,1560,Portland Trail Blazers,37.7,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.4611455213322741,8000551.050714988,7838524.083985833,0.9797480241420777,0.4518064133672639,21.0
Lavoy,Allen,202730,2012-13,1610612755,PHI,24,79,37.0,1669,206,454,0.454,0.0,1.0,0.0,43,60,0.717,159.0,236.0,395.0,73,24.0,55.0,55.0,180,455,Philadelphia 76ers,21.13,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.25868475772215166,7786360.607366806,7838524.083985833,1.0066993399419075,0.26041777485192236,12.11
Ray,Allen,951,2012-13,1610612748,MIA,37,79,0.0,2035,292,651,0.449,139.0,332.0,0.419,140,158,0.886,40.0,177.0,217.0,135,67.0,15.0,103.0,129,863,Miami Heat,25.76,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.32304098746846166,7847617.414345099,7838524.083985833,0.9988412622737389,0.3226666676891533,15.0
Tony,Allen,2754,2012-13,1610612763,MEM,31,79,79.0,2109,284,638,0.445,3.0,24.0,0.125,134,187,0.717,121.0,242.0,363.0,98,119.0,44.0,94.0,211,705,Memphis Grizzlies,26.7,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.2865593516803303,7939086.1706992015,7838524.083985833,0.9873332919493288,0.28292958803340595,13.15
Al-Farouq,Aminu,202329,2012-13,1610612740,NOP,22,76,71.0,2066,225,474,0.475,4.0,19.0,0.211,101,137,0.737,139.0,446.0,585.0,103,92.0,51.0,116.0,153,555,New Orleans Pelicans,27.18,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.28734718738061626,7954224.48611005,7838524.083985833,0.9854542196632422,0.28316749831259264,13.16
Chris,Andersen,2365,2012-13,1610612748,MIA,34,42,0.0,624,71,123,0.577,2.0,3.0,0.667,63,93,0.677,57.0,115.0,172.0,17,16.0,44.0,24.0,89,207,Miami Heat,14.86,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.36647011087405534,7847617.414345099,7838524.083985833,0.9988412622737389,0.3660454681310385,17.02
Alan,Anderson,101187,2012-13,1610612761,TOR,30,65,2.0,1495,236,616,0.383,95.0,285.0,0.333,126,147,0.857,34.0,114.0,148.0,103,48.0,7.0,80.0,131,693,Toronto Raptors,23.0,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.2857874234990757,8113673.425579502,7838524.083985833,0.9660881912345373,0.27609585504580075,12.83
Ryan,Anderson,201583,2012-13,1610612740,NOP,25,81,22.0,2503,472,1115,0.423,213.0,557.0,0.382,152,180,0.844,191.0,328.0,519.0,97,42.0,31.0,97.0,179,1309,New Orleans Pelicans,30.9,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.393016394517464,7954224.48611005,7838524.083985833,0.9854542196632422,0.38729966437406843,18.0
Carmelo,Anthony,2546,2012-13,1610612752,NYK,29,67,67.0,2482,669,1489,0.449,157.0,414.0,0.379,425,512,0.83,134.0,326.0,460.0,171,52.0,32.0,175.0,205,1920,New York Knicks,37.04,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.5374833688749544,8347588.889721011,7838524.083985833,0.939016545680391,0.5047057764016191,23.46
Joel,Anthony,201202,2012-13,1610612748,MIA,30,62,3.0,566,35,68,0.515,0.0,0.0,0.0,17,28,0.607,45.0,70.0,115.0,13,13.0,42.0,22.0,49,87,Miami Heat,9.13,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.2176632239729701,7847617.414345099,7838524.083985833,0.9988412622737389,0.217411009383733,10.11
Trevor,Ariza,2772,2012-13,1610612764,WAS,28,56,15.0,1471,188,451,0.417,76.0,209.0,0.364,78,95,0.821,44.0,222.0,266.0,113,72.0,20.0,84.0,72,530,Washington Wizards,26.27,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.31059703994822246,7475106.253752258,7838524.083985833,1.0486170788610734,0.32569736073340116,15.14
Darrell,Arthur,201589,2012-13,1610612763,MEM,25,59,3.0,970,162,359,0.451,5.0,18.0,0.278,33,46,0.717,68.0,101.0,169.0,33,24.0,33.0,43.0,126,362,Memphis Grizzlies,16.44,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.27059722398163577,7939086.1706992015,7838524.083985833,0.9873332919493288,0.26716964794613834,12.42
Omer,Asik,201600,2012-13,1610612745,HOU,26,82,82.0,2464,332,614,0.541,0.0,1.0,0.0,168,299,0.562,275.0,681.0,956.0,75,46.0,87.0,173.0,223,832,Houston Rockets,30.05,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.3424877887704837,7752176.913449414,7838524.083985833,1.0111384416919864,0.3463025690359211,16.1
D.J.,Augustin,201571,2012-13,1610612754,IND,25,76,5.0,1226,103,294,0.35,67.0,190.0,0.353,83,99,0.838,20.0,71.0,91.0,170,34.0,3.0,68.0,64,356,Indiana Pacers,16.13,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.23277450777173458,7394215.459860035,7838524.083985833,1.0600886769580566,0.24676161997330098,11.47
Gustavo,Ayon,202970,2012-13,1610612753,ORL,28,43,3.0,571,67,125,0.536,0.0,0.0,0.0,19,38,0.5,40.0,100.0,140.0,59,13.0,13.0,38.0,83,153,Orlando Magic,13.35,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.2632173950430471,7593542.080693209,7838524.083985833,1.0322618878896448,0.27170928513253023,12.63
Luke,Babbitt,202337,2012-13,1610612757,POR,24,62,0.0,730,86,234,0.368,62.0,178.0,0.348,10,13,0.769,15.0,122.0,137.0,29,14.0,5.0,22.0,82,244,Portland Trail Blazers,11.77,0.044886102051259154,1.0429109288212433,0.7363062013126418,0.2158713487033808,8000551.050714988,7838524.083985833,0.9797480241420777,0.21149952736102282,9.83
