FIRST_NAME,LAST_NAME,P_ID,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,GS,MIN,FGM,FGA,FG%,FG3M,FG3A,FG3%,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,TEAM,MPG,factor,vop,drbp,uPER,T_PACE,L_PACE,adjustment,aPER,PER
Renaldo,Balkman,200764,2007-08,1610612752,NYK,23,65,0.0,952,91,186,0.489,1.0,12.0,0.083,41,95,0.432,83.0,133.0,216.0,40,44.0,30.0,37.0,132,224,New York Knicks,14.65,0.04939739835891369,1.059112008364719,0.735863471644349,0.24595171470366903,7774720.515428084,7752167.575575488,0.9970991960665541,0.24523825700221885,11.49
Leandro,Barbosa,2571,2007-08,1610612756,PHX,25,82,12.0,2421,472,1021,0.462,164.0,422.0,0.389,175,213,0.822,40.0,191.0,231.0,216,75.0,18.0,117.0,195,1283,Phoenix Suns,29.52,0.04939739835891369,1.059112008364719,0.735863471644349,0.38550446104830116,7446025.294245299,7752167.575575488,1.041114859167453,0.401354422672727,18.8
Andrea,Bargnani,200745,2007-08,1610612761,TOR,22,78,53.0,1861,280,725,0.386,90.0,261.0,0.345,142,169,0.84,50.0,238.0,288.0,89,23.0,37.0,88.0,211,792,Toronto Raptors,23.86,0.04939739835891369,1.059112008364719,0.735863471644349,0.2470362004069274,7804097.317750262,7752167.575575488,0.9933458361601076,0.24539238105503522,11.49
Matt,Barnes,2440,2007-08,1610612744,GSW,28,73,18.0,1414,187,442,0.423,53.0,181.0,0.293,59,79,0.747,94.0,230.0,324.0,139,48.0,36.0,85.0,159,486,Golden State Warriors,19.37,0.04939739835891369,1.059112008364719,0.735863471644349,0.3044617320766672,7913579.789149686,7752167.575575488,0.9796031356383731,0.29825166742419346,13.97
Earl,Barron,2853,2007-08,1610612748,MIA,26,46,15.0,889,132,327,0.404,1.0,13.0,0.077,61,87,0.701,67.0,131.0,198.0,29,19.0,8.0,48.0,114,326,Miami Heat,19.33,0.04939739835891369,1.059112008364719,0.735863471644349,0.22079083937161983,8448896.064707655,7752167.575575488,0.9175361510194793,0.20258357693739618,9.49
Brent,Barry,699,2007-08,1610612759,SAS,36,31,1.0,554,77,160,0.481,48.0,112.0,0.429,19,20,0.95,12.0,43.0,55.0,54,17.0,3.0,18.0,43,221,San Antonio Spurs,17.87,0.04939739835891369,1.059112008364719,0.735863471644349,0.3519492470923318,7441339.654687392,7752167.575575488,1.0417704251266506,0.3666503167663831,17.17
Brandon,Bass,101138,2007-08,1610612742,DAL,23,79,1.0,1557,246,493,0.499,0.0,4.0,0.0,162,197,0.822,120.0,227.0,347.0,58,22.0,48.0,82.0,150,654,Dallas Mavericks,19.71,0.04939739835891369,1.059112008364719,0.735863471644349,0.3473678552795596,7748198.799197104,7752167.575575488,1.0005122192242661,0.3475457837729259,16.28
Shane,Battier,2203,2007-08,1610612745,HOU,29,80,78.0,2907,265,619,0.428,139.0,369.0,0.377,75,101,0.743,131.0,276.0,407.0,155,77.0,90.0,78.0,196,744,Houston Rockets,36.34,0.04939739835891369,1.059112008364719,0.735863471644349,0.24886410569065986,7497070.015401701,7752167.575575488,1.034026300894846,0.257332030632817,12.05
Charlie,Bell,2294,2007-08,1610612749,MIL,29,68,5.0,1628,185,486,0.381,74.0,217.0,0.341,70,87,0.805,31.0,136.0,167.0,210,52.0,2.0,76.0,121,514,Milwaukee Bucks,23.94,0.04939739835891369,1.059112008364719,0.735863471644349,0.24303250744660415,8115489.777977217,7752167.575575488,0.9552310196498963,0.23215218989629072,10.87
Raja,Bell,1952,2007-08,1610612756,PHX,31,75,75.0,2646,317,753,0.421,176.0,439.0,0.401,79,91,0.868,47.0,227.0,274.0,168,54.0,27.0,65.0,220,889,Phoenix Suns,35.28,0.04939739835891369,1.059112008364719,0.735863471644349,0.25224721133369005,7446025.294245299,7752167.575575488,1.041114859167453,0.2626183199030575,12.3
Mike,Bibby,1710,2007-08,1610612737,ATL,30,33,32.0,1100,170,411,0.414,69.0,187.0,0.369,55,69,0.797,5.0,99.0,104.0,215,35.0,2.0,81.0,63,464,Atlanta Hawks,32.77,0.04939739835891369,1.059112008364719,0.735863471644349,0.3315165486511768,7882330.398695591,7752167.575575488,0.9834867587964032,0.326042135920316,15.27
Andris,Biedrins,2740,2007-08,1610612744,GSW,22,76,59.0,2078,340,543,0.626,0.0,0.0,0.0,116,187,0.62,256.0,488.0,744.0,75,56.0,94.0,85.0,262,796,Golden State Warriors,27.34,0.04939739835891369,1.059112008364719,0.735863471644349,0.4444927356432256,7913579.789149686,7752167.575575488,0.9796031356383731,0.43542647760458225,20.4
Chauncey,Billups,1497,2007-08,1610612765,DET,31,78,78.0,2522,393,877,0.448,137.0,342.0,0.401,401,437,0.918,42.0,170.0,212.0,529,101.0,17.0,160.0,130,1324,Detroit Pistons,32.33,0.04939739835891369,1.059112008364719,0.735863471644349,0.48268332937299735,8030034.2975925105,7752167.575575488,0.9653965709585661,0.46598083103555576,21.83
Steve,Blake,2581,2007-08,1610612757,POR,28,81,78.0,2424,261,640,0.408,121.0,298.0,0.406,49,64,0.766,31.0,164.0,195.0,413,55.0,4.0,113.0,133,692,Portland Trail Blazers,29.93,0.04939739835891369,1.059112008364719,0.735863471644349,0.2545573028392955,7712524.801730676,7752167.575575488,1.0051400513922388,0.2558657404581592,11.99
Andray,Blatche,101154,2007-08,1610612764,WAS,21,82,15.0,1675,254,536,0.474,3.0,13.0,0.231,107,154,0.695,164.0,261.0,425.0,92,53.0,114.0,112.0,258,618,Washington Wizards,20.43,0.04939739835891369,1.059112008364719,0.735863471644349,0.33334466741481256,7914660.588841408,7752167.575575488,0.9794693642965545,0.32650088948443284,15.29
Mark,Blount,1548,2007-08,1610612748,MIA,32,69,46.0,1542,238,515,0.462,17.0,44.0,0.386,88,138,0.638,69.0,194.0,263.0,41,33.0,34.0,70.0,133,581,Miami Heat,22.35,0.04939739835891369,1.059112008364719,0.735863471644349,0.2621260689147958,8448896.064707655,7752167.575575488,0.9175361510194793,0.2405101443539485,11.27
Keith,Bogans,2586,2007-08,1610612753,ORL,28,82,35.0,2198,241,588,0.41,148.0,409.0,0.362,81,110,0.736,42.0,224.0,266.0,104,59.0,10.0,53.0,164,711,Orlando Magic,26.8,0.04939739835891369,1.059112008364719,0.735863471644349,0.2430042756751137,7339446.253322586,7752167.575575488,1.0562333053486237,0.2566692093101735,12.02
Andrew,Bogut,101106,2007-08,1610612749,MIL,23,78,78.0,2720,465,910,0.511,0.0,7.0,0.0,189,322,0.587,245.0,518.0,763.0,199,64.0,135.0,172.0,254,1119,Milwaukee Bucks,34.87,0.04939739835891369,1.059112008364719,0.735863471644349,0.38844050381122175,8115489.777977217,7752167.575575488,0.9552310196498963,0.3710504185289128,17.38
Matt,Bonner,2588,2007-08,1610612759,SAS,28,68,3.0,853,121,291,0.416,46.0,137.0,0.336,38,44,0.864,53.0,139.0,192.0,32,14.0,17.0,39.0,111,326,San Antonio Spurs,12.54,0.04939739835891369,1.059112008364719,0.735863471644349,0.2721110034185366,7441339.654687392,7752167.575575488,1.0417704251266506,0.28347719571296837,13.28
Josh,Boone,200767,2007-08,1610612751,BKN,23,70,53.0,1773,238,434,0.548,0.0,0.0,0.0,99,217,0.456,192.0,317.0,509.0,55,36.0,61.0,68.0,155,575,Brooklyn Nets,25.33,0.04939739835891369,1.059112008364719,0.735863471644349,0.3319637675870594,7983645.252146713,7752167.575575488,0.971006016767969,0.3223388156759984,15.1
Carlos,Boozer,2430,2007-08,1610612762,UTA,26,81,81.0,2827,709,1297,0.547,0.0,1.0,0.0,290,393,0.738,197.0,647.0,844.0,233,100.0,41.0,210.0,293,1708,Utah Jazz,34.9,0.04939739835891369,1.059112008364719,0.735863471644349,0.5138422883911445,7750025.899433676,7752167.575575488,1.000276344385116,0.5139842858223765,24.08
Chris,Bosh,2547,2007-08,1610612761,TOR,24,67,67.0,2425,507,1027,0.494,10.0,25.0,0.4,472,559,0.844,174.0,409.0,583.0,171,63.0,67.0,153.0,157,1496,Toronto Raptors,36.19,0.04939739835891369,1.059112008364719,0.735863471644349,0.5180125056977777,7804097.317750262,7752167.575575488,0.9933458361601076,0.5145655656137514,24.1
Bruce,Bowen,1477,2007-08,1610612759,SAS,37,81,81.0,2448,174,428,0.407,90.0,215.0,0.419,45,69,0.652,33.0,201.0,234.0,91,54.0,22.0,46.0,177,483,San Antonio Spurs,30.22,0.04939739835891369,1.059112008364719,0.735863471644349,0.15128315392331146,7441339.654687392,7752167.575575488,1.0417704251266506,0.1576023155771887,7.38
Ryan,Bowen,1763,2007-08,1610612740,NOP,32,53,4.0,660,49,100,0.49,0.0,1.0,0.0,16,29,0.552,55.0,45.0,100.0,25,32.0,11.0,15.0,77,114,New Orleans Pelicans,12.45,0.04939739835891369,1.059112008364719,0.735863471644349,0.20751371059929424,7594882.072269585,7752167.575575488,1.020709406914978,0.21181119647253202,9.92
Earl,Boykins,1863,2007-08,1610612766,CHA,32,36,0.0,577,61,172,0.355,14.0,44.0,0.318,49,59,0.831,9.0,25.0,34.0,96,13.0,0.0,41.0,21,185,Charlotte Hornets,16.03,0.04939739835891369,1.059112008364719,0.735863471644349,0.2228304858339192,7942181.759754667,7752167.575575488,0.9760753165909604,0.2174993370064602,10.19
Corey,Brewer,201147,2007-08,1610612750,MIN,22,79,35.0,1803,182,486,0.374,7.0,36.0,0.194,88,110,0.8,82.0,210.0,292.0,111,76.0,25.0,89.0,188,459,Minnesota Timberwolves,22.82,0.04939739835891369,1.059112008364719,0.735863471644349,0.18580038678249827,7908463.731889463,7752167.575575488,0.9802368498342175,0.1821283858376553,8.53
Ronnie,Brewer,200758,2007-08,1610612762,UTA,23,76,76.0,2088,354,634,0.558,11.0,50.0,0.22,195,257,0.759,97.0,121.0,218.0,134,129.0,19.0,69.0,110,914,Utah Jazz,27.47,0.04939739835891369,1.059112008364719,0.735863471644349,0.419176600803644,7750025.899433676,7752167.575575488,1.000276344385116,0.41929243790364806,19.64
Aaron,Brooks,201166,2007-08,1610612745,HOU,23,51,0.0,608,93,225,0.413,36.0,109.0,0.33,42,49,0.857,13.0,43.0,56.0,87,13.0,5.0,44.0,69,264,Houston Rockets,11.92,0.04939739835891369,1.059112008364719,0.735863471644349,0.2923588159809748,7497070.015401701,7752167.575575488,1.034026300894846,0.3023067050228044,14.16
Devin,Brown,2484,2007-08,1610612739,CLE,29,78,20.0,1762,217,531,0.409,45.0,146.0,0.308,107,142,0.754,65.0,198.0,263.0,175,52.0,7.0,99.0,144,586,Cleveland Cavaliers,22.59,0.04939739835891369,1.059112008364719,0.735863471644349,0.2485160396543381,7602075.288197431,7752167.575575488,1.019743593911926,0.25342263942187343,11.87
Kwame,Brown,2198,2007-08,1610612747,LAL,26,23,14.0,509,53,103,0.515,0.0,0.0,0.0,26,64,0.406,31.0,100.0,131.0,28,16.0,19.0,37.0,58,132,Los Angeles Lakers,18.76,0.04939739835891369,1.059112008364719,0.735863471644349,0.2279023381242847,7443444.581338515,7752167.575575488,1.0414758235738026,0.23735477529238466,11.12
Kobe,Bryant,977,2007-08,1610612747,LAL,29,82,82.0,3192,775,1690,0.459,150.0,415.0,0.361,623,742,0.84,94.0,423.0,517.0,441,151.0,40.0,257.0,227,2323,Los Angeles Lakers,38.93,0.04939739835891369,1.059112008364719,0.735863471644349,0.5629956587409414,7443444.581338515,7752167.575575488,1.0414758235738026,0.5863463673556975,27.47
Greg,Buckner,1761,2007-08,1610612750,MIN,31,31,4.0,520,45,117,0.385,15.0,50.0,0.3,19,22,0.864,10.0,55.0,65.0,39,21.0,2.0,29.0,63,124,Minnesota Timberwolves,16.77,0.04939739835891369,1.059112008364719,0.735863471644349,0.16012513273558873,7908463.731889463,7752167.575575488,0.9802368498342175,0.15696055569201944,7.35
Caron,Butler,2406,2007-08,1610612764,WAS,28,58,58.0,2314,439,943,0.466,66.0,185.0,0.357,236,262,0.901,93.0,295.0,388.0,284,128.0,20.0,150.0,160,1180,Washington Wizards,39.9,0.04939739835891369,1.059112008364719,0.735863471644349,0.4420455256588046,7914660.588841408,7752167.575575488,0.9794693642965545,0.43297005000716565,20.28
Rasual,Butler,2446,2007-08,1610612740,NOP,29,51,8.0,875,91,260,0.35,44.0,133.0,0.331,26,31,0.839,16.0,84.0,100.0,36,15.0,21.0,10.0,66,252,New Orleans Pelicans,17.16,0.04939739835891369,1.059112008364719,0.735863471644349,0.19535205011695234,7594882.072269585,7752167.575575488,1.020709406914978,0.19939767521449947,9.34
Andrew,Bynum,101115,2007-08,1610612747,LAL,20,35,25.0,1008,189,297,0.636,0.0,0.0,0.0,82,118,0.695,105.0,251.0,356.0,61,12.0,72.0,52.0,98,460,Los Angeles Lakers,28.8,0.04939739835891369,1.059112008364719,0.735863471644349,0.5141682900834693,7443444.581338515,7752167.575575488,1.0414758235738026,0.5354938433702151,25.08
Jose,Calderon,101181,2007-08,1610612761,TOR,26,82,56.0,2484,367,707,0.519,79.0,184.0,0.429,109,120,0.908,34.0,202.0,236.0,678,87.0,6.0,126.0,134,922,Toronto Raptors,30.29,0.04939739835891369,1.059112008364719,0.735863471644349,0.43480827051721044,7804097.317750262,7752167.575575488,0.9933458361601076,0.4319149850462487,20.23
Marcus,Camby,948,2007-08,1610612743,DEN,34,79,79.0,2758,286,635,0.45,6.0,20.0,0.3,143,202,0.708,230.0,807.0,1037.0,259,85.0,285.0,118.0,216,721,Denver Nuggets,34.91,0.04939739835891369,1.059112008364719,0.735863471644349,0.39484156882721333,7392772.555594835,7752167.575575488,1.048614375361604,0.41403654506254406,19.39
Rodney,Carney,200760,2007-08,1610612755,PHI,24,70,6.0,1039,158,392,0.403,38.0,120.0,0.317,55,81,0.679,50.0,99.0,149.0,32,39.0,23.0,34.0,96,409,Philadelphia 76ers,14.84,0.04939739835891369,1.059112008364719,0.735863471644349,0.2729495744503253,7843609.278384683,7752167.575575488,0.9883418845121227,0.26976749678901646,12.64
Matt,Carroll,2679,2007-08,1610612766,CHA,27,80,18.0,2016,252,589,0.428,105.0,241.0,0.436,111,138,0.804,33.0,193.0,226.0,73,46.0,19.0,58.0,187,720,Charlotte Hornets,25.2,0.04939739835891369,1.059112008364719,0.735863471644349,0.24346977941370845,7942181.759754667,7752167.575575488,0.9760753165909604,0.23764484202156677,11.13
Anthony,Carter,1853,2007-08,1610612743,DEN,33,70,67.0,1960,218,476,0.458,45.0,129.0,0.349,64,85,0.753,27.0,173.0,200.0,388,107.0,28.0,124.0,172,545,Denver Nuggets,28.0,0.04939739835891369,1.059112008364719,0.735863471644349,0.3020908732557802,7392772.555594835,7752167.575575488,1.048614375361604,0.31677683236155146,14.84
Vince,Carter,1713,2007-08,1610612751,BKN,31,76,72.0,2959,587,1287,0.456,98.0,273.0,0.359,350,429,0.816,112.0,341.0,453.0,389,93.0,33.0,181.0,241,1622,Brooklyn Nets,38.93,0.04939739835891369,1.059112008364719,0.735863471644349,0.43009928297399636,7983645.252146713,7752167.575575488,0.971006016767969,0.4176289915753398,19.56
Sam,Cassell,208,2007-08,1610612746,LAC,38,38,33.0,975,183,402,0.455,14.0,54.0,0.259,106,119,0.891,12.0,93.0,105.0,179,28.0,3.0,78.0,69,486,Los Angeles Clippers,23.16,0.04939739835891369,1.059112008364719,0.735863471644349,0.38230095024049526,8091388.000410665,7752167.575575488,0.9580763615812318,0.3662735034354612,17.16
Tyson,Chandler,2199,2007-08,1610612740,NOP,25,79,79.0,2783,377,605,0.623,0.0,1.0,0.0,175,295,0.593,322.0,606.0,928.0,81,45.0,84.0,136.0,243,929,New Orleans Pelicans,35.23,0.04939739835891369,1.059112008364719,0.735863471644349,0.37069488299639414,7594882.072269585,7752167.575575488,1.020709406914978,0.3783717541696666,17.72
Wilson,Chandler,201163,2007-08,1610612752,NYK,21,35,16.0,685,106,242,0.438,9.0,30.0,0.3,34,54,0.63,38.0,89.0,127.0,33,15.0,16.0,27.0,83,255,New York Knicks,19.57,0.04939739835891369,1.059112008364719,0.735863471644349,0.2650902140578609,7774720.515428084,7752167.575575488,0.9970991960665541,0.2643212393222038,12.38
Josh,Childress,2735,2007-08,1610612737,ATL,25,76,0.0,2274,327,573,0.571,22.0,60.0,0.367,222,275,0.807,174.0,199.0,373.0,117,71.0,43.0,98.0,129,898,Atlanta Hawks,29.92,0.04939739835891369,1.059112008364719,0.735863471644349,0.38687186015728947,7882330.398695591,7752167.575575488,0.9834867587964032,0.380483351815628,17.82
Jarron,Collins,2260,2007-08,1610612762,UTA,29,70,9.0,702,36,82,0.439,0.0,1.0,0.0,46,74,0.622,40.0,76.0,116.0,37,10.0,6.0,22.0,106,118,Utah Jazz,10.03,0.04939739835891369,1.059112008364719,0.735863471644349,0.1359285632489304,7750025.899433676,7752167.575575488,1.000276344385116,0.1359661263441611,6.37
Jason,Collins,2215,2007-08,1610612751,BKN,29,43,23.0,684,23,54,0.426,0.0,0.0,0.0,14,36,0.389,35.0,54.0,89.0,19,11.0,8.0,23.0,110,60,Brooklyn Nets,15.84,0.04939739835891369,1.059112008364719,0.735863471644349,0.04891393785321028,7983645.252146713,7752167.575575488,0.971006016767969,0.0474957279592817,2.22
Mardy,Collins,200776,2007-08,1610612752,NYK,23,46,8.0,634,57,175,0.326,8.0,32.0,0.25,23,38,0.605,19.0,56.0,75.0,89,24.0,8.0,56.0,56,145,New York Knicks,13.78,0.04939739835891369,1.059112008364719,0.735863471644349,0.1348201576875767,7774720.515428084,7752167.575575488,0.9970991960665541,0.13442907084384878,6.3
Nick,Collison,2555,2007-08,1610612760,OKC,27,78,35.0,2223,322,641,0.502,0.0,2.0,0.0,123,167,0.737,254.0,476.0,730.0,113,47.0,60.0,118.0,250,767,Oklahoma City Thunder,28.5,0.04939739835891369,1.059112008364719,0.735863471644349,0.3453503752238069,7556301.586603296,7752167.575575488,1.0259208803046513,0.35430216096314965,16.6
Mike,Conley,201144,2007-08,1610612763,MEM,20,53,46.0,1381,189,442,0.428,30.0,91.0,0.33,90,123,0.732,21.0,118.0,139.0,222,44.0,2.0,89.0,85,498,Memphis Grizzlies,26.06,0.04939739835891369,1.059112008364719,0.735863471644349,0.2864202876357419,7851173.918011313,7752167.575575488,0.9873896128821327,0.2828084169302443,13.25
Brian,Cook,2567,2007-08,1610612753,ORL,27,45,0.0,559,84,213,0.394,41.0,105.0,0.39,15,17,0.882,24.0,75.0,99.0,24,11.0,12.0,35.0,87,224,Orlando Magic,12.33,0.04939739835891369,1.059112008364719,0.735863471644349,0.22719536865625106,7339446.253322586,7752167.575575488,1.0562333053486237,0.23997131519569115,11.24
Daequan,Cook,201161,2007-08,1610612748,MIA,21,59,19.0,1441,196,514,0.381,79.0,238.0,0.332,47,57,0.825,20.0,157.0,177.0,75,23.0,9.0,63.0,157,518,Miami Heat,24.42,0.04939739835891369,1.059112008364719,0.735863471644349,0.1895536264330695,8448896.064707655,7752167.575575488,0.9175361510194793,0.1739223048091828,8.15
Jamal,Crawford,2037,2007-08,1610612752,NYK,28,80,80.0,3190,570,1391,0.41,176.0,494.0,0.356,329,381,0.864,37.0,170.0,207.0,398,81.0,17.0,192.0,144,1645,New York Knicks,39.88,0.04939739835891369,1.059112008364719,0.735863471644349,0.35313449103845956,7774720.515428084,7752167.575575488,0.9970991960665541,0.35211011711781975,16.49
Javaris,Crittenton,201159,2007-08,1610612763,MEM,20,28,0.0,508,72,180,0.4,9.0,34.0,0.265,53,76,0.697,20.0,69.0,89.0,33,12.0,2.0,33.0,35,206,Memphis Grizzlies,13.58,0.04939739835891369,1.059112008364719,0.735863471644349,0.25547608180866344,7851173.918011313,7752167.575575488,0.9873896128821327,0.2522544295177003,11.82
Eddy,Curry,2201,2007-08,1610612752,NYK,25,59,58.0,1530,297,544,0.546,0.0,0.0,0.0,187,300,0.623,111.0,164.0,275.0,32,14.0,29.0,126.0,157,781,New York Knicks,25.93,0.04939739835891369,1.059112008364719,0.735863471644349,0.34023867258754,7774720.515428084,7752167.575575488,0.9970991960665541,0.3392517069077876,15.89
Samuel,Dalembert,2223,2007-08,1610612755,PHI,28,82,82.0,2724,339,661,0.513,0.0,1.0,0.0,186,263,0.707,304.0,545.0,849.0,45,40.0,192.0,155.0,269,864,Philadelphia 76ers,33.22,0.04939739835891369,1.059112008364719,0.735863471644349,0.3327851301338299,7843609.278384683,7752167.575575488,0.9883418845121227,0.3289054826540814,15.41
Erick,Dampier,956,2007-08,1610612742,DAL,32,72,64.0,1755,178,277,0.643,0.0,0.0,0.0,84,146,0.575,207.0,332.0,539.0,63,24.0,106.0,80.0,226,440,Dallas Mavericks,24.38,0.04939739835891369,1.059112008364719,0.735863471644349,0.32083538306182113,7748198.799197104,7752167.575575488,1.0005122192242661,0.3209997211128502,15.04
Antonio,Daniels,1498,2007-08,1610612764,WAS,33,71,63.0,2161,205,447,0.459,17.0,74.0,0.23,170,219,0.776,23.0,180.0,203.0,340,69.0,2.0,91.0,78,597,Washington Wizards,30.44,0.04939739835891369,1.059112008364719,0.735863471644349,0.28380788196955375,7914660.588841408,7752167.575575488,0.9794693642965545,0.2779811257350704,13.02
Marquis,Daniels,2605,2007-08,1610612754,IND,27,74,1.0,1546,241,561,0.43,27.0,102.0,0.265,97,139,0.698,66.0,146.0,212.0,137,79.0,18.0,112.0,121,606,Indiana Pacers,20.89,0.04939739835891369,1.059112008364719,0.735863471644349,0.28574432437250463,7483716.471940949,7752167.575575488,1.0358713621288373,0.2959943625083307,13.87
Baron,Davis,1884,2007-08,1610612744,GSW,29,82,82.0,3196,650,1526,0.426,173.0,525.0,0.33,318,424,0.75,96.0,289.0,385.0,623,191.0,43.0,232.0,247,1791,Golden State Warriors,38.98,0.04939739835891369,1.059112008364719,0.735863471644349,0.46671597535649856,7913579.789149686,7752167.575575488,0.9796031356383731,0.45719643291174766,21.42
Glen,Davis,201175,2007-08,1610612738,BOS,22,69,1.0,940,107,221,0.484,0.0,0.0,0.0,99,150,0.66,95.0,113.0,208.0,28,31.0,20.0,65.0,160,313,Boston Celtics,13.62,0.04939739835891369,1.059112008364719,0.735863471644349,0.2515925663670678,7546749.313874642,7752167.575575488,1.0272194362310652,0.2584407741835062,12.11
Ricky,Davis,1729,2007-08,1610612748,MIA,28,82,47.0,2963,420,971,0.433,135.0,333.0,0.405,155,197,0.787,55.0,298.0,353.0,276,87.0,14.0,191.0,187,1130,Miami Heat,36.13,0.04939739835891369,1.059112008364719,0.735863471644349,0.26989204587835536,8448896.064707655,7752167.575575488,0.9175361510194793,0.2476357089659989,11.6
Carlos,Delfino,2568,2007-08,1610612761,TOR,25,82,0.0,1928,251,632,0.397,120.0,314.0,0.382,116,156,0.744,66.0,293.0,359.0,145,69.0,11.0,75.0,177,738,Toronto Raptors,23.51,0.04939739835891369,1.059112008364719,0.735863471644349,0.2975852582709041,7804097.317750262,7752167.575575488,0.9933458361601076,0.2956050772060328,13.85
Luol,Deng,2736,2007-08,1610612741,CHI,23,63,59.0,2128,429,896,0.479,8.0,22.0,0.364,204,265,0.77,136.0,258.0,394.0,155,57.0,29.0,120.0,117,1070,Chicago Bulls,33.78,0.04939739835891369,1.059112008364719,0.735863471644349,0.39629589742740323,7629040.808315997,7752167.575575488,1.016139219903671,0.4026918040629067,18.86
