FIRST_NAME,LAST_NAME,P_ID,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,GS,MIN,FGM,FGA,FG%,FG3M,FG3A,FG3%,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,TEAM,MPG,factor,vop,drbp,uPER,T_PACE,L_PACE,adjustment,aPER,PER
Arron,Afflalo,201167,2009-10,1610612743,DEN,24,82,75.0,2221,272,585,0.465,108.0,249.0,0.434,72,98,0.735,59.0,193.0,252.0,138,46.0,30.0,74.0,225,724,Denver Nuggets,27.09,0.04695819102352104,1.0594100428796709,0.7403190710433232,0.25131643666750925,8011840.748664856,7931862.962606936,0.9900175517004318,0.24880768333164413,11.48
LaMarcus,Aldridge,200746,2009-10,1610612757,POR,24,78,78.0,2922,579,1169,0.495,5.0,16.0,0.313,230,304,0.757,192.0,435.0,627.0,160,67.0,48.0,104.0,231,1393,Portland Trail Blazers,37.46,0.04695819102352104,1.0594100428796709,0.7403190710433232,0.39525498632332545,8156428.037946539,7931862.962606936,0.9724677181856017,0.3843727146513255,17.73
Ray,Allen,951,2009-10,1610612738,BOS,34,80,80.0,2819,464,973,0.477,145.0,399.0,0.363,231,253,0.913,45.0,208.0,253.0,210,64.0,25.0,129.0,182,1304,Boston Celtics,35.24,0.04695819102352104,1.0594100428796709,0.7403190710433232,0.3460731610017472,8136469.782006521,7931862.962606936,0.9748531212084061,0.33737050116901246,15.56
Tony,Allen,2754,2009-10,1610612738,BOS,28,54,8.0,889,129,253,0.51,0.0,5.0,0.0,72,119,0.605,52.0,93.0,145.0,72,59.0,19.0,66.0,109,330,Boston Celtics,16.46,0.04695819102352104,1.0594100428796709,0.7403190710433232,0.3206982389867999,8136469.782006521,7931862.962606936,0.9748531212084061,0.3126336792423212,14.42
Rafer,Alston,1747,2009-10,1610612751,BKN,33,27,13.0,766,95,277,0.343,28.0,87.0,0.322,44,54,0.815,9.0,66.0,75.0,104,27.0,5.0,61.0,50,262,Brooklyn Nets,27.33,0.04695819102352104,1.0594100428796709,0.7403190710433232,0.19996264370034117,8215001.363172787,7931862.962606936,0.9655339800873145,0.19307072724077198,8.91
Rafer,Alston,1747,2009-10,1610612748,MIA,33,25,25.0,655,60,169,0.355,30.0,81.0,0.37,15,27,0.556,4.0,50.0,54.0,72,23.0,5.0,34.0,53,165,Miami Heat,27.33,0.04695819102352104,1.0594100428796709,0.7403190710433232,0.16783283931082293,7812543.7799649425,7931862.962606936,1.0152727697920854,0.17039611162916918,7.86
Lou,Amundson,200811,2009-10,1610612756,PHX,27,79,0.0,1168,152,276,0.551,0.0,1.0,0.0,67,123,0.545,128.0,218.0,346.0,31,24.0,73.0,57.0,169,371,Phoenix Suns,14.78,0.04695819102352104,1.0594100428796709,0.7403190710433232,0.3279393043259933,7682608.078460738,7931862.962606936,1.03244404525138,0.3385789819552518,15.62
Chris,Andersen,2365,2009-10,1610612743,DEN,31,76,0.0,1695,142,251,0.566,0.0,3.0,0.0,164,236,0.695,147.0,336.0,483.0,33,42.0,143.0,59.0,171,448,Denver Nuggets,22.3,0.04695819102352104,1.0594100428796709,0.7403190710433232,0.3403428008374212,8011840.748664856,7931862.962606936,0.9900175517004318,0.3369453464239314,15.54
David,Andersen,2431,2009-10,1610612745,HOU,30,63,0.0,891,147,340,0.432,27.0,78.0,0.346,46,67,0.687,54.0,154.0,208.0,44,15.0,12.0,37.0,119,367,Houston Rockets,14.14,0.04695819102352104,1.0594100428796709,0.7403190710433232,0.2870588337680902,8126826.023227892,7931862.962606936,0.9760099379433351,0.2801722745320799,12.92
Ryan,Anderson,201583,2009-10,1610612753,ORL,22,63,6.0,911,169,388,0.436,78.0,211.0,0.37,71,82,0.866,70.0,132.0,202.0,37,25.0,14.0,56.0,81,487,Orlando Magic,14.46,0.04695819102352104,1.0594100428796709,0.7403190710433232,0.4008660716470377,7367164.910577723,7931862.962606936,1.0766506599056067,0.4315927205725513,19.91
