TEAM,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PER,SEASON,Playoff,Quarter,Semi,Final,Champion,SCORE,W,L,WIN%,GB,CONF,DIV,HOME,ROAD,OT,TEAM_ID,ELO
Chicago Bulls,2686,6303,328.0,946.0,1385,1860,885.0,2190.0,3075.0,1789,659.0,356.0,1156.0,1806,7085,12.06,2000-01,0,0,0,0,0,,15,67,0.183,41  ,13-41,4-24 ,10-31,5-36 ,1-3 ,1610612741,1152.8115066105977
Cleveland Cavaliers,2823,6343,217.0,652.0,1519,1982,992.0,2379.0,3371.0,1619,620.0,425.0,1261.0,1818,7382,14.13,2000-01,0,0,0,0,0,,30,52,0.366,26  ,22-32,11-17,20-21,10-31,1-4 ,1610612739,1256.7628562881414
Dallas Mavericks,2751,5933,500.0,1293.0,1438,1756,660.0,2218.0,2878.0,1622,535.0,431.0,967.0,1526,7440,16.43,2000-01,1,1,0,0,0,10.0,53,29,0.646,5   ,30-22,14-10,28-13,25-16,3-1 ,1610612742,1543.187718398612
Denver Nuggets,2858,6555,492.0,1377.0,1395,1870,986.0,2458.0,3444.0,1888,520.0,518.0,1023.0,1686,7603,16.65,2000-01,0,0,0,0,0,,40,42,0.488,18  ,27-25,13-11,29-12,11-30,2-2 ,1610612743,1377.7144937692606
Detroit Pistons,2871,6756,378.0,1067.0,1591,2205,1087.0,2579.0,3666.0,1616,596.0,441.0,1243.0,1901,7711,14.7,2000-01,0,0,0,0,0,,32,50,0.39,24  ,25-29,16-12,18-23,14-27,2-5 ,1610612765,1311.7217693095158
Golden State Warriors,2668,6501,252.0,861.0,1269,1825,1225.0,2131.0,3356.0,1632,678.0,383.0,1138.0,1493,6857,13.75,2000-01,0,0,0,0,0,,17,65,0.207,41  ,9-43 ,4-20 ,11-30,6-35 ,1-3 ,1610612744,1077.2061678891196
Houston Rockets,2873,6305,503.0,1406.0,1547,2029,892.0,2470.0,3362.0,1596,577.0,354.0,1117.0,1607,7796,16.34,2000-01,0,0,0,0,0,,45,37,0.549,13  ,20-32,11-13,24-17,21-20,2-2 ,1610612745,1468.328979877604
Indiana Pacers,2762,6265,392.0,1132.0,1501,1965,908.0,2540.0,3448.0,1701,541.0,482.0,1133.0,1868,7417,14.12,2000-01,1,0,0,0,0,8.0,41,41,0.5,15  ,29-25,15-13,26-15,15-26,5-5 ,1610612754,1414.510336688265
Los Angeles Clippers,2784,6155,349.0,1008.0,1364,1976,905.0,2447.0,3352.0,1535,461.0,508.0,1169.0,1704,7281,14.81,2000-01,0,0,0,0,0,,31,51,0.378,27  ,18-34,9-15 ,22-19,9-32 ,3-10,1610612746,1377.8970911920358
Los Angeles Lakers,2991,6410,424.0,1231.0,1558,2283,1050.0,2465.0,3515.0,1809,535.0,477.0,1082.0,1733,7964,15.38,2000-01,1,1,1,1,0,8.0,56,26,0.683,2   ,34-18,14-10,31-10,25-16,6-3 ,1610612747,1731.4514198171844
Memphis Grizzlies,2695,6108,306.0,879.0,1379,1798,875.0,2330.0,3205.0,1738,550.0,353.0,1176.0,1612,7075,13.42,2000-01,0,0,0,0,0,,23,59,0.28,35  ,11-41,2-22 ,15-26,8-33 ,1-2 ,1610612763,1212.340127085219
Miami Heat,2481,5768,464.0,1345.0,1327,1733,710.0,2220.0,2930.0,1582,592.0,246.0,981.0,1560,6753,13.12,2000-01,1,0,0,0,0,3.0,50,32,0.61,6   ,34-20,15-10,29-12,21-20,6-2 ,1610612748,1456.517578755855
Milwaukee Bucks,3032,6590,554.0,1447.0,1451,1828,931.0,2393.0,3324.0,1757,641.0,348.0,1040.0,1807,8069,15.79,2000-01,1,1,1,0,0,6.0,52,30,0.634,4   ,38-16,19-9 ,31-10,21-20,1-2 ,1610612749,1516.131614227296
Minnesota Timberwolves,2968,6429,267.0,750.0,1296,1640,957.0,2365.0,3322.0,1941,635.0,433.0,1006.0,1727,7499,16.03,2000-01,1,0,0,0,0,8.0,47,35,0.573,11  ,27-25,11-13,30-11,17-24,4-2 ,1610612750,1458.0339935568986
New York Knicks,2650,5867,372.0,1053.0,1287,1606,692.0,2362.0,3054.0,1465,508.0,321.0,1043.0,1678,6959,13.83,2000-01,1,0,0,0,0,4.0,48,34,0.585,8   ,32-22,16-9 ,30-11,18-23,6-2 ,1610612752,1412.882823912793
Oklahoma City Thunder,2981,6523,466.0,1167.0,1418,1938,961.0,2335.0,3296.0,1782,644.0,379.0,1175.0,1641,7846,15.74,2000-01,0,0,0,0,0,,44,38,0.537,14  ,27-25,17-7 ,26-15,18-23,3-2 ,1610612760,1482.2347730704498
Orlando Magic,2951,6708,471.0,1291.0,1444,2019,1060.0,2386.0,3446.0,1725,642.0,478.0,1163.0,2017,7817,14.77,2000-01,1,0,0,0,0,7.0,43,39,0.524,13  ,30-24,14-10,26-15,17-24,4-5 ,1610612753,1397.5100228973188
Philadelphia 76ers,2807,6244,240.0,734.0,1666,2225,1051.0,2515.0,3566.0,1625,662.0,400.0,1198.0,1579,7520,15.96,2000-01,1,1,1,1,1,28.0,56,26,0.683,--  ,40-14,18-6 ,29-12,27-14,3-3 ,1610612755,1520.7078470940137
Phoenix Suns,2792,6434,329.0,1036.0,1439,1893,890.0,2394.0,3284.0,1788,723.0,418.0,1128.0,1693,7352,14.25,2000-01,1,0,0,0,0,6.0,51,31,0.622,7   ,30-22,12-12,31-10,20-21,2-2 ,1610612756,1520.1896481241215
Portland Trail Blazers,2892,6158,363.0,1040.0,1402,1836,921.0,2372.0,3293.0,1834,649.0,407.0,1151.0,1660,7549,16.3,2000-01,1,0,0,0,0,7.0,50,32,0.61,8   ,26-26,12-12,28-13,22-19,2-1 ,1610612757,1404.7217213169984
Sacramento Kings,3078,6810,455.0,1287.0,1565,2032,979.0,2656.0,3635.0,1818,772.0,425.0,1156.0,1544,8176,18.28,2000-01,1,1,0,0,0,6.0,55,27,0.671,3   ,35-17,16-8 ,33-8 ,22-19,9-4 ,1610612758,1523.9849238119473
San Antonio Spurs,2794,6043,432.0,1057.0,1644,2279,853.0,2626.0,3479.0,1740,552.0,560.0,1066.0,1475,7664,16.72,2000-01,1,1,1,0,0,3.0,58,24,0.707,--  ,39-13,19-5 ,33-8 ,25-16,2-4 ,1610612759,1590.473936677531
Toronto Raptors,2880,6560,400.0,1077.0,1395,1865,1025.0,2348.0,3373.0,1957,560.0,494.0,983.0,1578,7555,16.55,2000-01,1,1,0,0,0,10.0,47,35,0.573,9   ,36-18,18-10,27-14,20-21,4-4 ,1610612761,1473.9512572526082
Utah Jazz,2768,5820,301.0,786.0,1610,2143,868.0,2235.0,3103.0,2013,623.0,442.0,1148.0,1872,7447,16.16,2000-01,1,0,0,0,0,4.0,53,29,0.646,5   ,31-21,14-10,28-13,25-16,2-2 ,1610612762,1479.5053676488303
Washington Wizards,2636,6002,252.0,786.0,1592,2084,921.0,2210.0,3131.0,1499,579.0,359.0,1220.0,1753,7116,14.18,2000-01,0,0,0,0,0,,19,63,0.232,37  ,13-41,3-21 ,12-29,7-34 ,0-0 ,1610612764,1161.4961277551763
Atlanta Hawks,2843,6403,241.0,753.0,1380,1852,1094.0,2456.0,3550.0,1432,448.0,446.0,1139.0,1594,7307,14.41,1999-00,0,0,0,0,0,,28,54,0.341,28  ,20-34,11-17,21-20,7-34 ,2-3 ,1610612737,1236.798674493198
Boston Celtics,2968,6667,407.0,1231.0,1583,2126,1064.0,2359.0,3423.0,1668,775.0,278.0,1184.0,2106,7926,14.95,1999-00,0,0,0,0,0,,35,47,0.427,21  ,24-30,12-12,26-15,9-32 ,0-1 ,1610612738,1349.9859498362437
Brooklyn Nets,2843,6604,472.0,1358.0,1534,1940,929.0,2138.0,3067.0,1612,687.0,352.0,986.0,1720,7692,14.24,1999-00,0,0,0,0,0,,31,51,0.378,25  ,21-33,9-16 ,22-19,9-32 ,1-4 ,1610612751,1259.9415333185773
Charlotte Hornets,2793,6177,322.0,949.0,1816,2378,818.0,2467.0,3285.0,1966,704.0,464.0,1100.0,1536,7724,17.31,1999-00,1,0,0,0,0,4.0,49,33,0.598,7   ,36-18,20-8 ,30-11,19-22,2-2 ,1610612766,1499.3147869001257
Chicago Bulls,2469,5933,335.0,1002.0,1423,2018,1007.0,2244.0,3251.0,1593,618.0,379.0,1388.0,1825,6696,11.19,1999-00,0,0,0,0,0,,17,65,0.207,39  ,13-41,5-23 ,12-29,5-36 ,1-3 ,1610612741,1158.2565920379122
Cleveland Cavaliers,2866,6456,327.0,876.0,1590,2122,946.0,2399.0,3345.0,1875,682.0,346.0,1324.0,2083,7649,14.49,1999-00,0,0,0,0,0,,32,50,0.39,24  ,20-34,8-20 ,22-19,10-31,3-4 ,1610612739,1297.6777447682166
Dallas Mavericks,3011,6614,489.0,1231.0,1347,1649,821.0,2230.0,3051.0,1706,563.0,408.0,992.0,1634,7858,15.26,1999-00,0,0,0,0,0,,40,42,0.488,27  ,28-24,12-12,22-19,18-23,2-0 ,1610612742,1492.6991433116095
Denver Nuggets,2865,6387,451.0,1315.0,1413,1948,959.0,2392.0,3351.0,1760,509.0,558.0,1141.0,1778,7594,15.32,1999-00,0,0,0,0,0,,35,47,0.427,32  ,22-30,10-14,25-16,10-31,5-2 ,1610612743,1322.0286786256486
Detroit Pistons,2887,6292,439.0,1212.0,1875,2394,820.0,2237.0,3057.0,1664,636.0,217.0,1173.0,1721,8088,14.67,1999-00,1,0,0,0,0,7.0,42,40,0.512,14  ,30-24,16-12,27-14,15-26,2-3 ,1610612765,1389.4579774251877
Golden State Warriors,2607,6144,300.0,932.0,1279,1839,1096.0,2029.0,3125.0,1605,634.0,316.0,1054.0,1607,6793,14.2,1999-00,0,0,0,0,0,,19,63,0.232,48  ,9-43 ,2-22 ,12-29,7-34 ,1-1 ,1610612744,1166.8576440257625
Houston Rockets,2877,6404,581.0,1625.0,1502,2026,906.0,2374.0,3280.0,1735,589.0,406.0,1294.0,1525,7837,15.97,1999-00,0,0,0,0,0,,34,48,0.415,33  ,23-29,8-16 ,22-19,12-29,2-3 ,1610612745,1377.0804778440404
Indiana Pacers,2995,6513,581.0,1474.0,1591,1951,810.0,2559.0,3369.0,1845,550.0,407.0,1093.0,1737,8162,16.67,1999-00,1,1,1,1,0,4.0,56,26,0.683,--  ,36-18,20-8 ,36-5 ,20-21,1-1 ,1610612754,1587.2034532467032
Los Angeles Clippers,2809,6580,424.0,1251.0,1322,1768,891.0,2254.0,3145.0,1447,550.0,467.0,1222.0,1694,7364,13.05,1999-00,0,0,0,0,0,,15,67,0.183,52  ,8-44 ,5-19 ,10-31,5-36 ,0-1 ,1610612746,1088.074658711986
Los Angeles Lakers,2971,6412,322.0,983.0,1573,2255,1019.0,2543.0,3562.0,1821,578.0,493.0,1014.0,1592,7837,16.22,1999-00,1,1,1,1,1,4.0,67,15,0.817,--  ,40-12,20-4 ,36-5 ,31-10,2-2 ,1610612747,1661.420453337809
Memphis Grizzlies,2720,6021,299.0,820.0,1481,1902,925.0,2156.0,3081.0,1557,552.0,332.0,1176.0,1674,7220,12.52,1999-00,0,0,0,0,0,,22,60,0.268,45  ,12-40,6-18 ,12-29,10-31,1-5 ,1610612763,1203.3239477428028
Miami Heat,2842,6149,434.0,1153.0,1286,1730,873.0,2511.0,3384.0,1837,562.0,496.0,1128.0,1799,7404,15.41,1999-00,1,1,0,0,0,4.0,52,30,0.634,4   ,34-20,18-6 ,33-8 ,19-22,4-1 ,1610612748,1519.5070757921353
Milwaukee Bucks,3007,6419,357.0,953.0,1494,1880,942.0,2235.0,3177.0,1708,616.0,355.0,1099.0,1856,7865,14.54,1999-00,1,0,0,0,0,8.0,42,40,0.512,14  ,28-26,16-12,23-18,19-22,2-4 ,1610612749,1440.397660777419
Minnesota Timberwolves,3125,6628,230.0,653.0,1322,1677,973.0,2371.0,3344.0,2106,599.0,439.0,1043.0,1794,7802,15.54,1999-00,1,0,0,0,0,6.0,50,32,0.61,17  ,32-20,18-6 ,26-15,24-17,7-1 ,1610612750,1477.079817973533
New York Knicks,2811,6145,349.0,922.0,1384,1749,713.0,2367.0,3080.0,1527,487.0,319.0,1095.0,1805,7355,14.16,1999-00,1,1,1,0,0,9.0,50,32,0.61,6   ,32-22,14-10,33-8 ,17-24,3-3 ,1610612752,1528.3352815967794
Oklahoma City Thunder,3009,6664,520.0,1500.0,1335,1903,1001.0,2383.0,3384.0,1843,633.0,329.0,1072.0,1665,7873,14.83,1999-00,0,0,0,0,0,7.0,45,37,0.549,22  ,31-21,12-12,24-17,21-20,2-2 ,1610612760,1391.6908896016107
Orlando Magic,3084,6805,288.0,843.0,1540,2095,1115.0,2468.0,3583.0,1668,714.0,457.0,1382.0,1911,7996,16.11,1999-00,0,0,0,0,0,,41,41,0.5,15  ,27-27,12-13,26-15,15-26,1-2 ,1610612753,1419.4456970455462
Philadelphia 76ers,2894,6523,205.0,636.0,1518,2131,1091.0,2352.0,3443.0,1743,760.0,363.0,1201.0,1820,7511,15.21,1999-00,1,1,0,0,0,14.0,49,33,0.598,7   ,36-18,13-11,29-12,20-21,5-0 ,1610612755,1536.083912687955
Phoenix Suns,2950,6447,453.0,1227.0,1387,1815,929.0,2387.0,3316.0,2022,709.0,416.0,1255.0,1785,7740,15.9,1999-00,1,1,0,0,0,10.0,53,29,0.646,14  ,30-22,15-9 ,32-9 ,21-20,2-2 ,1610612756,1532.3292944182265
Portland Trail Blazers,2994,6375,407.0,1128.0,1532,2014,958.0,2526.0,3484.0,1917,630.0,390.0,1179.0,1835,7927,16.34,1999-00,1,1,1,0,0,9.0,59,23,0.72,8   ,38-14,21-3 ,30-11,29-12,3-1 ,1610612757,1580.615634352516
Sacramento Kings,3268,7263,534.0,1654.0,1518,2013,1051.0,2621.0,3672.0,1952,785.0,379.0,1295.0,1716,8588,17.67,1999-00,1,0,0,0,0,8.0,44,38,0.537,23  ,25-27,9-15 ,30-11,14-27,1-4 ,1610612758,1420.7551206290043
San Antonio Spurs,2850,6134,298.0,802.0,1595,2136,889.0,2573.0,3462.0,1771,591.0,540.0,1142.0,1626,7593,15.49,1999-00,1,0,0,0,0,4.0,53,29,0.646,14  ,33-19,16-8 ,31-10,22-19,6-1 ,1610612759,1511.5882251853652
Toronto Raptors,2899,6676,422.0,1155.0,1538,1979,1026.0,2328.0,3354.0,1913,633.0,508.0,1040.0,1773,7758,15.59,1999-00,1,0,0,0,0,6.0,45,37,0.549,11  ,29-25,16-12,26-15,19-22,0-3 ,1610612761,1371.6061265422493
Utah Jazz,2896,6178,315.0,800.0,1640,2121,897.0,2334.0,3231.0,2006,610.0,434.0,1129.0,1927,7747,14.12,1999-00,1,1,0,0,0,4.0,55,27,0.671,12  ,33-19,14-10,31-10,24-17,1-1 ,1610612762,1476.8262024935918
Washington Wizards,2905,6436,332.0,872.0,1524,2042,993.0,2308.0,3301.0,1696,549.0,338.0,1208.0,1985,7666,14.67,1999-00,0,0,0,0,0,,29,53,0.354,27  ,19-35,7-17 ,17-24,12-29,1-3 ,1610612764,1303.61734527824
Atlanta Hawks,1387,3316,182.0,585.0,948,1278,602.0,1348.0,1950.0,726,325.0,236.0,630.0,840,3904,14.83,1998-99,1,1,0,0,0,8.0,31,19,0.62,2   ,27-18,15-8 ,16-9 ,15-10,1-2 ,1610612737,1467.2241658938578
Boston Celtics,1666,3767,245.0,675.0,658,948,554.0,1247.0,1801.0,952,394.0,207.0,675.0,936,4235,15.93,1998-99,0,0,0,0,0,,19,31,0.38,14  ,16-28,10-9 ,10-15,9-16 ,1-2 ,1610612738,1339.5003376902368
Brooklyn Nets,1351,3277,165.0,510.0,778,1005,559.0,1146.0,1705.0,707,393.0,204.0,500.0,792,3645,15.48,1998-99,0,0,0,0,0,,16,34,0.32,17  ,14-30,6-13 ,12-13,4-21 ,0-2 ,1610612751,1336.9549564991464
Charlotte Hornets,1507,3395,260.0,723.0,914,1220,390.0,1272.0,1662.0,1026,417.0,213.0,673.0,915,4188,15.71,1998-99,0,0,0,0,0,,26,24,0.52,7   ,23-21,12-10,16-9 ,10-15,3-2 ,1610612766,1508.3162295106042
Chicago Bulls,1311,3163,153.0,526.0,744,1032,469.0,1146.0,1615.0,897,366.0,121.0,606.0,850,3519,12.56,1998-99,0,0,0,0,0,,13,37,0.26,20  ,11-33,4-19 ,8-17 ,5-20 ,2-1 ,1610612741,1285.0322902646676
Cleveland Cavaliers,1350,3070,169.0,491.0,894,1171,354.0,1084.0,1438.0,1008,395.0,152.0,631.0,982,3763,13.42,1998-99,0,0,0,0,0,,22,28,0.44,11  ,18-26,9-13 ,15-10,7-18 ,2-0 ,1610612739,1349.6155679895094
Dallas Mavericks,1552,3540,191.0,556.0,734,1015,542.0,1280.0,1822.0,785,294.0,255.0,534.0,850,4029,13.96,1998-99,0,0,0,0,0,,19,31,0.38,18  ,16-28,8-12 ,15-10,4-21 ,1-1 ,1610612742,1302.0780247518294
Denver Nuggets,1549,3683,288.0,883.0,945,1225,552.0,1227.0,1779.0,947,345.0,217.0,665.0,994,4331,12.66,1998-99,0,0,0,0,0,,14,36,0.28,23  ,12-32,5-16 ,12-13,2-23 ,1-0 ,1610612743,1158.3285087162114
Detroit Pistons,1516,3337,244.0,664.0,873,1182,519.0,1242.0,1761.0,943,400.0,186.0,675.0,1005,4149,15.03,1998-99,1,0,0,0,0,5.0,29,21,0.58,4   ,25-19,13-8 ,17-8 ,12-13,1-1 ,1610612765,1484.9801582061257
Golden State Warriors,1714,4126,162.0,565.0,779,1145,793.0,1530.0,2323.0,1037,408.0,210.0,719.0,1225,4369,14.88,1998-99,0,0,0,0,0,,21,29,0.42,16  ,18-26,8-11 ,13-12,8-17 ,1-2 ,1610612744,1283.109874218243
Houston Rockets,1598,3381,295.0,785.0,812,1115,481.0,1396.0,1877.0,949,348.0,236.0,682.0,789,4303,16.52,1998-99,1,0,0,0,0,5.0,31,19,0.62,6   ,28-16,12-9 ,19-6 ,12-13,2-1 ,1610612745,1417.6417637094478
Indiana Pacers,1651,3655,285.0,751.0,928,1166,516.0,1370.0,1886.0,973,293.0,209.0,559.0,983,4515,17.1,1998-99,1,1,1,0,0,6.0,33,17,0.66,--  ,30-15,15-7 ,18-7 ,15-10,3-1 ,1610612754,1583.7090349765897
Los Angeles Clippers,1579,3678,199.0,598.0,824,1135,618.0,1192.0,1810.0,758,376.0,197.0,690.0,1118,4181,12.53,1998-99,0,0,0,0,0,,9,41,0.18,28  ,8-36 ,3-16 ,6-19 ,3-22 ,1-3 ,1610612746,1121.1184892003805
Los Angeles Lakers,1656,3493,233.0,658.0,875,1274,481.0,1268.0,1749.0,1026,360.0,255.0,645.0,974,4420,14.71,1998-99,1,1,0,0,0,8.0,31,19,0.62,6   ,28-16,14-8 ,18-7 ,13-12,1-1 ,1610612747,1480.8446511137852
Memphis Grizzlies,1523,3512,128.0,395.0,941,1299,603.0,1276.0,1879.0,858,377.0,182.0,730.0,983,4115,12.33,1998-99,0,0,0,0,0,,8,42,0.16,29  ,8-36 ,3-18 ,7-18 ,1-24 ,1-3 ,1610612763,1053.6723818700136
Miami Heat,1454,3187,263.0,725.0,875,1182,436.0,1356.0,1792.0,955,281.0,275.0,621.0,854,4046,15.91,1998-99,1,0,0,0,0,1.0,33,17,0.66,--  ,30-15,12-8 ,18-7 ,15-10,1-0 ,1610612748,1490.9780164070028
Milwaukee Bucks,1635,3562,228.0,603.0,796,1052,532.0,1261.0,1793.0,978,402.0,195.0,644.0,1041,4294,15.52,1998-99,1,0,0,0,0,7.0,28,22,0.56,5   ,25-20,13-11,17-8 ,11-14,1-1 ,1610612749,1412.7729413903023
Minnesota Timberwolves,1708,3965,105.0,345.0,769,1027,662.0,1248.0,1910.0,1101,367.0,245.0,549.0,947,4290,14.57,1998-99,1,0,0,0,0,8.0,25,25,0.5,12  ,22-22,11-9 ,18-7 ,7-18 ,0-1 ,1610612750,1350.6147870956474
New York Knicks,1569,3586,200.0,555.0,881,1188,530.0,1476.0,2006.0,928,379.0,259.0,749.0,1099,4219,15.96,1998-99,1,1,1,1,1,32.0,27,23,0.54,6   ,24-21,12-8 ,19-6 ,8-17 ,1-3 ,1610612752,1577.4430535432612
Oklahoma City Thunder,1372,3070,267.0,768.0,672,975,485.0,1081.0,1566.0,880,307.0,123.0,507.0,705,3683,13.67,1998-99,0,0,0,0,0,,25,25,0.5,12  ,23-21,11-10,17-8 ,8-17 ,2-2 ,1610612760,1396.4921949269312
Orlando Magic,1600,3709,217.0,645.0,823,1181,652.0,1367.0,2019.0,1009,480.0,210.0,743.0,869,4240,15.9,1998-99,1,0,0,0,0,3.0,33,17,0.66,--  ,30-14,12-6 ,21-4 ,12-13,2-0 ,1610612753,1465.008868809811
Philadelphia 76ers,1593,3696,88.0,337.0,1033,1425,687.0,1351.0,2038.0,906,522.0,260.0,731.0,1063,4307,15.14,1998-99,1,1,0,0,0,14.0,28,22,0.56,5   ,25-19,9-10 ,17-8 ,11-14,3-3 ,1610612755,1456.085094069943
Phoenix Suns,1669,3678,251.0,669.0,885,1159,534.0,1315.0,1849.0,1175,410.0,195.0,592.0,909,4474,15.8,1998-99,1,0,0,0,0,7.0,27,23,0.54,10  ,26-18,9-10 ,15-10,12-13,1-1 ,1610612756,1425.349103522478
Portland Trail Blazers,1694,3841,244.0,670.0,972,1289,600.0,1507.0,2107.0,1047,403.0,275.0,723.0,1076,4604,16.27,1998-99,1,1,1,0,0,6.0,35,15,0.7,2   ,30-14,15-7 ,22-3 ,13-12,3-2 ,1610612757,1517.5879680965418
Sacramento Kings,1848,4145,284.0,919.0,854,1250,642.0,1495.0,2137.0,1093,425.0,203.0,786.0,933,4834,17.33,1998-99,1,0,0,0,0,6.0,27,23,0.54,10  ,23-21,11-9 ,16-9 ,11-14,4-4 ,1610612758,1432.4873757879209
San Antonio Spurs,1688,3713,167.0,505.0,961,1367,572.0,1468.0,2040.0,1073,408.0,339.0,687.0,928,4504,15.5,1998-99,1,1,1,1,0,4.0,37,13,0.74,--  ,33-11,17-4 ,21-4 ,16-9 ,2-1 ,1610612759,1721.5482546123824
Toronto Raptors,1598,3784,226.0,661.0,938,1214,631.0,1351.0,1982.0,1018,430.0,290.0,718.0,1004,4360,17.11,1998-99,0,0,0,0,0,,23,27,0.46,10  ,19-26,9-14 ,14-11,9-16 ,1-2 ,1610612761,1347.0002387135453
Utah Jazz,1559,3308,137.0,376.0,1094,1409,489.0,1356.0,1845.0,1159,377.0,253.0,710.0,982,4349,14.33,1998-99,1,1,0,0,0,6.0,37,13,0.74,--  ,33-11,15-3 ,22-3 ,15-10,2-4 ,1610612762,1533.9612637303712
Washington Wizards,1527,3393,123.0,408.0,753,1060,510.0,1246.0,1756.0,892,345.0,163.0,584.0,939,3930,14.44,1998-99,0,0,0,0,0,,18,32,0.36,15  ,16-28,6-13 ,13-12,5-20 ,2-0 ,1610612764,1300.544404683209
Atlanta Hawks,2670,5836,309.0,940.0,1584,2077,999.0,2199.0,3198.0,1451,574.0,457.0,1041.0,1407,7233,15.71,1997-98,1,0,0,0,0,5.0,50,32,0.61,12  ,34-20,19-9 ,29-12,21-20,5-2 ,1610612737,1484.0804250220222
Boston Celtics,2816,6511,399.0,1199.0,1330,1833,1078.0,1866.0,2944.0,1653,911.0,307.0,1154.0,1940,7361,14.24,1997-98,0,0,0,0,0,,36,46,0.439,26  ,23-31,12-13,24-17,12-29,1-1 ,1610612738,1352.6558504783247
Brooklyn Nets,2920,6566,288.0,881.0,1688,2254,1250.0,1992.0,3242.0,1615,738.0,296.0,1050.0,1744,7816,14.75,1997-98,0,0,0,0,0,8.0,43,39,0.524,19  ,27-27,12-12,26-15,17-24,3-4 ,1610612751,1389.7892132753375
Charlotte Hornets,2789,5916,312.0,804.0,1532,2034,890.0,2227.0,3117.0,1852,641.0,299.0,1111.0,1587,7422,15.95,1997-98,1,1,0,0,0,8.0,51,31,0.622,11  ,31-23,16-12,32-9 ,19-22,2-1 ,1610612766,1518.2554742991372
Chicago Bulls,2901,6426,307.0,944.0,1421,1908,1173.0,2307.0,3480.0,1880,681.0,339.0,1025.0,1500,7530,16.77,1997-98,1,1,1,1,1,4.0,62,20,0.756,--  ,42-12,21-7 ,37-4 ,25-16,4-1 ,1610612741,1717.9450034495064
Cleveland Cavaliers,2694,5905,264.0,714.0,1586,2099,914.0,2203.0,3117.0,1794,764.0,402.0,1292.0,1780,7238,14.55,1997-98,1,0,0,0,0,6.0,47,35,0.573,15  ,28-26,14-14,27-14,20-21,2-4 ,1610612739,1483.22369048524
Dallas Mavericks,2659,6212,406.0,1125.0,1180,1563,933.0,2109.0,3042.0,1382,588.0,453.0,967.0,1505,6904,13.56,1997-98,0,0,0,0,0,,20,62,0.244,42  ,13-39,9-15 ,13-28,7-34 ,4-4 ,1610612742,1184.4113324809489
Denver Nuggets,2512,6033,283.0,875.0,1520,1933,969.0,2025.0,2994.0,1467,627.0,369.0,1122.0,1785,6827,12.3,1997-98,0,0,0,0,0,,11,71,0.134,51  ,9-43 ,3-21 ,9-32 ,2-39 ,0-2 ,1610612743,1095.8345088820738
Detroit Pistons,2714,6036,287.0,910.0,1637,2199,931.0,2167.0,3098.0,1525,631.0,317.0,1070.0,1620,7352,13.83,1997-98,0,0,0,0,0,,37,45,0.451,25  ,25-29,12-16,25-16,12-29,3-5 ,1610612765,1385.5091399470214
Golden State Warriors,2672,6435,173.0,639.0,1295,1802,1196.0,2319.0,3515.0,1584,555.0,429.0,1206.0,1681,6812,13.72,1997-98,0,0,0,0,0,,19,63,0.232,43  ,15-37,6-18 ,12-29,7-34 ,2-4 ,1610612744,1195.3307262497476
Houston Rockets,2929,6475,570.0,1660.0,1629,2112,972.0,2335.0,3307.0,1793,683.0,288.0,1247.0,1629,8057,15.56,1997-98,1,0,0,0,0,8.0,41,41,0.5,21  ,29-23,14-10,24-17,17-24,1-4 ,1610612745,1405.2581904592805
Indiana Pacers,2865,6071,396.0,1013.0,1610,2099,847.0,2283.0,3130.0,1871,631.0,351.0,1073.0,1773,7736,15.92,1997-98,1,1,1,0,0,9.0,58,24,0.707,4   ,41-13,19-9 ,32-9 ,26-15,4-1 ,1610612754,1621.0063503031308
Los Angeles Clippers,2828,6444,502.0,1402.0,1464,2016,1009.0,2209.0,3218.0,1504,605.0,446.0,1205.0,1761,7622,14.55,1997-98,0,0,0,0,0,,17,65,0.207,45  ,14-38,6-18 ,11-30,6-35 ,1-2 ,1610612746,1117.7157100931092
Los Angeles Lakers,2981,6188,478.0,1349.0,1771,2587,962.0,2303.0,3265.0,1916,688.0,519.0,1167.0,1696,8211,18.32,1997-98,1,1,1,0,0,9.0,61,21,0.744,1   ,42-10,16-8 ,33-8 ,28-13,4-1 ,1610612747,1610.7302872329008
Memphis Grizzlies,2876,6233,308.0,841.0,1533,2066,1044.0,2206.0,3250.0,1820,574.0,345.0,1270.0,1691,7593,15.13,1997-98,0,0,0,0,0,,19,63,0.232,43  ,14-38,4-20 ,14-27,5-36 ,4-2 ,1610612763,1125.6558990687315
Miami Heat,2731,6036,530.0,1487.0,1458,1970,968.0,2272.0,3240.0,1696,621.0,391.0,1111.0,1825,7450,15.02,1997-98,1,0,0,0,0,2.0,55,27,0.671,7   ,36-18,18-6 ,30-11,25-16,1-2 ,1610612748,1472.157506437017
Milwaukee Bucks,2805,6090,240.0,668.0,1573,2039,962.0,2110.0,3072.0,1568,686.0,337.0,1266.0,1787,7423,14.18,1997-98,0,0,0,0,0,,36,46,0.439,26  ,20-34,9-19 ,21-20,15-26,5-4 ,1610612749,1319.7268109036463
