iter	RMSE
231	2.490489739
232	2.487743554
233	2.486522602
234	2.484671127
235	2.482976333
236	2.481716192
237	2.480286031
238	2.478906796
239	2.476978342
240	2.474787751
241	2.473153565
242	2.471259614
243	2.469330472
244	2.467648616
245	2.465625439
246	2.464238041
247	2.462364731
248	2.460708879
249	2.458860708
250	2.4568527
251	2.455688783
252	2.454306822
253	2.452905234
254	2.451290712
255	2.449515804
256	2.447598347
257	2.446500187
258	2.444389751
259	2.442967388
260	2.441517535
261	2.440013015
262	2.438601981
263	2.437439925
264	2.43548968
265	2.434160929
266	2.433018179
267	2.43186976
268	2.430905468
269	2.429553065
270	2.428072588
271	2.426392348
272	2.425167945
273	2.423797453
274	2.422552208
275	2.421271759
276	2.420082026
277	2.418422808
278	2.41676309
279	2.415445233
280	2.414348799
281	2.413470909
282	2.411959839
283	2.410255302
284	2.408895216
285	2.407439819
286	2.406221593
287	2.404196467
288	2.403179722
289	2.402011721
290	2.399942461
291	2.398632897
292	2.397336276
293	2.39578609
294	2.393961011
295	2.392812393
296	2.391327971
297	2.390126918
298	2.387952649
299	2.386917881
300	2.385120743
301	2.383773822
302	2.382605863
303	2.380844476
304	2.379432982
305	2.378582294
306	2.377078263
307	2.375983894
308	2.374675026
309	2.373327047
310	2.371890351
311	2.370664127
312	2.369422537
313	2.367989991
314	2.36679052
315	2.364953772
316	2.363530228
317	2.362291162
318	2.360708569
319	2.359791941
320	2.358836567
321	2.357260474
322	2.356607537
323	2.355218683
324	2.354243967
325	2.352828662
326	2.351179399
327	2.34983092
328	2.348430225
329	2.346684289
330	2.345579193
331	2.344572558
332	2.343484921
333	2.34260629
334	2.341461364
335	2.339922637
336	2.337902252
337	2.336512396
338	2.335215511
339	2.33411192
340	2.333114206
341	2.331660605
342	2.330219638
343	2.328611408
344	2.326937791
345	2.325337633
346	2.324075222
347	2.322098742
348	2.320998465
349	2.319547079
350	2.318719849
351	2.317563773
352	2.316712093
353	2.315709147
354	2.315041288
355	2.313712428
356	2.312411688
357	2.311190953
358	2.310166974
359	2.309280948
360	2.308462642
361	2.307587074
362	2.306418367
363	2.305514442
364	2.304349638
365	2.303368581
366	2.302535675
367	2.301559865
368	2.300893051
369	2.29958748
370	2.298631857
371	2.297491881
372	2.296409731
373	2.295325087
374	2.294317624
375	2.293202682
376	2.291730701
377	2.290642791
378	2.289808823
379	2.288315637
380	2.286993445
381	2.285830257
382	2.284995728
383	2.284052366
384	2.283077658
385	2.282149064
386	2.281153172
387	2.279508397
388	2.277440728
389	2.275903302
390	2.274961466
391	2.273843112
392	2.27301427
393	2.272008867
394	2.271341641
395	2.270319151
396	2.269334389
397	2.26762423
398	2.266660893
399	2.265445671
400	2.264401716
401	2.263000952
402	2.262109718
403	2.261090788
404	2.260379158
405	2.259176675
406	2.258071172
407	2.256326499
408	2.255341605
409	2.254526779
410	2.253157904
411	2.252297793
412	2.251289386
413	2.250490825
414	2.249048282
415	2.247819474
416	2.246654434
417	2.245510148
418	2.244145727
419	2.243026273
420	2.241772502
421	2.241086579
422	2.24012784
423	2.238976833
424	2.237617716
425	2.236165884
426	2.234999432
427	2.234211472
428	2.233409962
429	2.232291975
430	2.231524586
431	2.230504538
432	2.229789062
433	2.228471921
434	2.226957728
435	2.226428461
436	2.225179473
437	2.223990528
438	2.222949898
439	2.221655647
440	2.220448989
441	2.219237598
442	2.218103204
443	2.21738444
444	2.215763537
445	2.213978723
446	2.212789452
447	2.212148607
448	2.211292721
449	2.210401676
450	2.208976998
451	2.207618436
452	2.206502024
453	2.205598193
454	2.203884617
455	2.202985766
456	2.201730992
457	2.200759366
458	2.199729857
459	2.199072826
460	2.198421256
461	2.197167747
462	2.196110622
463	2.194949945
464	2.193886841
465	2.192747174
466	2.191907447
467	2.191001968
468	2.190227937
469	2.188931801
470	2.1882298
471	2.187210422
472	2.185750888
473	2.184677337
474	2.183493979
475	2.182713181
476	2.182213003
477	2.180899012
478	2.179435392
479	2.178431718
480	2.17724866
481	2.176588958
482	2.175113034
483	2.174427948
484	2.173834707
485	2.172615125
486	2.171378458
487	2.169862304
488	2.168933472
489	2.16802264
490	2.167187708
491	2.166426805
492	2.165609946
493	2.163990612
494	2.163000993
495	2.161749456
496	2.160922733
497	2.159755599
498	2.158402907
499	2.157891524
500	2.157458557
501	2.156503285
502	2.154992478
503	2.153923663
504	2.152733585
505	2.151433369
506	2.150562974
507	2.149429989
508	2.14787147
509	2.147153283
510	2.146605337
511	2.145097588
512	2.144070428
513	2.142902243
514	2.141776889
515	2.140822121
516	2.139770658
517	2.139037298
518	2.137803691
519	2.137116167
520	2.136161964
521	2.13492677
522	2.133390656
523	2.132328715
524	2.131381171
525	2.130319331
526	2.129079192
527	2.127963983
528	2.126812261
529	2.125742444
530	2.12501868
531	2.123801298
532	2.123130765
533	2.121663167
534	2.121144815
535	2.120605142
536	2.119463523
537	2.118589422
538	2.117452639
539	2.116462848
540	2.115993604
541	2.114873923
542	2.11388468
543	2.113121539
544	2.112193466
545	2.111203559
546	2.110414468
547	2.109788876
548	2.109229453
549	2.107893449
550	2.106552966
551	2.10561651
552	2.104851733
553	2.103978008
554	2.102669339
555	2.1018739
556	2.10143791
557	2.100446473
558	2.099115312
559	2.098407994
560	2.096906403
561	2.09643185
562	2.095291
563	2.094290951
564	2.093279352
565	2.092159931
566	2.09126899
567	2.09070364
568	2.089921535
569	2.089344323
570	2.088693777
571	2.087828796
572	2.086666561
573	2.085805712
574	2.085020179
575	2.084241306
576	2.082836906
577	2.082151883
578	2.081242891
579	2.08039787
580	2.079203282
581	2.078409846
582	2.077708073
583	2.076458639
584	2.075215437
585	2.074387378
586	2.073669524
587	2.07291968
588	2.072036605
589	2.071166729
590	2.070145222
591	2.069148876
592	2.068110075
593	2.067120443
594	2.066448309
595	2.065444225
596	2.064416283
597	2.063919423
598	2.063156656
599	2.062640013
600	2.061869016
601	2.061336127
602	2.06034042
603	2.059751659
604	2.059312768
605	2.058439855
606	2.057125941
607	2.05630559
608	2.055371342
609	2.054255506
610	2.053184314
611	2.052257492
612	2.051733206
613	2.050599132
614	2.049812798
615	2.048627556
616	2.047613839
617	2.046864775
618	2.046216892
619	2.04551911
620	2.044647151
621	2.043727879
622	2.043558124
623	2.042502197
624	2.041410608
625	2.040909342
626	2.039760243
627	2.039019197
628	2.038277451
629	2.037146979
630	2.036729997
631	2.035388076
632	2.034655612
633	2.03375635
634	2.032691845
635	2.031432055
636	2.0308206
637	2.029989081
638	2.028751255
639	2.027710481
640	2.027146302
641	2.026251425
642	2.025444372
643	2.024304003
644	2.023276632
645	2.022728968
646	2.02221669
647	2.021078497
648	2.02025544
649	2.019679143
650	2.019038202
651	2.018035782
652	2.016903827
653	2.016098898
654	2.015179041
655	2.014626064
656	2.01310303
657	2.012381434
658	2.011436763
659	2.010208075
660	2.009542117
661	2.008818141
662	2.007923165
663	2.00688278
664	2.0059266
665	2.005143039
666	2.003701019
667	2.002729178
668	2.002033135
669	2.001548876
670	2.000668812
671	2.000099799
672	1.999408369
673	1.998423818
674	1.997597323
675	1.996593082
676	1.99549883
677	1.99443491
678	1.993920057
679	1.993205904
680	1.992237656
681	1.991490733
682	1.990731247
683	1.989741683
684	1.989065953
685	1.988300613
686	1.987581851
687	1.987022808
688	1.985618616
689	1.984785127
690	1.983632132
691	1.982377907
692	1.981385393
693	1.980257532
694	1.97979958
695	1.978844911
696	1.978086672
697	1.977273767
698	1.976507499
699	1.975658796
700	1.974584058
701	1.973674967
702	1.973077241
703	1.972229842
704	1.971604388
705	1.970867378
706	1.970108988
707	1.969375043
708	1.968344852
709	1.967622025
710	1.966594648
711	1.966099264
712	1.965474886
713	1.964391869
714	1.963735748
715	1.963022184
716	1.962242383
717	1.961400678
718	1.96078755
719	1.960087449
720	1.95966377
721	1.959057011
722	1.957862668
723	1.956601469
724	1.955973794
725	1.955324879
726	1.95459338
727	1.953693313
728	1.952866348
729	1.952215436
730	1.951283073
731	1.950587984
732	1.950005237
733	1.949262468
734	1.948128785
735	1.947393354
736	1.946875262
737	1.945333069
738	1.944705608
739	1.943973365
740	1.943508904
741	1.942712256
742	1.941744394
743	1.941365249
744	1.940590179
745	1.939713082
746	1.938834813
747	1.938345313
748	1.937659174
749	1.936917205
750	1.935849126
751	1.934897785
752	1.933565531
753	1.932349464
754	1.931840124
755	1.931202682
756	1.930451493
757	1.929849184
758	1.928971492
759	1.928178646
760	1.927719965
761	1.927252949
762	1.926287286
763	1.92515464
764	1.924430072
765	1.923820835
766	1.923323326
767	1.92265722
768	1.921803345
769	1.921325512
770	1.920937293
771	1.92048226
772	1.91980283
773	1.919198398
774	1.918349825
775	1.917949489
776	1.917069218
777	1.916214336
778	1.915276194
779	1.914329871
780	1.913397827
781	1.912809794
782	1.912092092
783	1.911554908
784	1.910860052
785	1.910153102
786	1.908824526
787	1.908150387
788	1.906968996
789	1.906036704
790	1.905221727
791	1.904639249
792	1.90404089
793	1.903173101
794	1.902686018
795	1.901653085
796	1.900860064
797	1.899750457
798	1.899104476
799	1.897884988
800	1.897265161
801	1.896848912
802	1.896207539
803	1.895786515
804	1.894780093
805	1.894292274
806	1.893631979
807	1.892919858
808	1.892206638
809	1.891574981
810	1.890598388
811	1.889493728
812	1.888994591
813	1.888133322
814	1.887089643
815	1.886358043
816	1.88533179
817	1.884727164
818	1.883876745
819	1.883620361
820	1.883060277
821	1.882420205
822	1.881572207
823	1.880449004
824	1.879539359
825	1.878907927
826	1.878262881
827	1.877607067
828	1.876868087
829	1.876052068
830	1.875274146
831	1.874537091
832	1.874029712
833	1.87312426
834	1.872731681
835	1.872311859
836	1.871370169
837	1.870826708
838	1.870305327
839	1.8693772
840	1.868470712
841	1.868022384
842	1.867376079
843	1.866717337
844	1.866123425
845	1.865269982
846	1.864811364
847	1.863734176
848	1.863176698
849	1.862155697
850	1.861757284
851	1.861225748
852	1.860667985
853	1.860370509
854	1.859446088
855	1.858763128
856	1.858235143
857	1.85727239
858	1.856439847
859	1.855559442
860	1.854983628
861	1.854185819
862	1.853377207
863	1.852819702
864	1.851898105
865	1.851138135
866	1.850765648
867	1.849993051
868	1.84962466
869	1.848839355
870	1.848388263
871	1.847813397
872	1.847265046
873	1.846723047
874	1.845718797
875	1.844729857
876	1.843986114
877	1.843250806
878	1.842710598
879	1.842219436
880	1.841493741
881	1.840761804
882	1.840386862
883	1.839867624
884	1.839328592
885	1.838347739
886	1.837903083
887	1.836889157
888	1.836390531
889	1.835950699
890	1.834995232
891	1.834386716
892	1.833417002
893	1.832923349
894	1.832328654
895	1.83172799
896	1.831092352
897	1.830280565
898	1.829582883
899	1.828797899
900	1.828213231
901	1.827206489
902	1.826457555
903	1.825765057
904	1.825070464
905	1.824512797
906	1.824093327
907	1.823288477
908	1.822577167
909	1.822192236
910	1.82129375
911	1.820191597
912	1.819697747
913	1.819229022
914	1.818093499
915	1.81730366
916	1.816908072
917	1.816319579
918	1.815571807
919	1.814676269
920	1.813942037
921	1.813420164
922	1.812831367
923	1.812195715
924	1.811334441
925	1.81065854
926	1.809786778
927	1.808811664
928	1.808360624
929	1.807874866
930	1.807429748
931	1.806560692
932	1.806106342
933	1.805436543
934	1.804594463
935	1.804120959
936	1.803436129
937	1.802750908
938	1.801523302
939	1.800962803
940	1.800350228
941	1.799890705
942	1.798912815
943	1.798390028
944	1.797906843
945	1.796710707
946	1.7957618
947	1.795290045
948	1.794872129
949	1.794345343
950	1.793258931
951	1.792725155
952	1.792261928
953	1.791495325
954	1.791229089
955	1.790371385
956	1.789971834
957	1.789276834
958	1.788556441
959	1.787871281
960	1.787256311
961	1.786132866
962	1.785209945
963	1.784159226
964	1.783276342
965	1.782709023
966	1.782090583
967	1.781284753
968	1.780878095
969	1.780018857
970	1.779603045
971	1.778989381
972	1.778098405
973	1.777453007
974	1.776992328
975	1.776311204
976	1.775886885
977	1.775649933
978	1.775169024
979	1.774333306
980	1.773883696
981	1.773361261
982	1.772514577
983	1.771969214
984	1.771355687
985	1.770865824
986	1.770209334
987	1.769182711
988	1.768743022
989	1.768323543
990	1.767802043
991	1.767096389
992	1.766511871
993	1.766141406
994	1.76532886
995	1.764275579
996	1.763506444
997	1.763058132
998	1.762414445
999	1.76178234
