NAME,TEAM,SALARY,YEAR
David Harrison,Indiana Pacers,797581,2009
Gerald Green,Dallas Mavericks,797581,2009
Tarence Kinsey,Cleveland Cavaliers,797581,2009
Matt Barnes,Phoenix Suns,797581,2009
Bobby Jones,Denver Nuggets,797581,2009
Shavlik Randolph,Portland Trail Blazers,797581,2009
Anthony Carter,Denver Nuggets,797581,2009
Dahntay Jones,Denver Nuggets,797581,2009
Chris Andersen,Denver Nuggets,797581,2009
Lorenzen Wright,Cleveland Cavaliers,797581,2009
Solomon Jones,Atlanta Hawks,797581,2009
Sam Cassell,Boston Celtics,797581,2009
Randolph Morris,Atlanta Hawks,797581,2009
Juan Dixon,Washington Wizards,797581,2009
Luc Mbah a Moute,Milwaukee Bucks,757000,2009
Ramon Sessions,Milwaukee Bucks,722517,2009
Lindsey Hunter,Chicago Bulls,722515,2009
Jamario Moon,Miami Heat,711517,2009
Thomas Gardner,Atlanta Hawks,711517,2009
Hassan Adams,Toronto Raptors,711517,2009
Dominic McGuire,Washington Wizards,711517,2009
Demetris Nichols,New York Knicks,711517,2009
Mike Harris,Utah Jazz,711517,2009
Darryl Watkins,New Orleans Pelicans,711517,2009
Will Solomon,Sacramento Kings,711517,2009
Coby Karl,Denver Nuggets,711517,2009
C.J. Watson,Golden State Warriors,711517,2009
Cheikh Samb,New York Knicks,711517,2009
Mario West,Atlanta Hawks,711517,2009
Joel Anthony,Miami Heat,711517,2009
Glen Davis,Boston Celtics,711517,2009
JamesOn Curry,Los Angeles Clippers,711517,2009
Alex Acker,Los Angeles Clippers,711517,2009
Marcin Gortat,Orlando Magic,711517,2009
Lance Allred,Cleveland Cavaliers,711517,2009
Aaron Gray,Chicago Bulls,711517,2009
Taurean Green,Denver Nuggets,711517,2009
Josh McRoberts,Indiana Pacers,711517,2009
Dee Brown,Phoenix Suns,711517,2009
Anthony Tolliver,San Antonio Spurs,711517,2009
D.J. Strawberry,Phoenix Suns,711517,2009
Gabe Pruitt,Boston Celtics,711517,2009
Stephane Lasme,Golden State Warriors,711517,2009
Will Bynum,Detroit Pistons,711517,2009
Mario Chalmers,Miami Heat,700000,2009
Dwayne Jones II,Charlotte Hornets,670906,2009
Blake Ahearn,San Antonio Spurs,631995,2009
Antonio McDyess,Detroit Pistons,600532,2009
Jeremy Richardson,Orlando Magic,591148,2009
Juwan Howard,Charlotte Hornets,586457,2009
Jake Voskuhl,Toronto Raptors,577073,2009
DeAndre Jordan,Los Angeles Clippers,550000,2009
Henry Walker,Boston Celtics,542114,2009
Dikembe Mutombo,Houston Rockets,502007,2009
Mike Taylor,Los Angeles Clippers,500000,2009
Fred Jones,Los Angeles Clippers,459782,2009
Darius Miles,Memphis Grizzlies,450399,2009
Darnell Jackson,Cleveland Cavaliers,450000,2009
Brandon Heath,Sacramento Kings,442114,2009
Joe Crawford,New York Knicks,442114,2009
Steven Hill,Oklahoma City Thunder,442114,2009
Anthony Morrow,Golden State Warriors,442114,2009
Sonny Weems,Denver Nuggets,442114,2009
Sean Singletary,Charlotte Hornets,442114,2009
Sun Yue,Los Angeles Lakers,442114,2009
Nathan Jawai,Toronto Raptors,442114,2009
Walter Sharpe,Detroit Pistons,442114,2009
Bobby Brown,Minnesota Timberwolves,442114,2009
DeMarcus Nelson,Golden State Warriors,442114,2009
Patrick Ewing Jr.,New Orleans Pelicans,442114,2009
Chris Douglas-Roberts,Brooklyn Nets,442114,2009
Rob Kurz,Golden State Warriors,442114,2009
Othello Hunter,Atlanta Hawks,442114,2009
Jermareo Davidson,Golden State Warriors,422725,2009
Malik Hairston,San Antonio Spurs,299077,2009
Stromile Swift,Phoenix Suns,201741,2009
James White,Houston Rockets,184157,2009
Dontell Jefferson,Charlotte Hornets,93624,2009
Cartier Martin,Charlotte Hornets,52014,2009
Trey Johnson,Cleveland Cavaliers,46917,2009
Eddie Gill,Milwaukee Bucks,46917,2009
Kobe Bryant,Los Angeles Lakers,23034375,2010
Jermaine O'Neal,Miami Heat,23016000,2010
Tracy McGrady,New York Knicks,22843124,2010
Tim Duncan,San Antonio Spurs,22183220,2010
Shaquille O'Neal,Cleveland Cavaliers,21000000,2010
Dirk Nowitzki,Dallas Mavericks,19795714,2010
Paul Pierce,Boston Celtics,19795712,2010
Ray Allen,Boston Celtics,18776860,2010
Rashard Lewis,Orlando Magic,18010791,2010
Michael Redd,Milwaukee Bucks,17040000,2010
Pau Gasol,Los Angeles Lakers,16452000,2010
Andrei Kirilenko,Utah Jazz,16452000,2010
Kevin Garnett,Boston Celtics,16417044,2010
Amar'e Stoudemire,Phoenix Suns,16378325,2010
Yao Ming,Houston Rockets,16378325,2010
Gilbert Arenas,Washington Wizards,16192080,2010
Vince Carter,Orlando Magic,16123250,2010
Zach Randolph,Memphis Grizzlies,16000000,2010
Kenyon Martin,Denver Nuggets,15852511,2010
Dwyane Wade,Miami Heat,15779912,2010
Chris Bosh,Toronto Raptors,15779912,2010
Carmelo Anthony,Denver Nuggets,15779912,2010
LeBron James,Cleveland Cavaliers,15779912,2010
Dwight Howard,Orlando Magic,15202590,2010
Joe Johnson,Atlanta Hawks,14976754,2010
Elton Brand,Philadelphia 76ers,14858472,2010
Richard Jefferson,San Antonio Spurs,14200000,2010
Chris Paul,New Orleans Pelicans,13520500,2010
Deron Williams,Utah Jazz,13520500,2010
Peja Stojakovic,New Orleans Pelicans,13392000,2010
Jason Richardson,Phoenix Suns,13333332,2010
Steve Nash,Phoenix Suns,13125000,2010
Tony Parker,San Antonio Spurs,12600000,2010
Andrew Bynum,Los Angeles Lakers,12500000,2010
Carlos Boozer,Utah Jazz,12323900,2010
Brad Miller,Chicago Bulls,12250000,2010
Andre Iguodala,Philadelphia 76ers,12200000,2010
Erick Dampier,Dallas Mavericks,12115500,2010
Baron Davis,Los Angeles Clippers,12100000,2010
Chauncey Billups,Denver Nuggets,12100000,2010
Samuel Dalembert,Philadelphia 76ers,12025694,2010
Al Jefferson,Minnesota Timberwolves,12000000,2010
Tyson Chandler,Charlotte Hornets,11700000,2010
Antawn Jamison,Cleveland Cavaliers,11641095,2010
Richard Hamilton,Detroit Pistons,11375000,2010
Bobby Simmons,Brooklyn Nets,11242666,2010
Troy Murphy,Indiana Pacers,11047619,2010
Monta Ellis,Golden State Warriors,11000000,2010
Josh Howard,Washington Wizards,10890000,2010
Josh Smith,Atlanta Hawks,10800000,2010
Emeka Okafor,New Orleans Pelicans,10797500,2010
Manu Ginobili,San Antonio Spurs,10728130,2010
Nene Hilario,Denver Nuggets,10520000,2010
Eddy Curry,New York Knicks,10500423,2010
Chris Kaman,Los Angeles Clippers,10400000,2010
Luol Deng,Chicago Bulls,10365000,2010
Tayshaun Prince,Detroit Pistons,10324380,2010
Danny Granger,Indiana Pacers,10130500,2010
Al Harrington,New York Knicks,10026875,2010
Andrew Bogut,Milwaukee Bucks,10000000,2010
Ben Gordon,Detroit Pistons,10000000,2010
Mike Dunleavy,Indiana Pacers,9780992,2010
Caron Butler,Dallas Mavericks,9780970,2010
Mike Miller,Washington Wizards,9780937,2010
Kevin Martin,Houston Rockets,9680170,2010
Gerald Wallace,Charlotte Hornets,9500000,2010
Cuttino Mobley,Los Angeles Clippers,9500000,2010
Kirk Hinrich,Chicago Bulls,9500000,2010
Jamal Crawford,Atlanta Hawks,9360000,2010
Marcus Camby,Portland Trail Blazers,9150000,2010
Jason Terry,Dallas Mavericks,9075000,2010
David West,New Orleans Pelicans,9075000,2010
Andris Biedrins,Golden State Warriors,9000000,2010
Boris Diaw,Charlotte Hornets,9000000,2010
Mehmet Okur,Utah Jazz,9000000,2010
Hedo Turkoglu,Toronto Raptors,9000000,2010
Corey Maggette,Golden State Warriors,8937931,2010
Mo Williams,Cleveland Cavaliers,8860000,2010
Kenny Thomas,Sacramento Kings,8775000,2010
Quentin Richardson,Miami Heat,8700000,2010
T.J. Ford,Indiana Pacers,8500000,2010
Devin Harris,Brooklyn Nets,8400000,2010
Jose Calderon,Toronto Raptors,8219009,2010
Jason Kidd,Dallas Mavericks,8100000,2010
Jameer Nelson,Orlando Magic,8100000,2010
Mark Blount,Miami Heat,7967375,2010
Etan Thomas,Oklahoma City Thunder,7906088,2010
Paul Millsap,Utah Jazz,7692932,2010
Stephen Jackson,Charlotte Hornets,7650000,2010
Darko Milicic,Minnesota Timberwolves,7540000,2010
Andres Nocioni,Sacramento Kings,7500000,2010
Lamar Odom,Los Angeles Lakers,7500000,2010
Marvin Williams,Atlanta Hawks,7500000,2010
Marko Jaric,Brooklyn Nets,7100000,2010
Udonis Haslem,Miami Heat,7100000,2010
David Lee,New York Knicks,7000000,2010
Shane Battier,Houston Rockets,6939200,2010
Joel Przybilla,Portland Trail Blazers,6857725,2010
Dan Gadzuric,Milwaukee Bucks,6749260,2010
Andre Miller,Portland Trail Blazers,6730800,2010
Shawn Marion,Dallas Mavericks,6635068,2010
Tony Battie,Brooklyn Nets,6606600,2010
Leandro Barbosa,Phoenix Suns,6600000,2010
Antonio Daniels,Philadelphia 76ers,6600000,2010
Jerome James,Chicago Bulls,6600000,2010
Andrea Bargnani,Toronto Raptors,6527491,2010
Luke Ridnour,Milwaukee Bucks,6500000,2010
Charlie Villanueva,Detroit Pistons,6500000,2010
Nazr Mohammed,Charlotte Hornets,6466600,2010
Jared Jeffries,Houston Rockets,6466600,2010
Mike James,Washington Wizards,6466600,2010
Vladimir Radmanovic,Golden State Warriors,6466600,2010
John Salmons,Milwaukee Bucks,6429151,2010
Anderson Varejao,Cleveland Cavaliers,6363636,2010
Nick Collison,Oklahoma City Thunder,6250000,2010
Mike Bibby,Atlanta Hawks,6217617,2010
Jason Kapono,Philadelphia 76ers,6212960,2010
JR Smith,Denver Nuggets,6171426,2010
Jeff Foster,Indiana Pacers,6077500,2010
Chris Duhon,New York Knicks,6031800,2010
James Posey,New Orleans Pelicans,6031800,2010
Beno Udrih,Sacramento Kings,6031800,2010
DeSagana Diop,Charlotte Hornets,6031800,2010
Brendan Haywood,Dallas Mavericks,6000000,2010
Rasheed Wallace,Boston Celtics,5854000,2010
Trevor Ariza,Houston Rockets,5854000,2010
Metta World Peace,Los Angeles Lakers,5854000,2010
Marcin Gortat,Orlando Magic,5854000,2010
LaMarcus Aldridge,Portland Trail Blazers,5844827,2010
Morris Peterson,New Orleans Pelicans,5800000,2010
Francisco Garcia,Sacramento Kings,5800000,2010
Raymond Felton,Charlotte Hornets,5501196,2010
Greg Oden,Portland Trail Blazers,5361240,2010
Mickael Pietrus,Orlando Magic,5300000,2010
Adam Morrison,Los Angeles Lakers,5257229,2010
Raja Bell,Golden State Warriors,5250000,2010
Speedy Claxton,Atlanta Hawks,5209454,2010
Derrick Rose,Chicago Bulls,5184480,2010
Kyle Korver,Utah Jazz,5163636,2010
Nenad Krstic,Oklahoma City Thunder,5160832,2010
Derek Fisher,Los Angeles Lakers,5048000,2010
Jason Maxiell,Detroit Pistons,5000000,2010
Sasha Vujacic,Los Angeles Lakers,5000000,2010
Nate Robinson,Boston Celtics,5000000,2010
Jarrett Jack,Toronto Raptors,5000000,2010
Blake Griffin,Brooklyn Nets,4983480,2010
Lou Williams,Philadelphia 76ers,4972500,2010
Reggie Evans,Toronto Raptors,4960000,2010
Luke Walton,Los Angeles Lakers,4840000,2010
Kevin Durant,Oklahoma City Thunder,4796880,2010
Zaza Pachulia,Atlanta Hawks,4750000,2010
Tyrus Thomas,Charlotte Hornets,4743598,2010
Matt Carroll,Dallas Mavericks,4700000,2010
Michael Beasley,Miami Heat,4638600,2010
Drew Gooden,Los Angeles Clippers,4580735,2010
Marcus Banks,Toronto Raptors,4553793,2010
Darius Songaila,New Orleans Pelicans,4526000,2010
Antonio McDyess,San Antonio Spurs,4500000,2010
Kendrick Perkins,Boston Celtics,4500000,2010
Hasheem Thabeet,Memphis Grizzlies,4458840,2010
Trenton Hassell,Brooklyn Nets,4350000,2010
Martell Webster,Portland Trail Blazers,4344000,2010
James Jones,Miami Heat,4330000,2010
Al Horford,Atlanta Hawks,4307640,2010
Delonte West,Cleveland Cavaliers,4254250,2010
O.J. Mayo,Memphis Grizzlies,4165560,2010
Ronny Turiaf,Golden State Warriors,4140000,2010
Bruce Bowen,San Antonio Spurs,4100000,2010
Daniel Gibson,Cleveland Cavaliers,4088500,2010
Greg Buckner,Memphis Grizzlies,4080915,2010
James Harden,Oklahoma City Thunder,4004160,2010
Kwame Brown,Detroit Pistons,4000000,2010
Brandon Bass,Orlando Magic,4000000,2010
Steve Blake,Los Angeles Clippers,4000000,2010
Rasual Butler,Los Angeles Clippers,3945000,2010
Amir Johnson,Toronto Raptors,3941667,2010
Brandon Roy,Portland Trail Blazers,3910816,2010
Ryan Gomes,Minnesota Timberwolves,3892500,2010
DeShawn Stevenson,Dallas Mavericks,3883929,2010
Mike Conley,Memphis Grizzlies,3883800,2010
Kurt Thomas,Milwaukee Bucks,3800000,2010
Roger Mason Jr.,San Antonio Spurs,3780000,2010
Russell Westbrook,Oklahoma City Thunder,3755640,2010
C.J. Miles,Utah Jazz,3700000,2010
Steven Hunter,Memphis Grizzlies,3696000,2010
Willie Green,Philadelphia 76ers,3682000,2010
Ramon Sessions,Minnesota Timberwolves,3670667,2010
Chris Andersen,Denver Nuggets,3650000,2010
Damien Wilkins,Minnesota Timberwolves,3630000,2010
Tyreke Evans,Sacramento Kings,3610080,2010
Charlie Bell,Milwaukee Bucks,3602960,2010
Travis Outlaw,Los Angeles Clippers,3600000,2010
Randy Foye,Washington Wizards,3575761,2010
Keyon Dooling,Brooklyn Nets,3564000,2010
Jeff Green,Oklahoma City Thunder,3516960,2010
Carlos Delfino,Milwaukee Bucks,3500000,2010
Brian Cook,Houston Rockets,3500000,2010
Brian Scalabrine,Boston Celtics,3413793,2010
Kevin Love,Minnesota Timberwolves,3401040,2010
Marc Gasol,Memphis Grizzlies,3333333,2010
Luis Scola,Houston Rockets,3284667,2010
Rudy Gay,Memphis Grizzlies,3280997,2010
Matt Bonner,San Antonio Spurs,3256500,2010
Yi Jianlian,Brooklyn Nets,3194400,2010
Kelenna Azubuike,Golden State Warriors,3100000,2010
Danilo Gallinari,New York Knicks,3089040,2010
Glen Davis,Boston Celtics,3000004,2010
Jamario Moon,Cleveland Cavaliers,3000000,2010
Eduardo Najera,Dallas Mavericks,3000000,2010
Carl Landry,Sacramento Kings,3000000,2010
Hakim Warrick,Chicago Bulls,3000000,2010
Andray Blatche,Washington Wizards,3000000,2010
Grant Hill,Phoenix Suns,3000000,2010
Chris Wilcox,Detroit Pistons,3000000,2010
Jonny Flynn,Minnesota Timberwolves,2969280,2010
Corey Brewer,Minnesota Timberwolves,2916120,2010
Kris Humphries,Brooklyn Nets,2900000,2010
Dorell Wright,Miami Heat,2887165,2010
Eddie House,New York Knicks,2862000,2010
Mark Madsen,Minnesota Timberwolves,2840000,2010
JJ Redick,Orlando Magic,2839408,2010
Eric Gordon,Los Angeles Clippers,2819880,2010
Hilton Armstrong,Houston Rockets,2801198,2010
Earl Watson,Indiana Pacers,2800000,2010
Thabo Sefolosha,Oklahoma City Thunder,2759628,2010
Ronnie Brewer,Memphis Grizzlies,2717161,2010
Stephen Curry,Golden State Warriors,2710560,2010
Brandan Wright,Houston Rockets,2671440,2010
Anthony Parker,Cleveland Cavaliers,2644231,2010
Joe Alexander,Chicago Bulls,2583360,2010
Maurice Evans,Atlanta Hawks,2500000,2010
Sebastian Telfair,Cleveland Cavaliers,2500000,2010
Dahntay Jones,Indiana Pacers,2500000,2010
Tony Allen,Boston Celtics,2500000,2010
Michael Finley,Boston Celtics,2500000,2010
Jordan Hill,Houston Rockets,2483280,2010
Joakim Noah,Chicago Bulls,2455680,2010
Shawne Williams,Minnesota Timberwolves,2416067,2010
Ricky Davis,Los Angeles Clippers,2400000,2010
D.J. Augustin,Charlotte Hornets,2374680,2010
Spencer Hawes,Sacramento Kings,2332800,2010
David Andersen,Houston Rockets,2314815,2010
Craig Smith,Los Angeles Clippers,2300000,2010
DeMar DeRozan,Toronto Raptors,2282640,2010
Brook Lopez,Brooklyn Nets,2255880,2010
Acie Law,Chicago Bulls,2216160,2010
Ryan Hollins,Minnesota Timberwolves,2183333,2010
Brandon Jennings,Milwaukee Bucks,2168520,2010
Chuck Hayes,Houston Rockets,2147750,2010
Jerryd Bayless,Portland Trail Blazers,2143080,2010
Renaldo Balkman,Denver Nuggets,2112417,2010
Thaddeus Young,Philadelphia 76ers,2105400,2010
Ersan Ilyasova,Milwaukee Bucks,2100000,2010
Rajon Rondo,Boston Celtics,2094923,2010
Anthony Johnson,Orlando Magic,2062800,2010
Jarvis Hayes,Brooklyn Nets,2062800,2010
Brent Barry,Houston Rockets,2062800,2010
Terrence Williams,Brooklyn Nets,2060040,2010
Josh Boone,Brooklyn Nets,2056968,2010
Jason Thompson,Sacramento Kings,2035920,2010
Kyle Lowry,Houston Rockets,2034996,2010
Julian Wright,New Orleans Pelicans,2000040,2010
Jannero Pargo,Chicago Bulls,1990000,2010
Ronald Murray,Chicago Bulls,1990000,2010
Rasho Nesterovic,Toronto Raptors,1990000,2010
Fabricio Oberto,Washington Wizards,1990000,2010
Marquis Daniels,Boston Celtics,1990000,2010
Shannon Brown,Los Angeles Lakers,1990000,2010
Channing Frye,Phoenix Suns,1990000,2010
Gerald Henderson,Charlotte Hornets,1957080,2010
Jordan Farmar,Los Angeles Lakers,1947240,2010
Brandon Rush,Indiana Pacers,1934160,2010
Al Thornton,Washington Wizards,1900200,2010
Mardy Collins,Los Angeles Clippers,1867742,2010
Tyler Hansbrough,Indiana Pacers,1859160,2010
Anthony Randolph,Golden State Warriors,1837560,2010
Goran Dragic,Phoenix Suns,1836000,2010
Rodney Stuckey,Detroit Pistons,1805040,2010
Antoine Wright,Toronto Raptors,1800000,2010
Earl Clark,Phoenix Suns,1766280,2010
Robin Lopez,Phoenix Suns,1745520,2010
Nick Young,Washington Wizards,1714800,2010
Francisco Elson,Philadelphia 76ers,1700000,2010
Austin Daye,Detroit Pistons,1677840,2010
Marreese Speights,Philadelphia 76ers,1658280,2010
J.J. Barea,Dallas Mavericks,1657500,2010
Sean Williams,Brooklyn Nets,1629120,2010
Hamed Haddadi,Memphis Grizzlies,1627779,2010
Solomon Jones,Indiana Pacers,1620000,2010
Matt Barnes,Orlando Magic,1600000,2010
Devean George,Golden State Warriors,1600000,2010
James Johnson,Chicago Bulls,1594080,2010
Sergio Rodriguez,New York Knicks,1576696,2010
Roy Hibbert,Indiana Pacers,1575360,2010
Marco Belinelli,Toronto Raptors,1547640,2010
Oleksiy Pecherov,Minnesota Timberwolves,1547640,2010
Jrue Holiday,Philadelphia 76ers,1514280,2010
Sasha Pavlovic,Minnesota Timberwolves,1500000,2010
JaVale McGee,Washington Wizards,1496640,2010
Javaris Crittenton,Washington Wizards,1477920,2010
Ty Lawson,Denver Nuggets,1438680,2010
JJ Hickson,Cleveland Cavaliers,1429200,2010
Jason Smith,Philadelphia 76ers,1418880,2010
Jeff Teague,Atlanta Hawks,1373880,2010
Alexis Ajinca,Charlotte Hornets,1372080,2010
Daequan Cook,Miami Heat,1362120,2010
Roko-Leni Ukic,Milwaukee Bucks,1350000,2010
Eric Maynor,Oklahoma City Thunder,1318920,2010
Ryan Anderson,Orlando Magic,1317120,2010
Jared Dudley,Phoenix Suns,1307640,2010
Malik Allen,Denver Nuggets,1300000,2010
Darren Collison,New Orleans Pelicans,1266120,2010
Courtney Lee,Brooklyn Nets,1264440,2010
Wilson Chandler,New York Knicks,1255440,2010
Ronnie Price,Utah Jazz,1250000,2010
Kosta Koufos,Utah Jazz,1214040,2010
Omri Casspi,Sacramento Kings,1167000,2010
Rudy Fernandez,Portland Trail Blazers,1165320,2010
Byron Mullens,Oklahoma City Thunder,1120200,2010
Serge Ibaka,Oklahoma City Thunder,1120200,2010
Nicolas Batum,Portland Trail Blazers,1118760,2010
Aaron Brooks,Houston Rockets,1118520,2010
Devin Brown,Chicago Bulls,1107572,2010
Arron Afflalo,Denver Nuggets,1086240,2010
George Hill,San Antonio Spurs,1081680,2010
Rodrigue Beaubois,Dallas Mavericks,1075440,2010
Alando Tucker,Minnesota Timberwolves,1071720,2010
Darrell Arthur,Memphis Grizzlies,1050480,2010
Chris Quinn,Brooklyn Nets,1050387,2010
Royal Ivey,Milwaukee Bucks,1050000,2010
Taj Gibson,Chicago Bulls,1039800,2010
D.J. White,Oklahoma City Thunder,1036440,2010
Quinton Ross,Washington Wizards,1033342,2010
Steve Novak,Los Angeles Clippers,1031000,2010
James Singleton,Washington Wizards,1030189,2010
J.R. Giddens,New York Knicks,1028880,2010
DeMarre Carroll,Memphis Grizzlies,1009680,2010
Wayne Ellington,Minnesota Timberwolves,1003560,2010
C.J. Watson,Golden State Warriors,1000497,2010
Aaron Gray,New Orleans Pelicans,1000497,2010
Toney Douglas,New York Knicks,996240,2010
Ian Mahinmi,San Antonio Spurs,989670,2010
Didier Ilunga-Mbenga,Los Angeles Lakers,959111,2010
Josh Powell,Los Angeles Lakers,959111,2010
Yakhouba Diawara,Miami Heat,945000,2010
Zydrunas Ilgauskas,Cleveland Cavaliers,925000,2010
Salim Stoudamire,Atlanta Hawks,884881,2010
Kyle Weaver,Oklahoma City Thunder,870968,2010
Kyrylo Fesenko,Utah Jazz,870000,2010
Donte Greene,Sacramento Kings,870000,2010
Patrick O'Bryant,Toronto Raptors,855189,2010
Leon Powe,Cleveland Cavaliers,855189,2010
Quincy Douby,Sacramento Kings,855189,2010
Marcus Haislip,San Antonio Spurs,855189,2010
Lou Amundson,Phoenix Suns,855189,2010
Mouhamed Sene,New York Knicks,855189,2010
Anthony Roberson,Chicago Bulls,855189,2010
Tarence Kinsey,Golden State Warriors,855189,2010
Randolph Morris,Atlanta Hawks,855189,2010
DeJuan Blair,San Antonio Spurs,850000,2010
Sean Marks,New Orleans Pelicans,825497,2010
Jason Williams,Orlando Magic,825497,2010
Brian Skinner,Los Angeles Clippers,825497,2010
Jamaal Magloire,Miami Heat,825497,2010
Paul Davis,Washington Wizards,825497,2010
Dominic McGuire,Sacramento Kings,825497,2010
Kevin Ollie,Oklahoma City Thunder,825497,2010
Ryan Bowen,Oklahoma City Thunder,825497,2010
Marcus Williams,Memphis Grizzlies,825497,2010
Luther Head,Indiana Pacers,825497,2010
Desmond Mason,Sacramento Kings,825497,2010
Jarron Collins,Phoenix Suns,825497,2010
Chucky Atkins,Detroit Pistons,825497,2010
Keith Bogans,San Antonio Spurs,825497,2010
Mikki Moore,Golden State Warriors,825497,2010
Linton Johnson,Chicago Bulls,825497,2010
Adonal Foyle,Orlando Magic,825497,2010
James White,New York Knicks,825497,2010
Ike Diogu,New York Knicks,825497,2010
Jason Collins,Atlanta Hawks,825497,2010
Shelden Williams,Boston Celtics,825497,2010
Jason Hart,New Orleans Pelicans,825497,2010
Joel Anthony,Miami Heat,825497,2010
Stephen Graham,Charlotte Hornets,825497,2010
Primoz Brezec,Milwaukee Bucks,825497,2010
Juwan Howard,Portland Trail Blazers,825497,2010
